,ssd,Km_nad,Km_g3p,Km_pi,kcat_f,Keq,Kd,dKd
0,0.0,4.5e-05,0.00089,0.00053,268.0,0.452,3.2e-07,0.5
1,5.48773536298e-07,0.00221255175228,0.0437711552928,0.0260513952981,6.72852753547e-06,4.75209719166e-08,1.07048635988e-07,6.010153486e-08
2,5.48773538582e-07,0.00221261459533,0.043770487969,0.0260584311301,6.85223192283e-06,1.82811005763e-06,9.64926036878e-09,1.82272226201e-06
3,5.48773539474e-07,0.00221263799093,0.0437700694284,0.0260607732331,6.42797578482e-06,2.17695168676e-06,1.48077803531e-07,2.32353472018e-06
4,5.48773539475e-07,0.00220916208964,0.043770885772,0.026057294426,7.45623848965e-06,6.10503290006e-07,1.51949041885e-07,5.14393283524e-07
5,5.48773539854e-07,0.00220915752104,0.0437710907542,0.0260565926004,7.44897527939e-06,1.17578744184e-06,1.83033976452e-07,1.01060071422e-06
6,5.48773540257e-07,0.00221252962115,0.0437731419566,0.0260482420727,5.61192434612e-06,1.77008485303e-06,3.1174829248e-07,1.47088747848e-06
7,5.48773541492e-07,0.00221262682825,0.0437705702526,0.0260592169438,7.20785805304e-06,2.43576250615e-06,5.27428556537e-09,2.4331375581e-06
8,5.48773544113e-07,0.00221253528203,0.0437753788385,0.0260484064759,5.20658597364e-06,1.13272939455e-06,9.32985896818e-07,2.06307482209e-07
9,5.48773544791e-07,0.00220907994915,0.0437686753295,0.0260566460896,7.02052827547e-06,5.46458335809e-06,6.2835375643e-07,4.86835092239e-06
10,5.48773546491e-07,0.00221253436371,0.0437724378326,0.0260484120546,8.58203461728e-06,1.00240377699e-06,3.84049502845e-07,6.01430527603e-07
11,5.4877354673e-07,0.00221252250923,0.0437731302461,0.0260512865199,8.50270754766e-06,7.6523708707e-07,1.26133447997e-06,4.7848136564e-07
12,5.48773548593e-07,0.00221260298729,0.0437709459037,0.0260596107465,9.54771083024e-06,6.95008038338e-07,1.00920147473e-06,3.18451864878e-07
13,5.48773550226e-07,0.00221265474128,0.0437712109443,0.0260615215917,8.82774114372e-06,2.43253905219e-06,3.37767572977e-07,2.09788082461e-06
14,5.48773551866e-07,0.00221264491707,0.0437711656564,0.0260606158421,9.68697495817e-06,2.05261255387e-06,1.78889288731e-07,1.87222752857e-06
15,5.4877355246e-07,0.00221267482719,0.043771170579,0.0260636253939,8.49803747902e-06,2.76019653299e-06,2.77209680332e-07,2.48862992436e-06
16,5.48773552527e-07,0.00221256252937,0.0437728595351,0.0260520334843,9.65764956564e-06,2.80003126142e-06,6.12696269682e-07,2.18630040738e-06
17,5.48773553399e-07,0.0022124956698,0.0437766492082,0.0260428795051,5.43437772394e-06,1.41981485566e-07,5.03783879969e-07,8.74526040473e-07
18,5.48773553848e-07,0.00220921090609,0.0437709415903,0.0260623100285,9.09798735586e-06,3.17604327793e-06,1.12344444793e-07,3.07440755076e-06
19,5.48773554542e-07,0.00221252210294,0.0437726765346,0.0260525618165,8.79945373747e-06,5.01649994897e-06,1.29057721713e-06,3.73916357876e-06
20,5.48773554551e-07,0.00221265529743,0.0437707796418,0.0260620422174,1.00924489701e-05,2.12215032911e-06,1.2086412386e-07,1.99840923809e-06
21,5.48773554632e-07,0.00221265580807,0.0437709881799,0.0260618970067,1.02005029007e-05,1.72909927526e-06,1.36291422788e-07,1.59706845526e-06
22,5.48773556277e-07,0.00221266134737,0.0437709645173,0.026062310811,1.0223068423e-05,2.37036936294e-06,1.09811667388e-07,2.26136456227e-06
23,5.48773557332e-07,0.00221265649394,0.0437721915522,0.026060718322,1.06620869241e-05,1.45394021306e-06,5.17369295826e-07,9.30470478444e-07
24,5.48773557932e-07,0.00221249426561,0.0437771797325,0.0260443216947,7.14553798287e-06,5.56907580523e-07,8.70355569323e-07,1.41517303431e-06
25,5.48773558204e-07,0.0022124075205,0.0437710368623,0.0260633374944,1.01404597913e-05,3.13252480739e-06,1.88099498175e-07,2.14623516737e-06
26,5.48773558949e-07,0.00221265427591,0.0437714393073,0.0260613371364,1.03806521243e-05,3.42771618611e-06,3.48820029449e-07,3.08753211886e-06
27,5.48773559547e-07,0.0022124923939,0.0437784238868,0.0260419957719,5.25472227455e-06,8.60289347135e-08,7.90916418929e-07,8.70611605031e-07
28,5.48773560633e-07,0.00221268785697,0.0437701635171,0.0260668331891,1.01377290589e-05,1.88245124994e-06,2.70762336852e-07,1.61180524483e-06
29,5.48773561179e-07,0.00221266338633,0.0437713165498,0.0260623252654,1.05014069533e-05,3.65221833847e-06,2.32539478799e-07,3.41334782661e-06
