frame	deltaG
1	-37.9555
2	-32.9465
3	-66.4447
4	-35.5955
5	-39.2969
6	-38.5858
7	-51.4637
8	-45.8683
9	-51.7558
10	-45.6128
11	-70.0906
12	-54.9512
13	-44.4149
14	-48.3119
15	-38.0679
16	-39.1467
17	-58.1221
18	-50.4647
19	-48.6843
20	-41.2937
21	-46.1176
22	-47.7198
23	-42.5025
24	-47.7714
25	-45.9604
26	-49.7835
27	-49.7266
28	-36.7633
29	-45.99
30	-50.9102
31	-47.3483
32	-44.4721
33	-56.2286
34	-43.3671
35	-45.0925
36	-43.7683
37	-46.4146
38	-56.0941
39	-61.5845
40	-55.161
41	-57.1711
42	-53.8947
43	-48.0661
44	-54.4141
45	-48.5685
46	-60.3028
47	-50.6885
48	-61.8958
49	-59.0378
50	-56.4828
51	-54.7332
52	-60.5341
53	-54.8574
54	-39.811
55	-52.8577
56	-45.9728
57	-53.5159
58	-45.6786
59	-45.2004
60	-53.8387
61	-36.0628
62	-44.4505
63	-57.4559
64	-45.052
65	-44.3833
66	-46.62
67	-37.4755
68	-41.9163
69	-40.8538
70	-47.8799
71	-46.0931
72	-63.7209
73	-57.1723
74	-53.164
75	-59.4499
76	-46.928
77	-51.9462
78	-47.8111
79	-47.442
80	-44.9483
81	-38.6943
82	-47.5297
83	-50.4677
84	-26.3546
85	-35.4408
86	-34.9284
87	-24.6754
88	-37.8292
89	-48.8833
90	-45.3787
91	-45.1343
92	-37.7605
93	-34.737
94	-52.0908
95	-33.4906
96	-24.6785
97	-45.1955
98	-46.4307
99	-30.9513
100	-44.4853
101	-40.0571
102	-51.4056
103	-41.9396
104	-46.8658
105	-38.4161
106	-39.317
107	-43.5909
108	-59.4238
109	-45.8481
110	-41.2527
111	-52.4402
112	-36.3922
113	-40.361
114	-41.2883
115	-54.5027
116	-54.5269
117	-46.1777
118	-40.6009
119	-48.2118
120	-48.0839
121	-69.8837
122	-39.597
123	-45.2547
124	-39.6454
125	-48.1573
126	-41.9652
127	-40.6183
128	-41.4276
129	-41.3089
130	-55.7605
131	-47.908
132	-36.9174
133	-43.4872
134	-52.2766
135	-44.1284
136	-44.6065
137	-32.5013
138	-42.3875
139	-51.4657
140	-46.5696742857
141	8.26507258714
