frame	deltaG
1	68.9059
2	13.4211
3	14.0425
4	19.8863
5	8.9742
6	5.461
7	33.9804
8	12.8515
9	18.8908
10	18.8994
11	11.297
12	16.7281
13	16.5808
14	39.9472
15	37.7638
16	40.4295
17	30.6917
18	33.1984
19	42.2102
20	36.5232
21	22.7691
22	31.432
23	14.9691
24	26.1409
25	28.5303
26	29.4285
27	20.1869
28	7.9225
29	9.268
30	12.1109
31	30.8781
32	58.3848
33	27.9382
34	13.2569
35	2.8555
36	15.5577
37	17.8326
38	18.7151
39	19.5327
40	23.5509
41	18.0015
42	27.2979
43	19.5763
44	-0.5577
45	0.9906
46	20.2182
47	23.2146
48	2.0945
49	34.3118
50	16.4829
51	32.6271
52	23.775
53	11.7392
54	39.1147
55	27.5085
56	16.4736
57	20.1887
58	12.014
59	29.8082
60	26.5481
61	4.2422
62	17.3709
63	31.2869
64	19.2454
65	7.0973
66	16.0948
67	26.9171
68	13.6328
69	13.1699
70	12.9264
71	21.64793
73	12.5595340373
