frame	deltaG
1	-7.6607
2	-5.4807
3	-15.2902
4	-7.8375
5	-10.212
6	-5.906
7	-18.5022
8	-4.0606
9	-20.12
10	-23.7977
11	-26.8063
12	-16.7099
13	-15.2152
14	-11.9993
15	-25.7487
16	-25.4453
17	-25.3318
18	-8.7062
19	-21.3367
20	-8.3051
21	-16.773
22	-17.7198
23	-20.5144
24	-16.9145
25	-10.1983
26	-21.1617
27	-20.7066
28	-15.9023
29	-16.0529
30	-14.8088
31	-26.7224
32	-24.6184
33	-19.7528
34	-25.2917
35	-31.2339
36	-24.3889
37	-33.6107
38	-18.7339
39	-17.8531
40	-22.9432
41	-15.7676
42	-28.097
43	-21.551
44	-23.4527
45	-24.4242
46	-15.7019
47	-20.449
48	-11.9186
49	-16.9849
50	-17.7505
51	-17.7286
52	-18.3743
53	-15.7889
54	-15.4056
55	-21.1038
56	-19.2877
57	-17.4925
58	-21.1486
59	-11.5385
60	-13.9808
61	-25.2918
62	-17.2241
63	-21.7447
64	-14.6482
65	-16.8447
66	-16.5307
67	-16.4934
68	-22.9224
69	-24.8168
70	-18.8777
71	-18.33878
73	6.07118708576
