frame	deltaG
1	16.1819
2	-1.5381
3	-3.31
4	-1.0046
5	-3.0272
6	-13.9932
7	-19.8588
8	-11.4554
9	-5.4905
10	-10.0052
11	-15.0116
12	-13.1926
13	-15.3689
14	-13.566
15	-6.9007
16	-12.3259
17	-9.4605
18	-7.8967
19	-9.5516
20	-17.9635
21	-20.459
22	-2.3868
23	-9.5119
24	-14.259
25	-8.2215
26	-13.6847
27	-13.8394
28	-20.3018
29	-9.9266
30	-19.3346
31	-15.6144
32	-15.0534
33	-9.6224
34	-10.6225
35	-11.3083
36	-13.3974
37	-23.1762
38	-10.8028
39	-12.4062
40	-17.9205
41	-15.0032
42	-14.5046
43	-13.5682
44	-14.4512
45	-18.2504
46	-15.1434
47	-8.6808
48	-4.8747
49	-14.1301
50	-15.9758
51	-13.6849
52	-16.0763
53	-17.5202
54	-20.5166
55	-10.1807
56	-4.9839
57	-15.5811
58	-7.9661
59	-12.8399
60	-8.6384
61	-17.1826
62	-7.5847
63	-2.6832
64	-4.5462
65	-10.7482
66	-6.932
67	-8.2193
68	-14.9235
69	-13.6361
70	-19.2715
71	-11.6412328571
73	6.11628537326
