frame	deltaG
1	22.4466
2	26.4144
3	20.1054
4	16.405
5	2.4534
6	-6.6445
7	-11.8339
8	3.768
9	8.6606
10	-1.5172
11	13.2367
12	16.6455
13	5.4279
14	8.127
15	5.0737
16	-0.0449
17	5.392
18	-20.1168
19	8.6499
20	-6.4504
21	16.5325
22	-3.555
23	10.4999
24	9.3405
25	16.0948
26	22.282
27	5.0872
28	16.6968
29	0.9434
30	1.1081
31	19.8209
32	11.2906
33	-3.4106
34	8.4358
35	-2.1792
36	9.3855
37	11.1312
38	7.4215
39	11.4613
40	-8.6701
41	13.7627
42	0.5811
43	6.2204
44	-2.224
45	6.3167
46	10.5605
47	15.4845
48	17.6123
49	17.4503
50	10.8858
51	12.6042
52	5.8876
53	4.9773
54	17.2893
55	-8.5793
56	9.2716
57	11.2191
58	5.8663
59	-6.125
60	-6.4402
61	5.381
62	12.0578
63	12.9976
64	14.2859
65	13.0298
66	5.0581
67	19.3681
68	3.7591
69	18.429
70	5.7162
71	7.55170428571
73	9.08397513354
