frame	deltaG
1	9.4834
2	-7.7699
3	-9.0128
4	0.9348
5	-7.7803
6	-18.0023
7	-7.8976
8	-14.5263
9	-2.5922
10	-6.5987
11	-13.8355
12	-12.1669
13	-8.7077
14	-11.1806
15	-9.5335
16	-8.5879
17	-11.6096
18	-11.8756
19	-0.5012
20	-12.9726
21	-9.9226
22	-13.9335
23	-13.9384
24	-17.1374
25	-9.9858
26	-17.9108
27	-10.2349
28	-11.0804
29	-11.8745
30	-5.4496
31	-11.9863
32	-8.9776
33	-11.9358
34	-5.0783
35	-15.7871
36	-13.6184
37	-12.5
38	-13.3973
39	-15.4601
40	-11.37
41	-9.6658
42	-15.8417
43	-14.8902
44	-9.9033
45	-17.8041
46	-21.9431
47	-17.2491
48	-14.028
49	-17.2117
50	-19.8841
51	-21.8678
52	-16.0736
53	-15.1718
54	-7.0923
55	-10.345
56	-11.4514
57	-19.5903
58	-13.7683
59	-19.7704
60	-14.1093
61	-12.617
62	-23.4361
63	-22.0802
64	-17.8169
65	-14.3798
66	-19.7674
67	-17.114
68	-19.1006
69	-20.0035
70	-14.5013
71	-12.7827128571
73	5.68349850953
