frame	deltaG
1	10.1674
2	12.7504
3	13.292
4	21.4068
5	12.8356
6	12.9472
7	19.4732
8	19.8052
9	15.2873
10	21.055
11	20.3855
12	10.6036
13	20.9344
14	0.9043
15	10.522
16	14.9925
17	13.8356
18	17.0461
19	0.2321
20	2.3387
21	11.96
22	4.5502
23	5.8638
24	7.1495
25	25.7011
26	18.0652
27	35.9673
28	19.1435
29	11.9018
30	1.5675
31	2.7602
32	4.8252
33	3.4778
34	-8.9899
35	12.3691
36	-10.5364
37	7.8035
38	-7.703
39	-7.5286
40	13.6281
41	20.4986
42	-16.2541
43	-4.7374
44	-7.7578
45	13.5371
46	7.7817
47	19.6454
48	-11.2806
49	-1.2939
50	-28.3338
51	-13.1655
52	-37.2981
53	-22.154
54	-14.6984
55	-16.4124
56	-8.3465
57	-32.5996
58	-20.9167
59	-35.3235
60	-9.0054
61	-25.9725
62	-8.5791
63	-32.7736
64	-15.8131
65	-32.9341
66	-39.6212
67	-65.3007
68	-31.9414
69	-36.1592
70	-24.7414
71	-27.0118
72	-41.2789
73	-28.0208
74	-29.1519
75	-35.79
76	-20.4574
77	-15.2611
78	-3.8918
79	-16.8844
80	-18.7961
81	-23.8506
82	-15.6866
83	-23.1485
84	-17.0922
85	-20.4136
86	-23.5122
87	-11.6682
88	-12.7259
89	-16.0543
90	-10.0279
91	-3.9244
92	-10.8973
93	-14.643
94	-1.9028
95	-1.6177
96	-10.1547
97	-16.7281
98	-15.1738
99	-4.7433
100	-4.9864
101	-5.9811
102	-15.5395
103	-1.8138
104	-4.9048
105	-23.5495
106	-11.6637
107	-8.2089
108	-21.3663
109	-1.7957
110	-4.4161
111	10.4952
112	18.3349
113	-26.2896
114	-24.7783
115	-13.5312
116	-3.5983
117	4.2616
118	-19.0106
119	-24.8423
120	-31.8568
121	-12.1924
122	-4.1806
123	-12.069
124	-13.2193
125	-5.0845
126	-21.3971
127	-17.2143
128	-35.2638
129	-37.0272
130	3.0941
131	-6.6868
132	-6.4736
133	-12.2544
134	-1.4597
135	-7.2632
136	-7.48
137	-4.001
138	-11.1822
139	-2.3079
140	5.3766
141	-5.0274
142	-8.9266
143	-3.7087
144	3.0427
145	-18.2945
146	-30.3534
147	-15.2
148	-29.0622
149	-19.0573
150	-0.4303
151	-24.6884
152	-15.4866
153	-18.2346
154	-38.1426
155	-7.5669
156	-13.6634
157	-16.9832
158	-6.0935
159	-25.9367
160	-29.153
161	-34.2395
162	-26.2117
163	-25.3042
164	-30.7505
165	-26.5901
166	-26.4565
167	-21.3831
168	-37.2156
169	-33.8137
170	-27.8693
171	-4.1202
172	-35.7639
173	-24.8151
174	-29.3972
175	-7.5352
176	-19.302
177	-28.3996
178	-26.9754
179	-23.8997
180	-22.7369
181	-19.2033
182	-14.6738
183	-27.7431
184	-9.9558
185	-24.3289
186	-7.3975
187	-17.9423
188	-17.7489
189	-27.9487
190	-9.1393
191	-17.626
192	-16.537
193	-31.8375
194	-28.8977
195	-35.022
196	-14.3124
197	-32.1406
198	-17.5033
199	-36.9072
200	-29.3293
201	-30.6806
202	-24.5131
203	-10.8185
204	0.2141
205	-7.6268
206	-13.0663
207	-19.0808
208	-30.9432
209	-8.8648
210	-11.6958242857
211	16.4633187346
