frame	deltaG
1	-14.1103
2	-14.6427
3	-5.945
4	-19.3229
5	-17.6676
6	-38.1089
7	-19.2887
8	-28.9363
9	-25.5002
10	-28.5741
11	-21.3427
12	-18.6035
13	-28.142
14	-19.3288
15	-36.6249
16	-41.4914
17	-34.2359
18	-44.124
19	-30.1182
20	-25.6913
21	-38.122
22	-29.2385
23	-38.8449
24	-35.7121
25	-32.3562
26	-24.3212
27	-37.9035
28	-30.9607
29	-37.2869
30	-44.5674
31	-39.7237
32	-26.457
33	-38.4461
34	-44.7711
35	-46.8078
36	-24.3174
37	-23.5143
38	-26.3366
39	-44.8964
40	-29.2557
41	-34.4918
42	-36.1404
43	-32.9212
44	-33.3743
45	-39.4021
46	-31.7777
47	-23.1089
48	-33.6516
49	-35.9531
50	-44.6808
51	-54.7838
52	-49.0914
53	-45.7741
54	-32.0088
55	-40.0149
56	-42.8809
57	-47.9672
58	-42.0498
59	-38.9385
60	-44.8159
61	-44.3967
62	-41.9717
63	-43.7827
64	-44.0842
65	-50.2065
66	-32.0826
67	-54.1303
68	-37.7084
69	-42.6878
70	-42.1236
71	-34.6091514286
73	10.1900790071
