frame	deltaG
1	-34.0604
2	-34.6258
3	-44.7111
4	-38.9621
5	-42.6583
6	-45.3856
7	-42.6115
8	-43.6686
9	-38.882
10	-38.9997
11	-40.5058
12	-40.1044
13	-32.9395
14	-33.0045
15	-28.4942
16	-42.8786
17	-36.6987
18	-37.9887
19	-34.6245
20	-32.3409
21	-28.5349
22	-34.9358
23	-42.427
24	-35.5815
25	-29.3996
26	-28.6792
27	-30.0282
28	-46.894
29	-41.8843
30	-42.0863
31	-48.033
32	-34.9187
33	-37.8904
34	-51.8812
35	-46.3642
36	-34.155
37	-46.2232
38	-29.1861
39	-34.5627
40	-31.2543
41	-23.9544
42	-30.0296
43	-44.0785
44	-27.0156
45	-34.1609
46	-23.296
47	-37.8259
48	-36.9981
49	-25.6154
50	-13.1671
51	-39.5673
52	-48.2514
53	-31.7612
54	-41.6223
55	-27.7595
56	-39.3893
57	-48.039
58	-37.76
59	-46.7365
60	-55.1125
61	-49.2811
62	-45.1247
63	-65.5915
64	-55.8122
65	-55.9287
66	-63.2731
67	-55.8424
68	-53.2924
69	-63.5418
70	-64.3321
71	-40.0460714286
73	10.3932021592
