frame	deltaG
1	0.8832
2	-20.3988
3	-17.0177
4	-2.8344
5	-14.3931
6	-18.8903
7	-17.9166
8	-26.2687
9	-28.2585
10	-31.3699
11	-27.247
12	-34.1605
13	-23.9546
14	-21.9152
15	-14.4438
16	-27.9524
17	-29.2202
18	-28.9943
19	-32.595
20	-33.5087
21	-21.5483
22	-35.3032
23	-23.3143
24	-36.5038
25	-29.9749
26	-37.3772
27	-31.8956
28	-31.0852
29	-31.361
30	-39.3773
31	-36.1628
32	-33.1503
33	-35.8166
34	-27.7323
35	-34.5811
36	-41.971
37	-34.6537
38	-28.4975
39	-40.7565
40	-29.4588
41	-27.9655
42	-37.0631
43	-36.3249
44	-33.0665
45	-30.9785
46	-33.9028
47	-36.3101
48	-33.7618
49	-39.5878
50	-33.9989
51	-35.8728
52	-29.9248
53	-30.8291
54	-21.7461
55	-29.3975
56	-23.4649
57	-25.9105
58	-34.5655
59	-29.4753
60	-32.0633
61	-19.6358
62	-28.9464
63	-23.184
64	-28.5902
65	-37.6935
66	-27.8458
67	-20.1775
68	-32.3681
69	-31.3928
70	-29.334
71	-28.9479385714
73	7.91472685178
