frame	deltaG
1	-23.3064
2	-22.996
3	-12.5057
4	-32.2943
5	-8.1177
6	1.8554
7	-19.0056
8	-25.5949
9	-21.244
10	-26.0549
11	-33.2547
12	-28.5073
13	-29.7172
14	-31.6663
15	-33.035
16	-23.0183
17	-24.4632
18	-27.1641
19	-32.9763
20	-34.3487
21	-26.7952
22	-23.1132
23	-29.6917
24	-27.8359
25	-31.6875
26	-37.9469
27	-33.6569
28	-32.9616
29	-31.1828
30	-38.1756
31	-28.7757
32	-28.7735
33	-16.8836
34	-15.431
35	-9.8714
36	-13.7726
37	-10.8263
38	-22.1883
39	-21.382
40	-25.9617
41	-18.8729
42	-18.4852
43	-20.1413
44	-23.537
45	-21.185
46	-18.5904
47	-11.7356
48	-25.4263
49	-8.6686
50	-17.6321
51	-24.0615
52	-21.9493
53	-18.8408
54	-18.8594
55	-18.3398
56	-26.8972
57	-30.7648
58	-26.5269
59	-38.5742
60	-29.7561
61	-31.145
62	-30.742
63	-32.8896
64	-36.1406
65	-30.2508
66	-34.0795
67	-40.4942
68	-37.7689
69	-31.4064
70	-36.859
71	-25.3564142857
73	8.50088069874
