	2pg	pep
0	8.57332483278e-05	0.000177000706378
1	8.7600460231e-05	0.000175405100044
2	8.89147046752e-05	0.000175175718299
3	8.53234272211e-05	0.000176186444854
4	8.65832193258e-05	0.00017508841296
5	9.09672221474e-05	0.00017473571019
6	8.96229927148e-05	0.000174761586094
7	8.77894577742e-05	0.000175473908882
8	8.52102661147e-05	0.000176521019153
9	9.07618545115e-05	0.000174554777117
10	8.60202174233e-05	0.000177113286887
11	8.44389768677e-05	0.000176546032143
12	8.42543396713e-05	0.000178188478011
13	8.96638301963e-05	0.000174024930532
14	8.71853479655e-05	0.000175324335272
15	8.53815157906e-05	0.000177327106845
16	8.72801995435e-05	0.000175790230442
17	9.12199677496e-05	0.000174848824003
18	8.96493539368e-05	0.000174753066853
19	8.99351151908e-05	0.000174742275187
20	8.51530658813e-05	0.000177880229961
21	8.82511942546e-05	0.000176427941277
22	8.88241323893e-05	0.000174945501783
23	8.95702121686e-05	0.000173552924215
24	8.8454698033e-05	0.000175054189884
25	8.95585537335e-05	0.000174760594828
26	9.11207206541e-05	0.000171762346822
27	8.61494517902e-05	0.000178950736262
28	8.93724464136e-05	0.000174559216202
29	8.35476277127e-05	0.000178229361376
30	8.62472012924e-05	0.000174865701771
31	9.03693575131e-05	0.000174279505867
32	8.90398075044e-05	0.000174692254483
33	8.60113835479e-05	0.000176340467917
34	8.81838212877e-05	0.000175575323141
35	9.13201474886e-05	0.00017421311797
36	8.84981695259e-05	0.000176055393069
37	8.86570622763e-05	0.00017507748166
38	8.77740810851e-05	0.000175194751674
39	9.06583649829e-05	0.000174496320745
40	8.46417931855e-05	0.000175272442393
41	8.59969403775e-05	0.000176532524361
42	8.63413747939e-05	0.0001784101292
43	8.69146532658e-05	0.000175308615402
44	8.87030089261e-05	0.000174788169217
45	9.00482531436e-05	0.000174952881034
46	8.86800188352e-05	0.000174897106284
47	8.9120580535e-05	0.000174760878414
48	8.67959580925e-05	0.000176204264056
49	8.85303503951e-05	0.000174766039135
50	8.90555480106e-05	0.000175323452642
51	8.7116142151e-05	0.00017490438709
52	8.84962659437e-05	0.000174689608956
53	8.90347552082e-05	0.000174952029578
54	9.1006823867e-05	0.000174029927423
55	8.58098877986e-05	0.000175589405155
56	8.93568183031e-05	0.000173675796387
57	8.80989653978e-05	0.000177232506414
58	8.71375070346e-05	0.000175443472881
59	8.77320286275e-05	0.000174753485804
60	9.04199043329e-05	0.000174712178981
61	8.79433953853e-05	0.000174889883033
62	8.35128372518e-05	0.000176133955044
63	9.02413250559e-05	0.000174497571594
64	8.8287607661e-05	0.000176051540678
65	8.79723110566e-05	0.000174746319919
66	9.12044469871e-05	0.000174599239252
67	9.03996013026e-05	0.000175049314646
68	8.73219224128e-05	0.000175421879478
69	8.66569187337e-05	0.000175087251693
70	9.02522148587e-05	0.000174528243313
71	9.00836261963e-05	0.000173914347447
72	8.78888131109e-05	0.000175171080188
73	8.60923530159e-05	0.000175297480353
74	8.73687281483e-05	0.000176019568411
75	8.73391267456e-05	0.00017597535888
76	8.85465079634e-05	0.000174748457083
77	8.7574184984e-05	0.000176728918286
78	9.13167794539e-05	0.000174056132212
79	8.44028216407e-05	0.000175849798064
80	8.6075350868e-05	0.00017730145821
81	9.13561829814e-05	0.000173297196799
82	9.00018871162e-05	0.000173998583023
83	8.73040067951e-05	0.000175181083756
84	8.5052227521e-05	0.000176136386403
85	8.90875828541e-05	0.000174657818933
86	8.76318693743e-05	0.000175126789888
87	8.74157123368e-05	0.000174944767903
88	8.60833977011e-05	0.000175113136307
89	8.91272700384e-05	0.000174816745191
90	8.92466543504e-05	0.00017475606003
91	8.99581432951e-05	0.000174779962009
92	8.88986407472e-05	0.000173566417644
93	8.86028204597e-05	0.000174720109132
94	8.6444441957e-05	0.000177194597349
95	8.66043493923e-05	0.000175575375555
96	8.26527769676e-05	0.000178452503733
97	8.84440334894e-05	0.000174774483491
98	8.75952074419e-05	0.000176664978073
99	8.63008535021e-05	0.000178097244503
