frame	deltaG
1	-33.7149
2	-13.2206
3	-16.5297
4	-19.0936
5	-14.8504
6	-18.1947
7	-19.1737
8	-18.3134
9	-20.1326
10	-15.8928
11	-11.6097
12	-13.0215
13	-27.8488
14	-7.845
15	-7.0821
16	-17.0479
17	-22.6998
18	-18.7788
19	-8.4873
20	-18.2064
21	-17.9639
22	-17.5931
23	-20.3633
24	-24.5073
25	-17.4117
26	-11.2121
27	-28.0485
28	-28.5086
29	-24.3956
30	-34.417
31	-25.7071
32	-34.9237
33	-31.3241
34	-37.461
35	-33.4688
36	-10.2072
37	-34.6881
38	-32.8805
39	-25.2924
40	-26.9905
41	-30.8929
42	-35.7721
43	-33.2854
44	-39.117
45	-28.0055
46	-30.4665
47	-36.5323
48	-39.3759
49	-31.7862
50	-26.943
51	-38.454
52	-32.3471
53	-24.8994
54	-27.6038
55	-30.8871
56	-27.1521
57	-22.0568
58	-30.395
59	-24.9682
60	-24.4248
61	-29.2896
62	-27.1271
63	-26.2962
64	-13.8441
65	-26.7897
66	-30.1921
67	-22.8102
68	-27.1151
69	-17.1325
70	-21.3268
71	-20.2994
72	-21.2706
73	-25.1272
74	-23.7171
75	-34.0575
76	-30.983
77	-26.3871
78	-11.1872
79	-17.3841
80	-7.298
81	-13.2985
82	-19.9027
83	-21.9391
84	-13.2711
85	3.0201
86	-8.9436
87	-13.4758
88	-17.9146
89	-13.4094
90	-22.7453
91	-8.2404
92	-2.0798
93	-12.8218
94	-12.4185
95	-7.5115
96	-17.315
97	-18.2083
98	-16.2008
99	-10.2929
100	-15.8292
101	-1.8569
102	-26.5634
103	-19.1243
104	-11.2933
105	-17.6162
106	-12.0973
107	2.1839
108	-8.1223
109	-0.9066
110	-26.1812
111	-2.8226
112	-28.2825
113	-19.2614
114	-22.8902
115	-27.1054
116	-17.1546
117	-19.7806
118	-13.0103
119	-21.5717
120	-28.1979
121	-26.3711
122	-24.8482
123	-25.5106
124	-13.3254
125	-11.0973
126	-11.3218
127	-14.4602
128	-30.6463
129	-25.0257
130	-16.0091
131	-16.3354
132	-11.8855
133	-13.0006
134	-21.648
135	-16.1261
136	-14.5523
137	-14.9987
138	-30.8871
139	-21.7895
140	-20.7081428571
141	9.01134618493
