0.000000000000000000e+00 0.000000000000000000e+00 1.943226672581432282e-06
1.000000000000000000e+00 4.888821000000000139e-02 1.020844046662302995e+00
2.000000000000000000e+00 9.777642000000000277e-02 8.386136551619144397e-01
3.000000000000000000e+00 1.466646300000000180e-01 9.721084430488126094e-01
4.000000000000000000e+00 1.955528400000000055e-01 9.377392080600848168e-01
5.000000000000000000e+00 2.444410499999999931e-01 9.483274318421208715e-01
6.000000000000000000e+00 2.933292600000000361e-01 1.102195666509475869e+00
7.000000000000000000e+00 3.422174700000000236e-01 9.662959173420212489e-01
8.000000000000000000e+00 3.911056800000000111e-01 8.426171471776262578e-01
9.000000000000000000e+00 4.399938899999999986e-01 9.997158231059559697e-01
1.000000000000000000e+01 4.888820999999999861e-01 9.169424052942098946e-01
1.100000000000000000e+01 5.377703099999999736e-01 1.001998872674239704e+00
1.200000000000000000e+01 5.866585200000000722e-01 1.123521151743141155e+00
1.300000000000000000e+01 6.355467300000000597e-01 1.078033150299627430e+00
1.400000000000000000e+01 6.844349400000000472e-01 9.364785287823971238e-01
1.500000000000000000e+01 7.333231500000000347e-01 1.028046819499220721e+00
1.600000000000000000e+01 7.822113600000000222e-01 1.137160586266205309e+00
1.700000000000000000e+01 8.310995700000000097e-01 1.003426857436672703e+00
1.800000000000000000e+01 8.799877799999999972e-01 1.036813404903500047e+00
1.900000000000000000e+01 9.288759899999999847e-01 1.063075681599881195e+00
2.000000000000000000e+01 9.777641999999999722e-01 1.181807845551525959e+00
2.100000000000000000e+01 1.026652410000000071e+00 1.068986560883231407e+00
2.200000000000000000e+01 1.075540619999999947e+00 1.093207351242067915e+00
2.300000000000000000e+01 1.124428830000000046e+00 1.207233373049681813e+00
2.400000000000000000e+01 1.173317040000000144e+00 1.061657404025381446e+00
2.500000000000000000e+01 1.222205250000000021e+00 8.645361530408879336e-01
2.600000000000000000e+01 1.271093460000000119e+00 8.903145890364049242e-01
2.700000000000000000e+01 1.319981669999999996e+00 1.108092560203511656e+00
2.800000000000000000e+01 1.368869880000000094e+00 1.005326975781653420e+00
2.900000000000000000e+01 1.417758089999999971e+00 9.695098889497258954e-01
3.000000000000000000e+01 1.466646300000000069e+00 1.117168459139331382e+00
3.100000000000000000e+01 1.515534509999999946e+00 1.047765669532607413e+00
3.200000000000000000e+01 1.564422720000000044e+00 1.129067101588226318e+00
3.300000000000000000e+01 1.613310930000000143e+00 1.205300258645660039e+00
3.400000000000000000e+01 1.662199140000000019e+00 1.167800229973847692e+00
