	v_gapd1	v_gapd2	v_gapd3	v_gapd4	v_gapd5	v_gapd6
0	-5.38442988113e-14	-5.38293368213e-14	-5.36307109833e-14	-9.22040221951e-14	-4.71983563344e-14	-4.71957542492e-14
1	-5.34077990166e-16	-5.34294830601e-16	-4.51028103754e-16	2.68882138776e-17	-5.63351448823e-16	-2.53703308362e-16
2	-1.65586023625e-13	-1.6552346516e-13	-2.27678986775e-13	-1.64480842141e-13	-2.2816557671e-13	-8.78724176756e-14
3	-2.70877070774e-15	-2.70269917557e-15	-2.94209101526e-15	-2.86715096109e-14	-2.99196431519e-15	-1.99840144433e-15
4	-5.84345939691e-14	-5.84584464169e-14	-6.23390228327e-14	-5.91679483186e-14	-6.24153506656e-14	-5.68434188608e-14
5	-3.43843876982e-15	-3.45925545153e-15	-8.881784197e-16	-1.03111963412e-14	-8.77770078844e-16	-9.99200722163e-16
6	-1.70882757814e-13	-1.70809926533e-13	-2.07219658099e-13	-1.70457831877e-13	-2.05660575375e-13	-1.7763568394e-13
7	-3.46944695195e-17	-8.10224283498e-16	0.0	1.00891517363e-14	-2.25514051877e-17	-8.69096461464e-16
8	-1.06944956905e-14	-1.21712535883e-14	-1.10328413072e-15	-1.64521174462e-14	-1.15879528195e-15	-1.15879528195e-15
9	-2.15485181781e-16	-2.17274115366e-16	1.09287578987e-15	-2.09901540593e-16	1.0742275125e-15	0.0
10	6.87405319298e-14	6.8751102901e-14	6.57182641639e-14	3.24046345312e-14	6.57182641639e-14	3.23248372514e-14
11	-1.63519371654e-15	-1.63345899307e-15	1.38777878078e-16	-2.65412691824e-15	5.20417042793e-17	0.0
12	-3.27515792264e-15	-4.67139348037e-15	2.6645352591e-15	-3.08433834029e-15	3.20576898361e-15	0.0
13	-5.25122480222e-15	-5.24667115309e-15	-6.64399091299e-15	-5.24276802527e-15	-6.64399091299e-15	-5.21631349226e-15
14	-9.04875133156e-16	-9.15933995316e-16	-1.04083408559e-16	-2.1371793224e-15	-1.14491749414e-16	0.0
15	-1.63016301846e-14	-1.62881860777e-14	-1.48214773787e-14	-1.19002030452e-14	-1.27584574849e-14	-1.24162832793e-14
16	-9.15662944773e-15	-9.08539736499e-15	-3.72115532832e-14	-6.86083134749e-16	-3.63392042152e-14	-1.12214924852e-15
17	-1.30104260698e-17	-3.4911309954e-16	-1.73559083771e-15	1.35308431126e-16	-1.58553725704e-15	0.0
18	-4.51028103754e-17	-4.85722573274e-17	-3.10862446895e-15	-2.78856798763e-15	-2.92647850397e-15	0.0
19	-3.11885933746e-14	-3.08651758665e-14	-3.105155022e-14	-2.40129097162e-14	-3.0002042517e-14	-1.23390880846e-14
20	-1.11455983332e-16	1.11022302463e-16	-4.32986979604e-15	-2.61921560829e-15	-3.77042147504e-15	0.0
21	2.60208521397e-17	2.77555756156e-17	6.10622663544e-16	1.12757025938e-17	6.36101414597e-16	6.34475111339e-16
22	-8.25728374565e-16	-6.71337985203e-16	-1.55431223448e-15	-6.08887940068e-16	-1.50053580672e-15	-8.881784197e-16
23	-1.44129716842e-13	-1.3075391464e-13	-2.00443828202e-13	-1.6364687383e-13	-2.00450767096e-13	-2.11823614205e-13
24	-1.48860958282e-16	-1.4777675611e-16	1.11022302463e-16	-1.94289029309e-16	-5.89805981832e-17	-3.46944695195e-17
25	2.21784396404e-15	2.19789464406e-15	1.73194791842e-14	4.09394740331e-16	1.73220812694e-14	3.91527088528e-15
