	v_gapd1	v_gapd2	v_gapd3	v_gapd4	v_gapd5	v_gapd6
26	6.83914730404e-16	-9.97465998687e-16	2.72004641033e-15	-3.60041857439e-15	2.74639252312e-15	0.0
27	-1.85488560275e-14	-1.85502654904e-14	-9.10382880193e-15	-8.3405504725e-15	-9.15110001665e-15	-7.1054273576e-15
28	-8.69746982768e-15	-8.98933705251e-15	-4.8017145815e-15	-1.32803924108e-14	-4.73926453637e-15	-4.7947756876e-15
29	-7.94503351997e-16	-7.94503351997e-16	-7.77156117238e-16	-2.47371567674e-15	-7.84095011142e-16	-6.07153216592e-17
30	7.09501901675e-16	7.00828284295e-16	2.41473507856e-15	-2.32019264912e-17	7.88214979397e-16	7.91467585914e-16
31	-2.03569799906e-15	-8.06646416329e-17	-5.3290705182e-15	3.94649590785e-16	-5.5094817597e-15	0.0
32	-1.6512399087e-16	-1.60245081093e-16	2.10942374679e-15	-7.6327832943e-17	2.42861286637e-15	-1.5959455979e-16
33	7.74554032024e-16	8.53483950181e-16	-9.70057367766e-15	9.51235618052e-15	-9.34452168422e-15	-4.6772481721e-15
34	1.68892677621e-14	1.66325286877e-14	3.15025783237e-15	1.13659082146e-14	3.13160955501e-15	1.13242748512e-14
35	6.33607749601e-16	6.27319377e-16	8.49147141491e-16	5.84601811404e-16	7.59375201609e-16	2.42861286637e-16
36	-9.24830958343e-14	-4.77701645601e-14	-7.75629560579e-14	-4.56631260581e-14	-7.76986981699e-14	-9.49986617149e-14
37	-4.73926453637e-15	-4.66987559733e-15	-5.37070388162e-15	-1.83880688454e-16	-5.38631639291e-15	-5.38609955247e-15
38	-8.79797536907e-15	-8.62634616516e-15	-1.51267887105e-14	-1.0649467419e-14	-1.18754832357e-14	0.0
39	2.04697370165e-15	2.18661894147e-15	4.4408920985e-16	2.16840434497e-15	1.94289029309e-16	0.0
40	-2.79496478045e-15	-2.78813430676e-15	-1.84010792714e-14	-2.76645026331e-15	-1.84186433466e-14	-2.76341449723e-15
41	3.80316438064e-15	3.79904441239e-15	3.28070903777e-14	6.29281782932e-15	3.2446918416e-14	3.97902197302e-14
42	-3.45378023056e-15	-3.45697862697e-15	-3.32719962692e-15	-5.81696149582e-15	-3.33370483996e-15	-1.57957414509e-15
43	-8.60422844084e-16	-8.64759652774e-16	-1.45439216226e-14	-1.7763568394e-15	-1.45179007704e-14	-8.31583066296e-15
44	1.19687246225e-14	1.17210928463e-14	1.38014599749e-14	4.15683112931e-15	4.42441222548e-15	1.30017524524e-15
45	4.68375338514e-17	3.46944695195e-17	6.93889390391e-17	2.32452945781e-16	4.85722573274e-17	0.0
46	-5.68121938382e-17	-7.04731412116e-17	-2.77555756156e-16	4.5276282723e-16	-2.49800180541e-16	0.0
47	-2.00035300824e-16	-1.99493199737e-16	-4.92661467177e-16	-3.67110855604e-16	-4.36933475512e-16	-3.88578058619e-16
48	-4.4408920985e-16	-7.2858385991e-17	-1.55431223448e-15	-8.32667268469e-16	-1.4343994742e-15	0.0
49	-4.00721122951e-16	-3.9876955904e-16	6.17561557448e-16	-1.38821246165e-15	1.11889664201e-15	0.0
50	5.55111512313e-17	-2.86229373536e-17	-7.59808882478e-16	3.17454396104e-16	-7.77156117238e-16	0.0
51	-2.02962646689e-16	-2.03830008427e-16	-7.4593109467e-17	-2.80331313718e-15	-2.49800180541e-16	-6.93889390391e-17
52	-5.23337883446e-14	-5.76179728928e-14	-7.11167236211e-14	-6.34214902817e-14	-7.12010745502e-14	-5.10780653884e-14
53	-1.97975316696e-16	-2.00143721041e-16	1.12410081243e-15	-2.60208521397e-16	1.11369247158e-15	0.0
54	-6.75197744937e-14	-6.74412782564e-14	-1.80966353014e-14	-6.45733466698e-14	-1.80584713849e-14	-1.80654102788e-14
55	-2.50930027625e-13	-2.5096266211e-13	-2.72282196789e-13	-4.02507888131e-14	-2.73034633097e-13	-6.21782573346e-13
56	6.36404991206e-15	6.35776153945e-15	3.33066907388e-16	7.78457159845e-17	3.91939085354e-15	3.86799967056e-15
57	-2.64545330086e-16	-2.6281060661e-16	-2.4841240176e-15	-8.32667268469e-17	-2.48238929412e-15	-9.71445146547e-16
58	-3.6212352561e-16	-3.67761376907e-16	-8.98586760556e-16	9.90960785652e-17	-1.42117220769e-15	-3.78603398632e-16
59	-3.61492519946e-14	-3.61212795785e-14	-8.66806626476e-14	-2.18349643921e-14	-8.66602796468e-14	-1.41782852819e-13
60	-1.94731383796e-14	-1.94688015709e-14	-4.45303516283e-15	-2.99205105136e-14	-4.45823933326e-15	0.0
61	-9.96555268862e-15	-9.94430232604e-15	-2.0872192863e-14	-9.75955427585e-15	-2.07511959005e-14	-2.0872192863e-14
62	-2.77555756156e-17	-9.58434720477e-17	0.0	-9.36750677027e-17	-4.85722573274e-17	-9.54097911787e-17
63	-2.81198675456e-15	-2.79637424327e-15	-1.08246744901e-15	-4.46170878021e-15	-1.07552855511e-15	-3.30291349826e-15
64	-3.16587034366e-15	-3.34107741473e-15	-1.7763568394e-14	-9.18102399661e-15	-1.77149961367e-14	-1.40512601554e-16
65	-1.22762043586e-14	-1.22696991456e-14	-1.95399252334e-14	-1.0762224445e-14	-1.77300665469e-14	0.0
66	2.94035629178e-16	2.94035629178e-16	4.4408920985e-16	2.92300905702e-16	4.224051664e-16	0.0
67	8.30443298763e-14	8.2921950556e-14	9.49310074994e-14	3.95137481762e-14	9.6441463756e-14	9.12672715181e-14
68	-3.10304299617e-13	-3.11009031029e-13	-2.11830553098e-13	-2.15266606624e-13	-2.11703484604e-13	-2.09943173957e-13
69	-1.21482522392e-13	-4.92857978821e-14	-5.14293468923e-14	-1.3286507311e-13	-9.08093045204e-14	-9.08223149465e-14
70	-3.73616068639e-15	-3.73225755856e-15	-6.38378239159e-16	-3.926112907e-15	-6.33174068732e-16	-6.61363325216e-17
71	-5.3759839462e-14	-5.37405406634e-14	-9.67143032327e-14	-1.92216034756e-14	-9.7305843938e-14	-7.0693451093e-14
72	-4.74880551549e-16	-4.74230030245e-16	4.4408920985e-16	-4.57966997658e-16	-1.10371781159e-16	0.0
73	5.25686265351e-15	5.25057428091e-15	9.10382880193e-15	5.12784259499e-15	9.2859747669e-15	1.42108547152e-14
74	-1.08673378456e-14	-1.08607784224e-14	-5.38154590335e-15	-1.55377013339e-14	-5.38631639291e-15	-5.16427178798e-15
75	-2.37873956643e-15	-2.3722343534e-15	1.17961196366e-16	-2.29222023307e-15	1.20996962449e-16	-1.51788304148e-17
76	-1.53430328338e-14	-1.53299681976e-14	-3.40005801291e-14	-4.93897457654e-15	-2.93610621926e-14	-3.83582055008e-14
77	2.24976287599e-14	2.23605856053e-14	2.47579734491e-14	2.24664037374e-14	2.48915471568e-14	1.03483194236e-13
78	-3.39272880623e-14	-3.46589076883e-14	-7.43849426499e-15	-7.64926316732e-15	-7.48359707536e-15	-7.48359707536e-15
79	1.71846044339e-16	1.70870262384e-16	1.63064006742e-16	4.81385764584e-17	1.52655665886e-16	0.0
80	-2.94035629178e-16	-3.01625044385e-16	-7.77156117238e-16	-6.81746326059e-16	-7.79324521583e-16	-4.33680868994e-17
81	-2.60208521397e-15	-2.59774840528e-15	-4.88498130835e-15	-2.53096155145e-15	-3.35322047906e-15	-1.7763568394e-15
82	-9.33279603772e-14	-9.33413502741e-14	-9.18570774999e-14	-9.02472541142e-14	-9.1853608053e-14	-9.25926002537e-14
83	1.87783816274e-16	1.87350135405e-16	-4.37150315946e-16	6.93889390391e-18	-4.12864187282e-16	0.0
84	-5.60208346725e-14	-5.61878018071e-14	-4.60048665829e-14	-8.35095881335e-14	-6.99933817502e-14	-9.87404602526e-15
85	-3.15416096019e-15	-3.24761918746e-15	-2.00534033823e-15	-2.79012923876e-14	-2.00880978518e-15	-1.99840144433e-15
86	-3.73614442335e-14	-3.74721954854e-14	-3.06699110553e-14	-4.7878367937e-14	-3.06976666309e-14	-3.05172553894e-14
87	-6.94409807434e-15	-7.36498535769e-15	-4.13211131978e-15	-1.77705072879e-14	-4.12864187282e-15	-4.13167763891e-15
88	3.43995665286e-15	3.42456098201e-15	7.03950786551e-15	3.25607596441e-15	7.09762110196e-15	5.66311320754e-15
89	2.82375034813e-14	2.82149520761e-14	5.72458747072e-14	5.10008701937e-14	5.71498143948e-14	2.68734687281e-14
90	-5.83582661362e-15	-5.83138138471e-15	2.39391839685e-16	-5.56586027267e-15	2.33645568171e-16	-3.90529622529e-16
91	0.0	-4.33680868994e-18	-3.67761376907e-16	-1.73472347598e-18	-2.42861286637e-17	-1.38777878078e-17
92	-1.91036422792e-15	-2.66713734431e-15	1.21604115666e-15	-1.73255507163e-15	1.21604115666e-15	-5.98479599212e-16
93	-1.26458088792e-14	-1.26467846612e-14	-1.17822418488e-14	-1.26146922769e-14	-1.18037090518e-14	-1.13919290667e-14
94	-8.15710346491e-15	-8.15645294361e-15	-9.71445146547e-15	-8.40148263459e-15	-8.33881574902e-15	-3.93782229047e-15
95	2.55351295664e-15	3.20229953665e-15	1.80411241502e-16	4.09047795635e-15	8.32667268469e-17	9.02056207508e-17
96	-4.29864477347e-15	-4.28823643261e-15	-8.53761505937e-14	-2.96429547575e-14	-8.5749116141e-14	-2.77555756156e-17
97	-4.64038529824e-17	-4.72712147204e-17	1.11022302463e-16	-6.43582409587e-16	1.00613961607e-16	0.0
98	-6.25955992768e-15	-6.23177724701e-15	-4.33507396647e-15	-1.5401525541e-14	-4.34461494558e-15	0.0
99	-3.93348548178e-16	-3.21791204794e-16	-3.66963404108e-14	5.03069808033e-17	-3.62993055752e-14	-3.94953167393e-15
