	v_gapd1	v_gapd2	v_gapd3	v_gapd4	v_gapd5	v_gapd6
0	-3.74179853768e-15	-9.0552565446e-16	-4.90059381963e-15	-9.55832635263e-16	-4.20670442924e-15	-3.76348258113e-15
1	-5.55111512313e-17	-5.61616725347e-17	0.0	-8.58688120609e-17	-8.67361737988e-17	-7.2858385991e-17
2	-5.33644309297e-16	-2.58690638355e-16	-1.27675647832e-15	3.23092247401e-17	-2.15105711021e-15	-2.22044604925e-16
3	3.77302356025e-17	7.8062556419e-18	3.29597460436e-17	-2.38524477947e-17	6.93889390391e-18	0.0
4	-5.81132364452e-17	-5.6703773621e-17	-8.881784197e-16	-2.98372437868e-16	-1.39905448338e-15	-2.60208521397e-16
5	-4.06792655117e-16	-6.17561557448e-16	-1.4909948276e-15	-1.04603825601e-15	-2.22044604925e-15	-5.1304446802e-16
6	-3.66894015169e-16	-3.67761376907e-16	-1.7763568394e-15	-4.19803081186e-16	-7.89299181569e-16	-3.69496100383e-16
7	-2.42861286637e-17	-2.51534904017e-17	-8.881784197e-16	-1.04083408559e-17	-1.11022302463e-16	0.0
8	1.22644949752e-15	1.22276321013e-15	1.03064258516e-15	1.15792792021e-15	9.99200722163e-16	0.0
9	-6.93889390391e-17	-5.46437894933e-17	-1.11022302463e-16	-7.3725747729e-18	-1.11022302463e-16	-6.76542155631e-17
10	-5.38393114813e-15	-5.37851013727e-15	-6.38378239159e-15	-4.9934015256e-15	-8.54654888527e-15	-8.31279489688e-15
11	-5.38931963293e-14	-5.39425275281e-14	-8.67032140528e-14	-8.29631502386e-14	-7.59639746939e-14	-7.596701046e-14
12	-6.9432307126e-15	-6.93325605261e-15	-1.94375765483e-15	-6.5780714209e-15	-8.32667268469e-16	-4.4408920985e-16
13	8.37004077159e-17	8.23993651089e-17	4.68375338514e-17	-1.71303943253e-17	1.49403059369e-16	1.11022302463e-16
14	-1.01221114823e-14	-1.01316524614e-14	-3.5527136788e-15	-1.11022302463e-15	-3.08086889333e-15	-1.00787433954e-14
15	-1.75093229846e-14	-1.75042272343e-14	-1.42108547152e-14	-1.77132614132e-14	-1.55426886639e-14	-8.881784197e-15
16	-2.42861286637e-17	-2.51534904017e-17	0.0	-1.14925430283e-16	-3.05311331772e-16	-2.77555756156e-16
17	-6.91460777524e-15	-6.91005412612e-15	-1.46662196276e-14	-7.16093850883e-15	-1.487698853e-14	-1.48826263813e-14
18	1.77809156288e-17	1.86482773668e-17	5.55111512313e-17	1.38777878078e-17	5.89805981832e-17	5.03069808033e-17
19	1.52221985017e-16	1.51896724365e-16	0.0	1.80411241502e-16	2.61943244872e-16	1.73472347598e-18
20	-2.10942374679e-15	-2.11289319374e-15	-4.4339532046e-15	-7.77156117238e-16	-4.32986979604e-15	-8.50014503229e-16
21	-3.0184188482e-16	-2.98372437868e-16	-1.7763568394e-15	-9.19403442268e-17	-3.65159291693e-16	-2.77555756156e-16
22	1.20823490102e-15	1.2056328158e-15	7.21644966006e-16	1.14491749414e-15	1.11022302463e-15	8.03176969377e-16
23	-4.77048955894e-16	-1.89084858881e-16	-2.22044604925e-16	-8.54351311919e-17	-1.11022302463e-16	0.0
24	-5.86039463485e-14	-5.86154388915e-14	-7.81597009336e-14	-5.12923037377e-14	-7.76934939994e-14	-4.97379915032e-14
25	7.24680732089e-16	1.53089346755e-16	2.33060098997e-15	5.5798464807e-15	6.41847686111e-16	9.71445146547e-17
26	-9.95080753907e-16	-9.94430232604e-16	-1.7763568394e-15	-4.10435574416e-15	-4.55755225226e-15	-1.92033888791e-15
27	-2.26489833832e-15	-2.0617188512e-15	-3.40959899203e-15	-1.291067947e-15	-8.16924652924e-15	-1.32272665043e-15
28	-6.50651407752e-15	-6.5026109497e-15	-5.3290705182e-15	-3.06699110553e-15	-4.31252256128e-15	-4.31252256128e-15
29	-3.76098891613e-15	-4.12083561718e-15	-2.6953266008e-15	-4.29691004999e-15	-2.45116427156e-15	-2.41321719552e-15
30	-5.11743425413e-17	-5.07406616723e-17	-2.77555756156e-17	-1.90385901488e-16	-1.87350135405e-16	-6.76542155631e-17
31	1.32272665043e-16	1.31188462871e-16	2.31759056391e-15	-2.25730892311e-16	2.89568716227e-15	1.09504419421e-16
32	-1.32966554434e-15	-1.3287981826e-15	0.0	-1.51961776496e-15	-1.66533453694e-16	0.0
33	-3.43106619505e-15	-3.42586202462e-15	-4.46778031238e-15	-5.55545193182e-16	-4.41313652288e-15	-2.77989437025e-15
34	-4.85722573274e-17	-4.42354486374e-17	0.0	-3.20923843056e-17	1.73472347598e-17	0.0
35	-8.28330459779e-17	-1.57859836314e-16	-3.46944695195e-16	-2.2421300927e-16	-3.98986399475e-17	-5.20417042793e-18
36	-6.34908792208e-16	-6.02382727033e-16	-1.7763568394e-15	-5.1304446802e-16	-6.93889390391e-16	-7.77156117238e-16
37	-1.04083408559e-16	-5.16080234103e-17	0.0	-2.46113893154e-16	-1.19479079408e-16	-9.71445146547e-17
38	6.50521303491e-18	9.97465998687e-18	0.0	-3.20923843056e-17	1.21430643318e-17	-2.53703308362e-17
39	-6.30424260972e-15	-6.30176249725e-15	-4.94743135349e-15	-1.38047125814e-14	-5.16405494755e-15	-6.30181670735e-15
40	-2.77555756156e-17	-1.73472347598e-17	-3.5527136788e-15	-2.42861286637e-17	-3.00757682647e-15	-1.79543879764e-16
41	-8.06863256764e-16	-9.26992857475e-16	-7.90600224176e-16	-9.93996551735e-16	-6.08454259199e-16	-2.77555756156e-16
42	-6.49762361971e-16	-1.08637057683e-15	-2.28983498829e-16	-4.40576394811e-15	-2.49583340106e-16	-8.55652354526e-16
43	-2.16840434497e-16	-2.19171469168e-16	-9.88792381307e-17	-3.20923843056e-16	-1.57859836314e-16	-1.29670579829e-16
44	-1.00613961607e-16	-5.11743425413e-17	-2.77555756156e-17	-9.64939933512e-17	-1.94289029309e-16	-3.12250225676e-17
45	-6.24500451352e-17	-6.89552581701e-17	-1.7763568394e-15	-6.76542155631e-17	-7.1123662515e-17	0.0
46	-5.40344678723e-15	-5.3969415742e-15	-1.64694646809e-14	-3.7444006229e-15	-7.64839580558e-15	-1.09807996029e-15
47	-1.35690070291e-14	-1.49984191733e-14	-3.1197266992e-14	-4.84759801744e-14	-3.12111447798e-14	-8.81412998144e-15
48	-2.56739074445e-16	-2.56305393576e-16	-1.37975568471e-15	-1.15792792021e-16	-6.66133814775e-16	-1.47668335893e-16
