	v_gapd1	v_gapd2	v_gapd3	v_gapd4	v_gapd5	v_gapd6
49	1.38777878078e-17	-1.64798730218e-17	-9.85322934355e-16	-6.33174068732e-17	-1.11022302463e-16	0.0
50	3.10081821331e-16	2.19442519711e-16	9.54097911787e-17	2.14238349283e-16	2.11636264069e-16	0.0
51	6.3404143047e-16	6.27969898304e-16	1.35308431126e-15	6.59411761306e-16	8.51315545836e-16	0.0
52	-1.47668335893e-16	-1.47451495458e-16	-5.29090660173e-17	-2.4156024403e-16	-1.65666091956e-16	0.0
53	-2.19529255885e-14	-2.19416498859e-14	-1.57230999054e-14	-1.98729921408e-14	-1.99462842077e-14	-1.99423810798e-14
54	-1.00267016911e-15	-1.11109038636e-15	-3.5527136788e-15	-1.09114106639e-15	-1.64972202565e-15	-1.09461051334e-15
55	-3.85975973405e-17	-3.81639164715e-17	-3.99680288865e-15	1.02348685083e-16	-2.77555756156e-16	0.0
56	-4.33680868994e-16	-4.30211422042e-16	0.0	-5.42643187329e-16	-2.56739074445e-16	-3.9248118644e-16
57	-2.15105711021e-16	-1.99926880606e-16	-6.10622663544e-16	-2.78639958329e-16	-2.12069944938e-16	0.0
58	-5.52943107968e-16	-5.50341022754e-16	0.0	-3.88578058619e-16	-1.52655665886e-16	-2.08166817117e-17
59	1.73472347598e-17	2.03830008427e-17	3.74049749507e-15	-2.55004350969e-16	2.16688646193e-15	2.86229373536e-17
60	-2.35141767169e-15	-2.34751454387e-15	-1.7763568394e-15	-8.07817354675e-15	-1.60982338571e-15	-1.11022302463e-16
61	6.24500451352e-17	6.76542155631e-17	-2.81892564846e-16	6.76542155631e-17	-2.63677968348e-16	0.0
62	-2.03569799906e-15	-2.03580641928e-15	-2.63331023653e-15	-2.14411821631e-15	-1.72951930555e-15	-2.69229083472e-15
63	-8.6215756756e-16	-8.60856524953e-16	-8.881784197e-15	-9.02056207508e-16	-9.68669588985e-15	-9.00321484032e-16
64	-1.14058068545e-15	-1.13797860024e-15	-1.90125692967e-15	-1.39471767469e-15	-1.39124822773e-15	0.0
65	-1.73645819945e-15	-1.69146380929e-15	-7.54951656745e-15	-1.39385031295e-15	-8.83624770576e-15	-1.33747179998e-15
66	-1.96674274089e-16	-1.96023752785e-16	-5.55111512313e-17	-9.92261828259e-16	-1.66533453694e-16	-1.80411241502e-16
67	-1.08246744901e-15	-1.03389519168e-15	-1.27675647832e-15	-1.28369537222e-16	-1.72214673078e-15	-1.35698743908e-15
68	-8.15320033709e-17	-8.10983225019e-17	-1.66533453694e-16	-8.15320033709e-17	-1.38777878078e-16	0.0
69	-6.03900610074e-17	-1.73472347598e-18	0.0	-6.02816407902e-17	4.33680868994e-19	1.38777878078e-17
70	-8.97719398818e-17	-1.08853898118e-16	-1.7763568394e-15	-1.31838984174e-15	-9.99200722163e-16	-1.33226762955e-15
71	-1.53523027624e-16	-4.3975240116e-16	1.11022302463e-16	-5.06539254985e-16	0.0	0.0
72	3.05745012641e-17	1.73472347598e-17	4.97865637605e-16	5.46437894933e-17	1.38777878078e-16	1.06251812904e-16
73	-3.61689844741e-16	-3.56702514748e-16	-2.87964097012e-16	-2.85633062341e-16	-3.76868675156e-16	-3.78169717763e-16
74	-3.12510434197e-15	-3.11946649068e-15	-1.7763568394e-15	-2.92127433354e-15	-1.26287869051e-15	-1.7763568394e-15
75	-2.98806118737e-16	-3.01625044385e-16	-2.68535194081e-15	-2.12416889633e-15	-2.59265265506e-15	-3.81639164715e-17
76	-5.75581249329e-15	-5.75039148243e-15	-1.06581410364e-14	-7.68525867945e-15	-1.09036044083e-14	-5.53203316489e-15
77	-3.64291929955e-16	-3.35668992602e-16	-4.25007251614e-16	-7.77156117238e-16	-3.31765864781e-17	-7.5460471205e-17
78	-1.5456386171e-15	-1.58250149096e-15	-1.7763568394e-15	-3.77475828373e-15	-3.44169137634e-15	-1.36002320517e-15
79	-1.87350135405e-16	-5.50666283405e-16	-8.881784197e-16	-8.26162055434e-16	-2.06432093641e-16	-2.08166817117e-16
80	-8.67361737988e-17	-9.02056207508e-17	-4.4408920985e-16	-1.52655665886e-15	-6.18428919186e-16	-7.4593109467e-17
81	-4.76745379285e-15	-4.76441802677e-15	-1.42108547152e-14	-4.66640615038e-15	-1.49047441056e-14	-5.99520433298e-15
82	-2.25514051877e-17	-2.16840434497e-17	6.62664367823e-16	-2.99239799606e-17	1.73472347598e-17	0.0
83	-3.54750950837e-16	-4.88107818053e-16	-8.881784197e-16	-3.3848791825e-16	-2.53269627493e-16	-2.32019264912e-16
84	-1.2112706671e-15	-1.21083698623e-15	-8.881784197e-16	-1.22124532709e-15	-4.4408920985e-16	-2.91433543964e-16
85	-7.93635990259e-16	-6.11923706151e-16	-7.97972798949e-16	-2.32452945781e-16	-8.32667268469e-16	-5.75928194024e-16
86	-2.49800180541e-16	-2.46330733589e-16	0.0	-3.50847823016e-16	-2.22044604925e-16	0.0
87	-1.52187290547e-14	-1.52018155009e-14	-2.65733615668e-14	-1.88850671212e-14	-3.50275364269e-14	-2.06111169798e-14
88	-1.18785190018e-15	-1.68788594213e-15	-6.01949046164e-16	-5.10702591328e-15	-1.87306767319e-15	-5.9067334357e-16
89	-3.71881345163e-16	-3.71881345163e-16	-4.4408920985e-16	-3.67761376907e-16	-9.55615794829e-16	-3.64291929955e-16
90	-1.00413384205e-15	-1.00483857346e-15	-1.88737914186e-15	-1.90624425966e-15	-1.07910642227e-15	-3.00107161344e-16
91	-3.59855374665e-14	-4.17627087426e-14	-4.62963001269e-14	-4.87457296749e-14	-4.26919242145e-14	-3.40465503013e-14
92	2.08166817117e-17	1.04083408559e-17	-8.32667268469e-17	0.0	0.0	-3.46944695195e-18
93	-1.62261697134e-15	-2.31412111695e-15	-1.7763568394e-15	-2.78076173199e-15	-1.32532873565e-15	-2.08166817117e-16
94	-9.49761103097e-17	-8.15320033709e-17	-6.66133814775e-16	-5.11743425413e-17	-5.55111512313e-17	-5.18248638448e-17
95	-2.62897342784e-15	-2.5834369366e-15	-3.5527136788e-15	-3.25954541136e-15	-4.49640324973e-15	-3.26128013484e-15
96	4.33680868994e-17	3.55618312575e-17	-4.51028103754e-16	-8.45677694539e-18	-5.20417042793e-17	0.0
97	-6.76542155631e-16	-2.15181605173e-15	-6.54836428138e-15	-4.38017677684e-16	-7.50777478381e-15	-6.95971058562e-15
98	-1.65666091956e-16	-1.6393136848e-16	4.16333634234e-17	-1.75640751943e-17	1.2490009027e-16	-2.77555756156e-17
99	-6.24500451352e-17	-6.11490025282e-17	-2.77555756156e-17	-6.59194920871e-17	-4.85722573274e-17	-6.41847686111e-17
