	13dpg	g3p	nad	nadh	pi
0	0.000230411568224	0.00244798376078	0.0238604631682	5.17525849718e-05	0.000116874531889
1	0.000228642517303	0.00244778617489	0.0238578354006	5.12856923366e-05	0.000117070831797
2	0.000229023919894	0.00244785661199	0.0238590533047	5.14180677898e-05	0.000117001044752
3	0.00023068808244	0.00244777224493	0.0238602285295	5.15408892275e-05	0.000117086277616
4	0.000226977293108	0.00244801334189	0.023857714735	5.10958382981e-05	0.000116845030056
5	0.000228696583445	0.00244787718833	0.0238579124603	5.13049885245e-05	0.000116980008675
6	0.00022853402954	0.00244832550541	0.0238581032819	5.14765693332e-05	0.000116532997801
7	0.000230468620198	0.00244782431617	0.0238616030947	5.19049816751e-05	0.00011703268593
8	0.000228498608629	0.00244771572779	0.0238579423746	5.11799679968e-05	0.000117142229468
9	0.000228399251686	0.00244813344392	0.0238576877357	5.11417463377e-05	0.000116724966211
10	0.000228625477636	0.00244803719549	0.0238578033484	5.12635253498e-05	0.000116820930803
11	0.00022880549048	0.00244804121621	0.0238579494937	5.1211202188e-05	0.00011681640801
12	0.00022922393543	0.00244792654029	0.0238588217952	5.14804477298e-05	0.000116932036686
13	0.000228365045998	0.00244827218957	0.0238578889475	5.13064989497e-05	0.000116586310681
14	0.000229035107645	0.00244755188754	0.0238581798602	5.12389456309e-05	0.00011730633319
15	0.000228848345326	0.00244818735887	0.0238582612067	5.13304254904e-05	0.000116671155366
16	0.000229123053289	0.0024476606204	0.023860165701	5.15684837948e-05	0.000117197264271
17	0.00022914264917	0.00244803967817	0.0238587459053	5.12258672771e-05	0.000116818877914
18	0.000229139777928	0.00244791782215	0.0238597128427	5.14165015327e-05	0.000116939959679
19	0.000229326877346	0.00244809073278	0.0238589899161	5.1339105474e-05	0.000116766945911
20	0.000230762109462	0.00244802307659	0.0238613552505	5.16889518154e-05	0.000116834824176
21	0.000228925140885	0.00244806016574	0.023859023556	5.15495280898e-05	0.000116798299375
22	0.000231103054776	0.00244796330851	0.0238611577321	5.17573649251e-05	0.000116895261617
23	0.000228758985936	0.00244779763099	0.0238578372011	5.14182914569e-05	0.000117059965269
24	0.000226810363088	0.00244836348991	0.0238578803707	5.11883036614e-05	0.000116494843924
25	0.000229598484403	0.00244819608771	0.0238586378631	5.15693727528e-05	0.000116662413436
26	0.000228415360049	0.00244803566561	0.0238584279814	5.13436152221e-05	0.000116822333106
27	0.000227916202963	0.00244833543811	0.0238578690142	5.1149512323e-05	0.000116523063254
28	0.000227505155887	0.00244787333301	0.0238573037411	5.11207442094e-05	0.000116984566583
29	0.000228730196986	0.00244812324507	0.0238578541392	5.1138896812e-05	0.000116734375235
30	0.000228864306768	0.00244785207307	0.0238583061156	5.13047547245e-05	0.000117005760427
31	0.000230429325034	0.0024479437203	0.0238605350208	5.17297242727e-05	0.000116914702411
32	0.000232442178638	0.00244770741518	0.0238632999471	5.1895776616e-05	0.00011715119979
33	0.000228111594323	0.00244823012948	0.0238576167106	5.12066492822e-05	0.000116626417609
34	0.000228671296761	0.00244780969333	0.0238578334586	5.12736119628e-05	0.000117047953696
35	0.000228880898376	0.00244763644359	0.0238590757037	5.16564234179e-05	0.000117221428702
36	0.000228822971221	0.00244803953489	0.0238580331004	5.13520538569e-05	0.000116817785813
37	0.000227744332811	0.00244808276935	0.0238575032873	5.11651859062e-05	0.00011677512911
38	0.000229161518407	0.00244795111018	0.023859660871	5.15149559647e-05	0.000116907238505
39	0.000228208453633	0.00244776746653	0.0238582096861	5.12678088317e-05	0.000117091139816
40	0.000229739170133	0.00244817097387	0.0238597434387	5.16826041126e-05	0.000116686946247
41	0.000229776597701	0.00244771831475	0.0238589196969	5.14717514859e-05	0.000117140241438
42	0.000229125732632	0.00244817335331	0.0238609535475	5.16074896521e-05	0.000116685010167
43	0.000228360852416	0.0024478403705	0.023857481534	5.11093815125e-05	0.000117018222069
44	0.000228531645884	0.00244821644331	0.0238598063408	5.13955111034e-05	0.000116641228039
45	0.000229450754259	0.00244778216478	0.0238606528951	5.16109009862e-05	0.000117076312464
46	0.00023099133702	0.00244782078094	0.0238604782325	5.15844262753e-05	0.000117037807605
47	0.000228894364492	0.00244764835344	0.0238579288635	5.16059514344e-05	0.000117210274047
48	0.000227241130159	0.00244832811204	0.0238577981815	5.11213037523e-05	0.00011653038597
49	0.000228756616852	0.00244780473528	0.0238579095346	5.11688000903e-05	0.000117053554547
50	0.000228768785242	0.00244798668124	0.0238583039449	5.1342387525e-05	0.000116871252329
51	0.000228390254921	0.00244798246074	0.0238577022503	5.10779160283e-05	0.000116874441559
52	0.000228770200852	0.00244776416425	0.0238578438977	5.10956356054e-05	0.000117093532823
53	0.000229071226726	0.00244802260809	0.0238584735017	5.14279148501e-05	0.000116834846572
54	0.000229241624906	0.00244810639905	0.023858242929	5.13889534769e-05	0.000116751002869
55	0.000227934261109	0.00244838976766	0.0238579945797	5.12606074802e-05	0.000116468637027
56	0.000230013089626	0.00244760003429	0.0238591507534	5.16637017499e-05	0.000117258600555
57	0.000229040451948	0.00244761111283	0.0238583141309	5.12258415944e-05	0.000117246390757
58	0.000228602786937	0.00244821153505	0.0238589830944	5.14533788909e-05	0.000116646919384
59	0.000229221470304	0.00244779010293	0.0238604204614	5.17457544017e-05	0.000117066883662
60	0.000229079922821	0.0024479597924	0.0238583841762	5.12332451092e-05	0.000116898482271
61	0.000228829457837	0.00244793938325	0.0238611034491	5.16529025577e-05	0.000116918588349
62	0.000228866066578	0.00244822552144	0.0238599110473	5.12928589283e-05	0.000116631120978
63	0.000230575115484	0.00244754039038	0.023860432854	5.16702943702e-05	0.000117318257866
64	0.000228389547295	0.0024481689722	0.0238579132342	5.12319569385e-05	0.000116688572252
65	0.000231607707012	0.00244797204301	0.0238620301247	5.19337470761e-05	0.000116885753147
66	0.000229159719303	0.00244795978177	0.0238584453223	5.12319773014e-05	0.000116898760971
67	0.000228602741308	0.00244802489135	0.0238580289107	5.12145592962e-05	0.000116833560929
68	0.000228807605631	0.0024476208544	0.0238597089224	5.14979460673e-05	0.000117236810489
69	0.000228953093165	0.00244785117461	0.0238579549834	5.14456339006e-05	0.000117006802112
70	0.000228495764857	0.00244806330719	0.0238579338303	5.11343058806e-05	0.000116795118104
71	0.000231346971832	0.00244767912832	0.0238612457083	5.17720264728e-05	0.000117179494349
72	0.000230115626473	0.00244778027181	0.0238615088446	5.18808200082e-05	0.000117078120858
73	0.000228820288877	0.00244819191455	0.0238587998712	5.12740275373e-05	0.00011666661303
74	0.000229086559103	0.0024480477521	0.023858157238	5.11502372433e-05	0.000116809393753
75	0.000228843653425	0.00244806163087	0.0238586534182	5.13870891138e-05	0.000116796843251
76	0.00022881259018	0.00244804354765	0.0238583043944	5.13632667681e-05	0.000116814045087
77	0.000230961131122	0.00244818281019	0.0238605276707	5.16887097833e-05	0.000116675586378
78	0.000229025152534	0.00244831873289	0.0238586132703	5.1389426387e-05	0.000116539766029
79	0.000228921948828	0.00244765036274	0.0238589388913	5.13266395613e-05	0.000117208265239
80	0.000229179815321	0.00244820859889	0.0238592834746	5.14758755123e-05	0.000116648992455
81	0.000227590894513	0.0024481488241	0.0238578250831	5.14942814832e-05	0.000116709086836
82	0.000228516986665	0.00244793531008	0.0238578338392	5.12395184001e-05	0.000116921561266
83	0.000228812970965	0.00244802535048	0.0238578348934	5.11884266092e-05	0.000116832262132
84	0.000229444054606	0.0024482737515	0.023860103841	5.18063139068e-05	0.000116584307127
85	0.000229184723882	0.00244780054157	0.0238608925246	5.14378994182e-05	0.000117058058132
86	0.000228290855496	0.00244809307997	0.0238579272154	5.11249520821e-05	0.000116763648456
87	0.000230579111204	0.00244765353291	0.0238612925369	5.17266184918e-05	0.000117204724152
88	0.000228529887281	0.00244833518599	0.0238579946865	5.12869231954e-05	0.00011652320719
89	0.000229303111883	0.0024478669625	0.0238583172623	5.13690991201e-05	0.000116991213095
90	0.00022887766468	0.00244811645046	0.023858061717	5.13741919563e-05	0.000116741556719
91	0.00022864267763	0.00244801550365	0.0238581577742	5.1282220611e-05	0.000116841921134
92	0.00022876906304	0.00244828962128	0.0238593691544	5.1421320834e-05	0.00011656790949
93	0.000228353129645	0.00244812108571	0.0238579274876	5.11565495224e-05	0.000116737362468
94	0.000228732408655	0.00244778059618	0.0238584527827	5.12698389201e-05	0.00011707677378
95	0.000229114592116	0.00244787856371	0.0238590077067	5.13297236366e-05	0.000116979988613
96	0.000229134491664	0.00244806843095	0.0238589981801	5.15589443401e-05	0.000116789772952
97	0.000228864034346	0.00244812253088	0.0238585736318	5.14658870869e-05	0.000116736002821
98	0.000231204762354	0.0024480797011	0.023862331544	5.18506023057e-05	0.000116778845717
99	0.000228674170323	0.00244805743291	0.0238578484037	5.13285500082e-05	0.000116801032237
