frame	deltaG
1	-13.2471
2	-27.5585
3	-12.5856
4	-16.516
5	-13.1216
6	-8.2767
7	-14.602
8	-16.5557
9	-15.7208
10	-14.7828
11	-6.9555
12	-9.757
13	-20.2661
14	-11.2128
15	-7.4225
16	-19.1203
17	-8.7699
18	-15.6596
19	-11.2077
20	-23.062
21	-17.6472
22	-10.4666
23	-11.3237
24	-6.7204
25	-15.1569
26	-17.098
27	-12.4434
28	-12.2226
29	-12.2855
30	-14.5237
31	-13.6608
32	-16.6709
33	-12.91
34	-17.6533
35	-15.629
36	-11.3393
37	-8.3254
38	-6.1321
39	-17.4572
40	-11.9152
41	-14.266
42	-9.5934
43	-22.2795
44	-18.5951
45	-8.9131
46	-14.1341
47	-13.3516
48	-20.32
49	-11.5096
50	-12.8546
51	-13.5822
52	-12.6923
53	-15.235
54	-12.2451
55	-14.467
56	-4.298
57	-16.7068
58	-12.5718
59	-13.6365
60	-12.4606
61	0.275
62	3.7067
63	19.3268
64	-1.7383
65	-3.6436
66	-12.2465
67	-19.5521
68	7.3769
69	-11.94
70	8.8155
71	0.3432
72	2.6392
73	-12.5044
74	0.1396
75	5.0202
76	-2.9547
77	-5.9698
78	2.7344
79	-0.3816
80	-7.7648
81	-28.6486
82	-12.5442
83	2.7402
84	-27.3812
85	-15.2289
86	-1.341
87	-17.6698
88	-11.2256
89	-14.0149
90	-16.0461
91	5.1728
92	-9.3411
93	9.4154
94	-14.1679
95	-5.9056
96	-14.8455
97	-12.7732
98	-13.488
99	-5.6093
100	-9.246
101	-3.0382
102	-10.603
103	-7.5359
104	-9.1851
105	-15.376
106	-14.7129
107	-12.4206
108	-13.0371
109	-13.7086
110	-5.1424
111	-16.9746
112	-15.7825
113	-10.5002
114	-17.6828
115	-16.7848
116	-9.6009
117	-17.7482
118	-14.1475
119	-3.4967
120	-17.7217
121	-14.0935
122	-12.143
123	-7.1783
124	-11.8123
125	-17.1572
126	-11.1315
127	-19.3893
128	-10.06
129	-9.0573
130	-16.3904
131	-15.6655
132	-11.5118
133	-19.7795
134	-15.962
135	-6.0566
136	-5.7089
137	-15.3464
138	-12.352
139	-7.2573
140	-11.0828264286
141	7.30336881598
