frame	deltaG
1	-45.4877
2	-58.8551
3	-62.9446
4	-55.1889
5	-60.653
6	-53.7028
7	-58.0453
8	-68.4713
9	-57.7249
10	-61.0734
11	-61.3034
12	-45.2383
13	-63.7839
14	-49.4959
15	-70.1682
16	-69.5887
17	-74.8278
18	-72.0176
19	-63.7727
20	-73.4612
21	-68.1514
22	-68.321
23	-53.9969
24	-64.0696
25	-61.3584
26	-67.2161
27	-71.1614
28	-67.7378
29	-64.7033
30	-78.8325
31	-80.963
32	-75.5007
33	-85.896
34	-80.0415
35	-74.511
36	-73.4522
37	-63.5103
38	-57.2782
39	-73.3314
40	-71.4934
41	-73.5502
42	-66.474
43	-68.9073
44	-68.0252
45	-72.3177
46	-69.4372
47	-79.2182
48	-67.4923
49	-76.4851
50	-76.6578
51	-71.1901
52	-77.8328
53	-74.5843
54	-58.2787
55	-68.0484
56	-76.8798
57	-76.433
58	-67.159
59	-60.8627
60	-64.9636
61	-86.6173
62	-57.3062
63	-70.9745
64	-71.1709
65	-59.4084
66	-57.3383
67	-42.1925
68	-64.6644
69	-54.105
70	-59.5711
71	-55.6628
72	-72.11
73	-55.3454
74	-45.1419
75	-54.7098
76	-56.3415
77	-59.0853
78	-64.9541
79	-56.2434
80	-65.341
81	-59.8728
82	-68.7563
83	-66.7245
84	-65.1645
85	-63.6597
86	-56.4689
87	-66.836
88	-66.3031
89	-61.5266
90	-73.2221
91	-71.8804
92	-74.0972
93	-72.4754
94	-76.8736
95	-79.3905
96	-77.6684
97	-82.1676
98	-74.1417
99	-72.3078
100	-76.1615
101	-72.0797
102	-70.2493
103	-73.2146
104	-67.9971
105	-71.3361
106	-79.6857
107	-67.7886
108	-75.5427
109	-74.1031
110	-70.0908
111	-71.6173
112	-61.7637
113	-69.1703
114	-68.3969
115	-58.7253
116	-72.9443
117	-77.9919
118	-79.2606
119	-67.471
120	-67.1858
121	-59.3477
122	-65.2041
123	-64.8824
124	-60.2411
125	-61.629
126	-64.1233
127	-66.1973
128	-67.8787
129	-67.3984
130	-79.585
131	-75.3417
132	-67.8848
133	-76.5207
134	-76.5501
135	-70.9851
136	-82.2501
137	-73.2423
138	-71.8051
139	-84.4903
140	-69.0162
141	-67.6949914286
143	8.5663118178
