frame	deltaG
1	-39.523
2	-55.2415
3	-54.7095
4	-46.5511
5	-24.7678
6	-42.7183
7	-42.6703
8	-43.0303
9	-44.1946
10	-27.0194
11	-22.1059
12	-23.3176
13	-36.5271
14	-47.2682
15	-52.0182
16	-61.6117
17	-69.0004
18	-50.1084
19	-37.1766
20	-63.037
21	-44.7904
22	-54.3829
23	-55.6009
24	-56.6743
25	-42.9148
26	-41.5063
27	-41.6175
28	-59.9319
29	-43.7705
30	-47.9388
31	-51.3553
32	-48.9635
33	-59.4025
34	-59.7643
35	-55.9929
36	-50.4816
37	-42.1723
38	-54.6078
39	-45.5634
40	-45.2782
41	-51.5571
42	-59.171
43	-44.7065
44	-41.2276
45	-47.7464
46	-43.2751
47	-46.7588
48	-36.4678
49	-42.6282
50	-57.703
51	-61.6572
52	-46.3627
53	-38.4183
54	-27.8491
55	-35.8291
56	-28.71
57	-34.3838
58	-16.0128
59	-24.661
60	-23.7808
61	-40.6248
62	-18.7852
63	-32.8836
64	-30.7165
65	-42.4825
66	-55.9858
67	-32.8312
68	-27.4459
69	-24.84
70	-63.9904
71	-69.7608
72	-61.112
73	-65.2372
74	-64.1007
75	-62.2212
76	-76.5994
77	-63.5549
78	-63.1574
79	-63.3319
80	-64.0927
81	-55.2217
82	-41.9712
83	-44.7092
84	-57.127
85	-49.5121
86	-48.9935
87	-49.3088
88	-41.2677
89	-59.6709
90	-54.7538
91	-43.754
92	-66.4437
93	-52.2482
94	-52.5294
95	-60.3287
96	-52.3466
97	-48.9737
98	-58.6248
99	-58.1816
100	-48.2255
101	-36.4118
102	-64.567
103	-71.0085
104	-53.3718
105	-53.8878
106	-43.3801
107	-52.0198
108	-49.5284
109	-62.422
110	-60.0856
111	-64.3276
112	-46.8207
113	-53.0636
114	-52.2512
115	-60.2671
116	-51.3275
117	-56.0476
118	-56.9615
119	-49.0176
120	-53.7444
121	-53.158
122	-57.7015
123	-47.6603
124	-56.9012
125	-62.657
126	-66.3561
127	-63.6817
128	-79.214
129	-60.1017
130	-68.3206
131	-66.1297
132	-83.7797
133	-77.3445
134	-88.8714
135	-77.8079
136	-82.0561
137	-85.9242
138	-80.1432
139	-60.0143
140	-51.6182171429
141	14.0764800464
