frame	deltaG
1	-48.3174
2	-30.8073
3	-37.7778
4	-27.4508
5	-15.7032
6	-41.3828
7	-27.6275
8	-24.3691
9	-53.5179
10	-38.3268
11	-25.376
12	-34.5081
13	-22.6651
14	-31.3985
15	-33.3925
16	-25.9067
17	-27.7997
18	-37.7813
19	-20.7988
20	-35.5958
21	-27.7928
22	-33.606
23	-36.0021
24	-25.3333
25	-23.6035
26	-47.4089
27	-25.0091
28	-29.2129
29	-18.2361
30	-20.8321
31	-41.2682
32	-21.8931
33	-31.3529
34	-42.3053
35	-20.6865
36	-34.0573
37	-9.6269
38	-16.6189
39	-21.8656
40	-36.7971
41	-13.2371
42	-31.3691
43	-16.0207
44	-19.1416
45	-5.0997
46	-5.7408
47	6.9712
48	26.9068
49	-0.8974
50	17.571
51	28.1086
52	-5.4734
53	28.4406
54	23.8825
55	33.9258
56	22.5818
57	-1.3605
58	13.6405
59	6.3695
60	18.0238
61	23.7605
62	11.3754
63	14.0298
64	22.6703
65	14.3076
66	23.0645
67	37.6386
68	12.1284
69	33.4222
70	31.0243
71	15.0956
72	0.6162
73	27.8698
74	24.7738
75	17.3816
76	18.6828
77	-7.5196
78	-3.472
79	-0.8952
80	3.9212
81	2.6027
82	-2.2337
83	-0.877
84	-1.2527
85	0.6472
86	-5.7851
87	-12.3447
88	-0.4797
89	2.4944
90	52.062
91	22.3507
92	25.8062
93	16.3476
94	-9.946
95	17.8531
96	-15.7643
97	8.0295
98	-0.107
99	14.8648
100	-10.5517
101	-6.1634
102	27.161
103	23.4733
104	22.0727
105	5.2795
106	19.8179
107	10.2323
108	5.5273
109	1.3355
110	22.6153
111	-12.551
112	-0.915
113	-3.1719
114	-12.8273
115	9.298
116	16.1038
117	6.8228
118	0.0558
119	22.139
120	14.4367
121	22.1603
122	31.4547
123	16.3953
124	19.0273
125	10.9147
126	-13.2203
127	4.6426
128	8.3559
129	22.168
130	11.2903
131	18.5786
132	21.3825
133	-5.7804
134	3.7177
135	-0.3116
136	11.9126
137	14.9968
138	7.4299
139	2.318
140	13.5283
141	10.2938
142	-2.5123
143	33.8742
144	13.7821
145	11.8864
146	11.6634
147	-2.3259
148	31.3735
149	-6.3921
150	6.9337
151	9.1989
152	2.2846
153	6.6145
154	-0.8115
155	16.8757
156	-1.2089
157	7.1096
158	20.6148
159	15.9881
160	-6.7466
161	0.0915
162	6.5599
163	12.2437
164	15.5746
165	5.2797
166	-2.6323
167	18.586
168	4.0433
169	-0.6302
170	4.0632
171	16.158
172	8.542
173	2.5346
174	12.4236
175	10.6355
176	5.1366
177	-7.4295
178	8.9517
179	11.9891
180	16.6678
181	6.8118
182	-0.6944
183	-4.1738
184	12.2267
185	6.7592
186	9.4787
187	9.6144
188	25.9636
189	-3.0909
190	14.4554
191	16.4187
192	13.7802
193	3.8402
194	-0.0472
195	9.6246
196	13.2378
197	16.6254
198	16.9757
199	1.3552
200	16.0604
201	18.8458
202	17.454
203	5.851
204	10.9734
205	4.9953
206	28.4866
207	0.3978
208	2.9077
209	31.5216
210	1.89158
211	19.6814083821
