,0
"(1, 7, 2, 4, 5, 7, 9, 7, 9, 6, 9, 3)",1
"(-1, 6, 1, 3, 6, 6, 6, 6, 9, 6, 9, 5)",1
"(-1, 6, 2, 3, 4, 6, 6, 4, 9, 6, 9, 4)",1
"(-1, 6, 1, 3, 6, 7, 6, 5, 9, 6, 9, 4)",1
"(1, 7, 9, 9, 9, 9, 7, 7, 9, 9, 9, 3)",1
"(-1, 6, -1, 3, 7, 8, 6, 5, 9, 5, 9, 3)",1
"(-1, 6, 2, 3, 7, 7, 9, 9, 8, 6, 9, 3)",1
"(1, 7, 4, 5, 2, 7, 9, 5, 9, 8, 9, 3)",1
"(1, 7, 9, 8, 9, 9, 9, 9, 9, 9, 9, 3)",1
"(-1, 6, 1, 3, 5, 6, 7, 5, 9, 5, 9, 5)",1
"(-1, 6, -1, 3, 5, 6, 6, 5, 9, 6, 9, 3)",1
"(-1, 6, 1, 3, 8, 7, 6, 7, 9, 5, 9, 5)",1
"(-1, 7, 2, 4, 5, 6, 9, 7, 8, 6, 9, 3)",1
"(-1, 7, 1, 3, 9, 6, 6, 9, 9, 7, 9, 3)",1
"(1, 7, 2, 4, 4, 7, 7, 5, 9, 6, 9, 3)",1
"(-1, 7, 4, 3, 9, 7, 8, 9, 9, 9, 9, 3)",1
"(1, 7, 3, 6, 5, 7, 7, 4, 9, 6, 9, 3)",1
"(-1, 6, 1, 3, 6, 7, 6, 5, 9, 5, 9, 4)",1
"(1, 7, 7, 7, 7, 7, 9, 9, 9, 9, 9, 3)",1
"(-1, 6, 1, 3, 3, 6, 9, 7, 9, 6, 9, 4)",1
"(1, 7, 8, 7, 7, 9, 9, 6, 9, 9, 9, 3)",1
"(-1, 7, 2, 3, 2, 6, 9, 6, 9, 7, 9, 3)",1
"(1, 7, 2, 5, 7, 8, 9, 8, 9, 6, 9, 3)",1
"(1, 7, 9, 9, 3, 7, 9, 5, 9, 8, 9, 3)",1
"(-1, 6, 1, 3, 7, 7, 6, 6, 8, 5, 9, 4)",1
"(-1, 6, 1, 3, 9, 9, 9, 9, 9, 5, 9, 4)",1
"(1, 7, 9, 9, 2, 7, 9, 4, 9, 9, 9, 3)",1
"(-1, 6, 2, 3, 5, 6, 7, 6, 9, 6, 8, 4)",1
"(-1, 7, 2, 4, 9, 9, 7, 7, 9, 6, 8, 3)",1
"(1, 7, 8, 9, 3, 7, 7, 3, 9, 7, 9, 4)",1
