,0
"(1, 7, 7, 7, 9, 9, 9, 9, 8, 8, 9, 3)",1
"(1, 7, 9, 8, 9, 9, 4, 9, 8, 3, 9, 3)",1
"(1, 7, 5, 6, 5, 8, 4, 4, 9, 5, 9, 3)",1
"(1, 7, 9, 8, 4, 8, 9, 9, 9, 6, 9, 3)",1
"(1, 7, 4, 6, 7, 9, 9, 9, 9, 4, 9, 3)",1
"(1, 7, 4, 6, 4, 6, 8, 9, 9, 4, 9, 3)",1
"(1, 7, 4, 6, 9, 7, 7, 9, 9, 7, 9, 3)",1
"(1, 7, 4, 6, 3, 7, 4, 4, 9, 4, 9, 3)",1
"(1, 7, 4, 6, 7, 9, 6, 6, 9, 5, 8, 3)",1
"(1, 7, 5, 6, 9, 8, 5, 7, 8, 5, 9, 3)",1
"(1, 7, 3, 6, 4, 7, 5, 4, 9, 4, 9, 3)",1
"(1, 7, 9, 8, 2, 9, 9, 9, 9, 4, 9, 3)",1
"(1, 7, 5, 6, 3, 7, 9, 6, 9, 7, 9, 3)",1
"(1, 7, 9, 8, 9, 8, 3, 9, 9, 4, 9, 3)",1
"(1, 7, 9, 8, 4, 9, 9, 9, 9, 3, 9, 5)",1
"(1, 7, 5, 6, 8, 9, 9, 5, 9, 9, 9, 3)",1
"(1, 7, 9, 8, 2, 8, 6, 4, 9, 5, 9, 3)",1
"(1, 7, 9, 9, 5, 9, 9, 3, 9, 9, 9, 4)",1
"(1, 7, 7, 7, 2, 7, 6, 4, 9, 5, 9, 3)",1
"(1, 7, 6, 6, 3, 7, 4, 4, 9, 3, 9, 3)",1
"(1, 7, 6, 7, 7, 8, 8, 6, 9, 9, 9, 3)",1
"(1, 7, 9, 8, 3, 9, 9, 9, 9, 5, 9, 3)",1
"(1, 7, 9, 8, 9, 9, 5, 9, 9, 4, 8, 3)",1
"(1, 7, 9, 8, 4, 9, 8, 4, 9, 9, 9, 3)",1
"(1, 7, 9, 8, 2, 9, 9, 4, 9, 9, 9, 3)",1
"(1, 7, 9, 8, 2, 8, 9, 3, 9, 9, 9, 4)",1
"(1, 7, 4, 6, 9, 9, 9, 7, 9, 9, 9, 3)",1
"(1, 7, 9, 8, 9, 9, 8, 9, 9, 9, 9, 3)",1
"(1, 7, 3, 6, 6, 9, 9, 8, 9, 4, 9, 3)",1
"(1, 7, 9, 8, 5, 9, 9, 4, 9, 9, 9, 3)",1
