,patterns,count
81,"(-2, 1, 3, 3, 3, 3, 3, 3, 2, 3, 3, 1)",1
82,"(-2, 1, 2, 2, 2, 2, 2, 2, 3, 2, 3, 2)",2
83,"(-1, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 1)",1
84,"(-2, 1, 3, 2, 3, 3, 3, 3, 3, 2, 2, 1)",1
85,"(1, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 1)",1
86,"(-2, 1, 1, 2, 3, 2, 2, 3, 3, 2, 3, 2)",1
87,"(1, 3, 1, 2, 3, 3, 3, 2, 3, 2, 3, 1)",1
88,"(-1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1)",1
89,"(-2, 1, -1, 2, 2, 2, 2, 2, 3, 2, 3, 2)",1
90,"(-2, 1, 2, 2, 2, 2, 3, 3, 3, 2, 3, 2)",1
91,"(-2, 1, 2, 2, 1, 2, 3, 2, 3, 3, 3, 2)",2
92,"(-1, 2, 1, 2, 2, 3, 3, 3, 3, 2, 3, 1)",1
93,"(-2, 1, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3)",1
94,"(-1, 2, 1, 2, 2, 3, 3, 2, 3, 2, 3, 1)",1
95,"(1, 3, 2, 2, 1, 3, 3, 2, 3, 3, 3, 1)",1
96,"(-2, 1, 2, 2, 1, 2, 3, 3, 3, 3, 3, 2)",1
97,"(-2, 1, 1, 2, 2, 2, 2, 2, 3, 2, 3, 1)",2
98,"(1, 3, 1, 2, 2, 3, 3, 2, 3, 2, 3, 1)",4
99,"(-2, 1, 3, 3, 3, 3, 3, 2, 3, 3, 3, 2)",3
100,"(-1, 3, 3, 3, 2, 3, 3, 2, 3, 3, 3, 1)",1
101,"(-1, 2, 3, 3, 2, 3, 3, 2, 3, 3, 3, 1)",2
102,"(-2, 1, 3, 2, 2, 3, 3, 3, 3, 3, 3, 1)",1
103,"(-2, 1, -1, 2, 2, 2, 3, 3, 3, 2, 3, 2)",1
104,"(-2, 1, 3, 3, 2, 3, 3, 2, 3, 3, 3, 2)",5
105,"(1, 3, 3, 3, 2, 3, 3, 2, 3, 3, 3, 1)",4
106,"(-2, 1, 2, 2, 1, 2, 2, 2, 3, 3, 3, 2)",1
107,"(-2, 1, 3, 3, 2, 3, 3, 2, 3, 3, 3, 3)",1
108,"(-2, 1, 3, 2, 3, 3, 3, 3, 3, 3, 3, 1)",1
109,"(1, 3, 2, 2, 2, 3, 3, 1, 3, 3, 3, 1)",1
110,"(-2, 1, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3)",1
111,"(-1, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1)",2
112,"(-2, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2)",5
113,"(1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1)",14
114,"(-2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1)",1
115,"(1, 3, 2, 2, 3, 3, 3, 3, 3, 2, 3, 1)",3
116,"(-2, 1, 3, 3, 2, 3, 3, 2, 2, 3, 3, 1)",1
117,"(-2, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",3
118,"(1, 3, 2, 2, 3, 3, 3, 2, 3, 2, 3, 1)",2
119,"(-2, 2, 2, 2, 1, 2, 3, 2, 3, 3, 3, 1)",1
120,"(-2, 1, -1, 2, 3, 3, 2, 2, 3, 2, 3, 2)",2
121,"(-2, 1, 2, 2, 3, 3, 3, 3, 2, 2, 3, 2)",1
122,"(-2, 1, 2, 2, 2, 2, 3, 2, 3, 2, 3, 2)",1
123,"(1, 3, 2, 2, 1, 2, 3, 2, 3, 3, 3, 1)",1
124,"(-2, 1, 1, 2, 1, 2, 3, 2, 3, 2, 3, 2)",1
125,"(1, 3, 3, 3, 1, 3, 3, 2, 3, 3, 3, 1)",3
126,"(-2, 1, 1, 2, 3, 3, 2, 2, 3, 2, 3, 2)",1
127,"(-2, 1, 1, 2, 1, 2, 2, 2, 3, 2, 3, 2)",4
128,"(-1, 2, 1, 2, 3, 3, 2, 2, 3, 2, 3, 1)",1
129,"(1, 3, 2, 2, 2, 3, 3, 2, 3, 3, 3, 1)",2
130,"(-2, 1, 3, 3, 3, 3, 3, 3, 2, 3, 3, 2)",1
131,"(-2, 1, 1, 2, 3, 2, 2, 3, 3, 2, 2, 1)",1
132,"(-2, 1, 2, 2, 3, 3, 2, 2, 3, 3, 3, 2)",1
133,"(1, 3, 3, 3, 1, 3, 3, 1, 3, 3, 3, 2)",2
134,"(1, 3, 1, 2, 3, 3, 3, 3, 3, 2, 3, 1)",2
135,"(-2, 1, 1, 2, 2, 2, 3, 3, 2, 2, 3, 1)",1
136,"(-2, 1, 3, 2, 1, 2, 3, 2, 3, 3, 3, 2)",1
137,"(1, 3, 2, 2, 3, 3, 2, 2, 3, 3, 3, 1)",1
138,"(-2, 2, -1, 2, 3, 2, 2, 3, 3, 2, 3, 1)",1
139,"(-2, 1, 2, 2, 3, 2, 3, 3, 3, 2, 2, 2)",1
140,"(-2, 1, 2, 2, 2, 2, 2, 2, 3, 2, 3, 2)",1
141,"(-1, 3, 3, 3, 1, 3, 3, 2, 3, 3, 3, 1)",1
142,"(-1, 2, 1, 2, 3, 3, 3, 3, 3, 2, 3, 1)",1
143,"(-2, 1, 3, 3, 1, 3, 3, 2, 3, 3, 3, 2)",1
144,"(-2, 1, -1, 2, 3, 2, 2, 3, 3, 2, 3, 1)",1
145,"(-2, 1, 2, 2, 3, 3, 3, 3, 2, 2, 3, 1)",1
146,"(1, 3, 2, 2, 2, 3, 2, 1, 3, 3, 3, 1)",1
147,"(1, 3, 1, 2, 3, 3, 3, 2, 3, 2, 3, 1)",2
148,"(1, 3, 2, 2, 2, 3, 3, 1, 3, 3, 3, 2)",2
149,"(-2, 1, 1, 2, 3, 3, 2, 2, 3, 2, 3, 1)",1
150,"(-2, 1, 2, 2, 2, 2, 3, 3, 3, 2, 3, 2)",2
151,"(-2, 1, 2, 2, 1, 2, 3, 2, 3, 3, 3, 2)",1
152,"(-1, 2, 1, 2, 2, 3, 3, 3, 3, 2, 3, 1)",1
153,"(-1, 2, 3, 3, 2, 3, 3, 1, 3, 3, 3, 1)",1
154,"(-2, 1, 1, 2, 2, 2, 3, 3, 3, 2, 3, 2)",1
155,"(1, 3, 2, 2, 1, 3, 3, 2, 3, 3, 3, 1)",1
156,"(-2, 1, 3, 2, 1, 3, 3, 2, 3, 3, 3, 2)",1
157,"(1, 3, 2, 2, 3, 3, 3, 2, 3, 3, 3, 1)",1
158,"(-2, 2, 1, 2, 1, 2, 3, 3, 3, 2, 3, 1)",1
159,"(1, 3, 1, 2, 2, 3, 3, 2, 3, 2, 3, 1)",1
160,"(-2, 1, 1, 2, 2, 2, 2, 2, 3, 2, 3, 1)",2
161,"(-2, 1, 3, 3, 2, 3, 3, 2, 3, 3, 3, 2)",4
162,"(-2, 1, 2, 2, 2, 2, 2, 3, 3, 3, 3, 2)",1
163,"(-2, 1, -1, 2, 3, 3, 2, 2, 3, 2, 3, 1)",1
164,"(-2, 1, 3, 2, 2, 2, 3, 3, 3, 3, 3, 2)",1
165,"(-2, 1, 3, 3, 2, 3, 3, 3, 3, 3, 3, 2)",3
166,"(-2, 2, 1, 2, 2, 2, 2, 1, 3, 2, 3, 2)",1
167,"(1, 3, 2, 3, 2, 3, 3, 1, 3, 3, 3, 2)",1
168,"(1, 3, 3, 3, 2, 3, 3, 2, 3, 3, 3, 1)",4
169,"(-2, 1, -1, 2, 3, 2, 2, 3, 3, 2, 3, 2)",1
170,"(-2, 1, 1, 2, 2, 2, 2, 2, 3, 2, 3, 2)",3
171,"(-2, 1, 1, 2, 2, 2, 3, 2, 3, 2, 3, 2)",1
172,"(-2, 2, 3, 3, 2, 3, 3, 3, 3, 3, 3, 1)",1
173,"(-2, 1, 1, 2, 1, 2, 2, 1, 3, 2, 3, 2)",1
174,"(-1, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1)",3
175,"(-2, 2, 1, 2, 3, 2, 2, 3, 3, 2, 3, 1)",2
176,"(-2, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2)",6
177,"(-1, 2, 2, 2, 3, 3, 3, 3, 3, 2, 3, 1)",1
178,"(1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1)",8
179,"(-2, 2, 3, 3, 2, 3, 3, 1, 3, 3, 3, 2)",1
180,"(-2, 1, 3, 3, 3, 3, 3, 2, 3, 3, 3, 2)",1
181,"(1, 3, 2, 2, 3, 3, 3, 2, 3, 2, 3, 1)",1
182,"(-2, 1, -1, 2, 3, 3, 2, 2, 3, 2, 3, 2)",1
183,"(-1, 2, 3, 3, 2, 3, 3, 2, 3, 3, 3, 2)",1
184,"(-2, 1, 2, 2, -1, 2, 3, 2, 3, 3, 3, 1)",1
185,"(-2, 1, 3, 2, 3, 3, 3, 2, 3, 3, 3, 2)",1
186,"(-1, 2, 2, 2, 3, 3, 2, 2, 3, 2, 3, 1)",1
187,"(-2, 1, 1, 2, 1, 2, 3, 2, 3, 2, 3, 2)",1
188,"(-2, 1, 1, 2, 3, 3, 2, 2, 3, 2, 3, 2)",2
189,"(-2, 1, 3, 2, 3, 3, 3, 3, 3, 3, 3, 2)",2
190,"(-1, 2, 1, 2, 3, 3, 2, 2, 3, 2, 3, 1)",1
191,"(-2, 2, 3, 3, 2, 3, 3, 2, 3, 3, 3, 1)",1
192,"(-2, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",1
193,"(1, 3, 2, 2, 2, 3, 3, 2, 3, 3, 3, 1)",5
194,"(1, 3, 3, 3, 1, 3, 3, 2, 3, 3, 3, 2)",1
195,"(1, 3, 3, 3, 1, 3, 3, 1, 3, 3, 3, 2)",2
196,"(1, 3, 1, 2, 3, 3, 3, 3, 3, 2, 3, 1)",2
197,"(-2, 1, 2, 2, 1, 2, 3, 2, 3, 3, 3, 2)",2
198,"(1, 3, 3, 3, 2, 3, 3, 2, 3, 3, 3, 1)",2
199,"(-1, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 1)",1
200,"(-1, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1)",1
201,"(1, 3, 3, 3, 1, 3, 3, 1, 3, 3, 3, 1)",1
202,"(-2, 1, 3, 2, 2, 3, 3, 2, 3, 3, 3, 2)",2
203,"(-2, 2, 2, 2, 3, 2, 2, 3, 3, 2, 3, 1)",1
204,"(1, 3, 2, 2, 3, 3, 3, 3, 3, 3, 3, 1)",1
205,"(-2, 1, -1, 2, 3, 2, 2, 3, 3, 2, 3, 1)",1
206,"(-2, 1, 3, 2, 3, 3, 3, 3, 3, 2, 3, 3)",1
207,"(-2, 1, 1, 2, 2, 2, 3, 3, 3, 2, 3, 1)",1
208,"(-2, 1, 2, 2, 2, 2, 3, 3, 3, 2, 3, 2)",2
209,"(-2, 1, 2, 2, 3, 3, 2, 2, 3, 2, 3, 1)",1
210,"(-2, 1, 3, 3, 3, 3, 3, 3, 2, 3, 3, 2)",1
211,"(-2, 1, 1, 2, 2, 2, 3, 3, 3, 2, 3, 2)",2
212,"(1, 3, 2, 2, 1, 3, 3, 2, 3, 3, 3, 1)",2
213,"(-2, 1, 3, 2, 1, 3, 3, 2, 3, 3, 3, 2)",2
214,"(1, 3, 2, 2, 3, 3, 3, 2, 3, 3, 3, 1)",1
215,"(-2, 1, 1, 2, 2, 2, 2, 3, 3, 2, 3, 1)",1
216,"(1, 3, 1, 2, 2, 3, 3, 2, 3, 2, 3, 1)",1
217,"(-2, 1, 1, 2, 2, 2, 2, 2, 3, 2, 3, 1)",1
218,"(-2, 1, 3, 3, 2, 3, 3, 2, 3, 3, 3, 2)",4
219,"(-2, 1, 3, 3, 2, 3, 3, 3, 3, 3, 3, 2)",1
220,"(-1, 2, 3, 3, 2, 3, 3, 2, 3, 3, 3, 1)",3
221,"(-1, 3, 2, 2, 2, 3, 3, 3, 3, 2, 3, 1)",1
222,"(-2, 1, -1, 2, 2, 2, 3, 3, 3, 2, 3, 2)",2
223,"(-2, 1, 3, 2, 2, 2, 3, 3, 3, 3, 3, 2)",1
224,"(-2, 1, 2, 2, 2, 3, 2, 2, 3, 2, 3, 2)",1
225,"(-2, 1, -1, 2, 3, 2, 2, 3, 3, 2, 3, 2)",1
226,"(-2, 1, 1, 2, 2, 2, 2, 2, 3, 2, 3, 2)",4
227,"(-2, 1, 1, 2, 3, 2, 2, 2, 3, 2, 3, 1)",1
228,"(1, 3, 2, 2, 2, 3, 3, 2, 3, 2, 3, 1)",2
229,"(-2, 1, -1, 2, 3, 3, 2, 3, 3, 2, 3, 2)",1
230,"(-2, 1, 2, 2, 3, 3, 3, 3, 3, 2, 2, 2)",1
231,"(-2, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2)",6
232,"(-2, 1, 1, 2, 2, 3, 2, 2, 3, 2, 3, 1)",1
233,"(1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1)",14
234,"(-2, 1, 1, 2, 3, 3, 3, 3, 3, 2, 3, 2)",1
235,"(-1, 2, 2, 2, 2, 3, 3, 2, 3, 2, 3, 2)",1
236,"(1, 3, 2, 2, 3, 3, 3, 3, 3, 2, 3, 1)",1
237,"(-2, 2, -1, 2, 3, 3, 2, 2, 3, 2, 3, 1)",1
238,"(-2, 1, -1, 2, 3, 3, 2, 2, 3, 2, 3, 2)",2
239,"(-2, 2, 1, 2, 2, 2, 2, 2, 3, 2, 3, 1)",3
240,"(1, 3, 3, 3, 2, 3, 3, 2, 3, 3, 3, 2)",1
241,"(-2, 1, 1, 2, 3, 2, 2, 3, 3, 2, 3, 2)",2
242,"(1, 3, 3, 3, 1, 3, 3, 2, 3, 3, 3, 1)",3
243,"(-2, 1, 1, 2, 3, 3, 2, 2, 3, 2, 3, 2)",1
244,"(-2, 1, 1, 2, 1, 2, 2, 2, 3, 2, 3, 2)",1
245,"(-1, 2, 3, 3, 2, 3, 3, 2, 3, 3, 3, 1)",1
246,"(-2, 2, 3, 3, 1, 2, 3, 2, 3, 3, 3, 1)",1
247,"(1, 3, 2, 2, 2, 3, 3, 2, 3, 3, 3, 1)",3
248,"(-2, 2, 1, 2, 2, 2, 3, 3, 3, 2, 3, 1)",1
249,"(1, 3, 3, 3, 1, 3, 3, 1, 3, 3, 3, 2)",3
250,"(1, 3, 2, 3, 1, 3, 3, 2, 3, 3, 3, 1)",1
251,"(1, 3, 2, 2, 3, 2, 3, 3, 3, 3, 3, 1)",1
252,"(-2, 1, -1, 2, 2, 2, 2, 2, 3, 2, 3, 1)",2
253,"(-2, 1, 1, 2, 3, 3, 3, 3, 3, 2, 3, 1)",2
254,"(-2, 1, 3, 2, 3, 3, 3, 3, 3, 3, 3, 2)",1
255,"(-2, 1, 3, 3, 1, 3, 3, 1, 3, 3, 3, 2)",1
256,"(-2, 1, -1, 2, 3, 2, 3, 3, 3, 2, 3, 2)",1
257,"(-2, 1, -1, 2, 2, 2, 3, 3, 3, 2, 3, 1)",1
258,"(-2, 1, 3, 3, 1, 3, 3, 2, 3, 3, 3, 2)",1
259,"(-2, 1, -1, 2, 3, 2, 2, 3, 3, 2, 3, 1)",1
260,"(1, 3, 1, 2, 2, 3, 3, 3, 3, 2, 3, 1)",1
261,"(1, 3, 1, 2, 3, 3, 3, 2, 3, 2, 3, 1)",2
262,"(-2, 1, 1, 2, 3, 3, 2, 2, 3, 2, 3, 1)",2
263,"(-2, 1, 2, 2, 1, 2, 3, 2, 3, 3, 3, 2)",1
264,"(1, 3, 2, 2, 3, 3, 3, 2, 3, 3, 3, 1)",1
265,"(-2, 1, 3, 3, 1, 3, 3, 2, 3, 3, 3, 1)",1
266,"(-1, 3, 3, 3, 1, 3, 3, 1, 3, 3, 3, 2)",1
267,"(1, 3, 2, 2, 2, 3, 3, 2, 3, 3, 3, 2)",1
268,"(-2, 1, 1, 2, 2, 2, 3, 3, 3, 2, 3, 2)",1
269,"(1, 3, 2, 2, 1, 3, 3, 2, 3, 3, 3, 1)",1
270,"(-2, 1, 2, 2, 3, 2, 2, 3, 3, 2, 3, 2)",1
271,"(1, 3, 1, 2, 3, 3, 3, 3, 3, 2, 3, 1)",4
272,"(1, 3, 1, 2, 2, 3, 3, 2, 3, 2, 3, 1)",2
273,"(-2, 1, 3, 3, 2, 3, 3, 2, 3, 3, 3, 2)",3
274,"(-2, 1, 3, 3, 3, 3, 3, 2, 3, 3, 3, 2)",2
275,"(-2, 1, 3, 3, 2, 3, 3, 3, 3, 3, 3, 2)",3
276,"(-2, 1, 3, 2, 2, 2, 3, 2, 3, 3, 3, 2)",1
277,"(-1, 2, 1, 2, 3, 2, 3, 3, 3, 2, 3, 1)",1
278,"(-1, 2, 2, 2, 2, 3, 3, 2, 3, 2, 3, 1)",1
279,"(1, 3, 3, 3, 2, 3, 3, 2, 3, 3, 3, 1)",6
280,"(-2, 1, -1, 2, 3, 2, 2, 3, 3, 2, 3, 2)",1
281,"(-2, 1, 1, 2, 2, 2, 2, 2, 3, 2, 3, 2)",1
282,"(-2, 1, 3, 3, 2, 3, 3, 2, 3, 3, 3, 3)",1
283,"(1, 3, 2, 2, 2, 3, 3, 3, 3, 2, 3, 1)",1
284,"(1, 3, 2, 2, 2, 3, 3, 2, 3, 2, 3, 1)",1
285,"(-1, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1)",2
286,"(-2, 1, 2, 2, 3, 3, 2, 2, 2, 2, 3, 2)",1
287,"(-2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 2, 1)",1
288,"(-2, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2)",2
289,"(-1, 2, 2, 2, 3, 3, 3, 3, 3, 2, 3, 1)",1
290,"(1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1)",6
291,"(-2, 1, 3, 2, 3, 3, 3, 2, 2, 2, 3, 1)",1
292,"(-2, 1, 1, 2, 3, 3, 3, 3, 3, 2, 3, 2)",1
293,"(1, 3, 3, 3, 1, 3, 3, 1, 3, 3, 3, 1)",3
294,"(1, 3, 2, 2, 3, 3, 3, 3, 3, 2, 3, 1)",2
295,"(-2, 1, 1, 2, 1, 2, 3, 2, 3, 2, 3, 1)",1
296,"(1, 3, 3, 3, 2, 3, 3, 1, 3, 3, 3, 2)",1
297,"(-2, 1, 3, 2, 2, 3, 3, 2, 3, 3, 3, 2)",2
298,"(-1, 2, 2, 2, 1, 2, 3, 2, 3, 3, 3, 1)",1
299,"(-2, 1, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2)",2
300,"(-2, 1, 1, 2, 3, 3, 2, 2, 3, 2, 3, 2)",2
301,"(-2, 2, 1, 2, 3, 3, 2, 2, 3, 2, 3, 1)",1
302,"(-1, 2, 1, 2, 3, 3, 2, 3, 3, 2, 3, 1)",1
303,"(-2, 2, 3, 3, 2, 3, 3, 2, 3, 3, 3, 1)",1
304,"(1, 3, 2, 2, 2, 3, 3, 2, 3, 3, 3, 1)",1
305,"(-1, 2, 1, 2, 2, 2, 3, 3, 3, 2, 3, 1)",1
306,"(-2, 1, -1, 2, 3, 2, 3, 3, 3, 2, 3, 1)",1
307,"(1, 3, 1, 2, 3, 3, 3, 3, 3, 2, 3, 1)",3
308,"(-2, 1, 1, 2, 2, 3, 2, 2, 3, 2, 3, 2)",1
309,"(1, 3, 3, 3, 1, 3, 3, 1, 3, 3, 3, 2)",2
310,"(1, 3, 2, 2, 3, 3, 2, 2, 3, 3, 3, 1)",1
311,"(1, 3, 2, 3, 1, 3, 3, 2, 3, 3, 3, 1)",1
312,"(1, 3, 2, 2, 3, 2, 3, 3, 3, 3, 3, 1)",1
313,"(-1, 2, 1, 2, 3, 3, 3, 3, 3, 2, 3, 1)",1
314,"(1, 3, 3, 3, 1, 3, 3, 1, 3, 3, 3, 1)",2
315,"(-1, 2, 1, 2, 3, 3, 3, 2, 3, 2, 3, 1)",1
316,"(1, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 1)",3
317,"(1, 3, 2, 2, 3, 3, 3, 3, 3, 3, 3, 1)",1
318,"(-2, 1, 1, 2, 3, 3, 2, 3, 3, 2, 3, 2)",1
319,"(-2, 1, 1, 2, 3, 2, 2, 3, 3, 2, 3, 2)",1
320,"(-2, 1, 3, 3, 1, 3, 3, 2, 3, 3, 3, 2)",1
321,"(-2, 1, -1, 2, 2, 2, 2, 2, 3, 2, 3, 2)",1
322,"(-2, 1, 3, 2, 3, 3, 3, 3, 3, 2, 3, 2)",1
323,"(-2, 1, 2, 2, 2, 2, 3, 3, 3, 2, 3, 2)",2
324,"(-2, 2, 3, 3, 1, 3, 3, 1, 3, 3, 3, 2)",1
325,"(-2, 2, 2, 2, 3, 3, 2, 2, 3, 3, 3, 1)",1
326,"(-1, 2, 2, 2, 3, 3, 3, 2, 3, 2, 3, 1)",1
