,0
"(1, 7, 9, 7, -6, 9, -5, 6, 2, 4, 9, 3)",1
"(1, 7, -1, 6, -6, 6, -2, 9, 9, 3, 9, 3)",1
"(1, 7, 6, 6, 7, 9, 8, 9, 9, 3, 9, 8)",1
"(1, 7, 1, 6, 9, 9, 1, 6, 9, 3, 9, 4)",1
"(1, 7, -1, 6, -4, 6, 4, 5, 9, 4, 9, 3)",1
"(1, 7, 8, 7, 9, 9, 5, 9, 9, 3, 4, 4)",1
"(1, 7, 2, 6, 7, 9, -6, 4, 8, 4, 9, 3)",1
"(1, 7, 3, 6, -6, 6, 4, 5, 9, 3, 7, 4)",1
"(1, 7, 9, 8, -3, 9, 1, 3, 7, 5, 7, 4)",1
"(1, 7, 9, 8, 7, 8, -6, 9, 4, 3, 8, 4)",1
"(1, 7, 4, 6, 4, 7, 5, 5, 8, 4, 9, 3)",1
"(1, 7, 6, 7, -2, 7, 1, 4, 4, 3, 9, 3)",1
"(1, 7, 1, 6, 9, 9, -6, 6, 9, 3, 9, 5)",1
"(1, 7, 9, 8, -6, 8, -6, 3, 9, 8, 9, 5)",1
"(1, 7, 9, 8, 9, 9, 5, 9, 3, 4, 9, 3)",1
"(1, 7, 9, 8, -5, 8, 3, 6, 7, 3, 9, 7)",1
"(1, 7, 1, 6, -3, 6, 5, 6, 9, 3, 9, 3)",1
"(1, 7, 4, 6, 9, 6, 4, 9, 9, 3, 6, 3)",1
"(1, 7, 9, 8, 9, 9, 9, 9, 7, 8, 9, 3)",1
"(1, 7, 9, 9, -5, 8, 3, 5, 9, 4, 4, 3)",1
"(1, 7, 3, 6, 6, 8, -1, 4, 7, 3, 9, 3)",1
"(1, 7, 9, 8, 6, 9, 4, 5, 3, 4, 9, 3)",1
"(1, 7, 4, 6, 9, 9, 1, 6, 7, 4, 9, 3)",1
"(1, 7, 9, 8, -5, 8, 2, 6, 4, 3, 9, 5)",1
"(1, 7, 9, 8, 6, 9, -5, 5, 6, 6, 9, 3)",1
"(1, 7, 9, 8, 9, 9, 3, 8, 9, 3, 6, 7)",1
"(1, 7, 7, 7, 2, 7, -6, 9, 4, 3, 9, 3)",1
"(1, 7, 8, 7, -6, 8, -3, 3, 6, 3, 8, 4)",1
"(1, 7, 9, 7, 4, 9, 9, 9, 4, 5, 9, 3)",1
"(1, 7, 5, 6, 6, 7, 5, 8, 5, 3, 9, 3)",1
