,patterns,count
0,"(3, 3, 2, 3, 1, 3, 3, 1, 3, 3, 3, 2)",1
1,"(2, 3, 2, 2, 1, 3, 3, 1, 2, 3, 3, 1)",1
2,"(3, 3, 1, 3, 3, 3, 3, 3, 2, 2, 3, 1)",1
3,"(3, 3, 3, 3, 2, 3, 3, 2, 3, 3, 3, 1)",1
4,"(1, 3, 2, 2, 1, 2, 3, 2, 3, 3, 3, 1)",2
5,"(1, 3, 3, 3, 2, 3, 3, 2, 3, 3, 3, 2)",1
6,"(3, 3, 3, 3, 2, 3, 3, 2, 2, 3, 3, 1)",1
7,"(3, 3, 3, 3, 1, 3, 3, 1, 2, 3, 3, 2)",2
8,"(3, 3, 1, 3, 2, 3, 3, 2, 3, 2, 3, 2)",2
9,"(3, 3, 1, 3, 1, 2, 3, 1, 3, 3, 3, 1)",1
10,"(2, 3, 2, 2, 3, 3, 3, 2, 3, 3, 3, 1)",1
11,"(1, 3, 2, 2, 2, 3, 2, 2, 3, 3, 3, 1)",1
12,"(2, 3, 3, 3, 2, 3, 3, 2, 3, 3, 2, 1)",1
13,"(3, 3, -1, 3, 2, 2, 3, 3, 3, 3, 3, 1)",2
14,"(1, 3, 3, 3, 1, 3, 3, 1, 3, 3, 3, 2)",2
15,"(3, 3, 3, 3, 2, 3, 3, 2, 3, 3, 3, 3)",1
16,"(3, 3, 1, 3, 3, 3, 2, 3, 3, 3, 3, 1)",1
17,"(3, 3, -1, 3, 2, 3, 3, 3, 3, 2, 3, 1)",1
18,"(1, 3, 3, 3, 2, 3, 3, 2, 3, 3, 3, 1)",2
19,"(1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1)",1
20,"(1, 3, 3, 3, 2, 3, 3, 1, 3, 3, 3, 1)",1
21,"(1, 3, 3, 3, 1, 3, 3, 1, 3, 3, 3, 1)",1
22,"(-1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1)",4
23,"(-1, 3, 2, 2, 3, 3, 3, 3, 3, 2, 3, 1)",2
24,"(3, 3, 2, 3, 2, 3, 3, 2, 3, 3, 3, 3)",1
25,"(1, 3, 1, 2, 3, 3, 3, 3, 3, 2, 3, 1)",1
26,"(1, 3, 2, 2, 1, 2, 3, 2, 3, 3, 3, 2)",1
27,"(1, 3, 3, 3, 2, 3, 3, 2, 3, 3, 2, 1)",1
28,"(2, 3, 1, 3, 2, 3, 3, 2, 3, 2, 3, 2)",1
29,"(1, 3, 2, 2, 2, 3, 3, 1, 3, 3, 3, 2)",1
30,"(3, 3, 1, 3, 3, 3, 3, 3, 3, 2, 3, 1)",3
31,"(3, 3, 1, 3, 1, 2, 3, 1, 3, 3, 3, 2)",1
32,"(3, 3, 2, 3, 3, 3, 3, 3, 2, 2, 3, 1)",1
33,"(1, 3, 3, 3, 1, 3, 3, 2, 3, 3, 3, 1)",1
34,"(1, 3, 1, 2, 2, 3, 3, 2, 3, 2, 3, 2)",1
35,"(3, 3, -1, 3, 2, 3, 3, 2, 3, 3, 3, 1)",3
36,"(3, 3, 1, 3, 1, 2, 3, 2, 3, 3, 3, 1)",2
37,"(1, 3, 1, 2, 2, 3, 3, 3, 3, 2, 3, 1)",1
38,"(2, 3, 2, 3, 2, 3, 3, 1, 3, 3, 3, 2)",1
39,"(3, 3, 1, 3, 2, 3, 2, 2, 3, 3, 2, 1)",1
40,"(3, 3, 3, 3, 2, 3, 3, 1, 3, 3, 3, 3)",1
41,"(2, 3, -1, 2, 3, 3, 3, 3, 3, 2, 3, 1)",2
42,"(3, 3, 1, 3, 2, 3, 2, 2, 3, 3, 3, 1)",1
43,"(1, 3, 1, 2, 2, 3, 3, 2, 3, 2, 3, 1)",1
44,"(3, 3, 3, 3, 2, 3, 3, 2, 3, 3, 2, 1)",3
45,"(3, 3, 1, 3, 3, 3, 3, 2, 2, 2, 3, 1)",1
46,"(3, 3, 2, 3, 2, 3, 3, 3, 2, 2, 3, 1)",1
47,"(2, 3, 3, 3, 1, 3, 3, 2, 2, 3, 3, 1)",1
48,"(2, 3, 2, 2, 1, 2, 3, 2, 3, 3, 2, 1)",1
49,"(3, 3, 2, 3, 1, 2, 3, 2, 2, 3, 3, 1)",1
50,"(1, 3, 1, 2, 3, 3, 3, 3, 3, 3, 3, 1)",1
51,"(3, 3, 1, 3, 2, 3, 2, 1, 3, 3, 3, 2)",2
52,"(1, 3, 2, 2, 2, 3, 3, 2, 3, 2, 3, 1)",1
53,"(1, 3, 3, 3, 2, 3, 3, 1, 3, 3, 3, 2)",1
54,"(2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 1)",3
55,"(3, 3, 2, 3, 3, 3, 3, 3, 3, 2, 2, 1)",1
56,"(2, 3, 1, 2, 2, 3, 3, 2, 3, 2, 3, 2)",1
57,"(-1, 3, 3, 3, 2, 3, 3, 2, 3, 3, 3, 1)",1
58,"(2, 3, 1, 3, 1, 2, 3, 2, 3, 3, 3, 2)",1
59,"(3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 1)",3
60,"(2, 3, 2, 3, 2, 3, 3, 2, 3, 2, 3, 2)",1
61,"(3, 3, 1, 3, 2, 3, 3, 1, 3, 3, 3, 2)",1
62,"(3, 3, 3, 3, 1, 3, 3, 1, 3, 3, 2, 1)",1
63,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 1)",4
64,"(2, 3, 3, 3, 1, 3, 3, 1, 3, 3, 3, 2)",1
65,"(2, 3, 2, 2, 3, 3, 3, 3, 2, 2, 3, 1)",1
66,"(3, 3, -1, 3, 3, 3, 3, 3, 3, 2, 3, 1)",6
67,"(3, 3, 1, 3, 2, 2, 3, 3, 3, 3, 3, 1)",1
68,"(2, 3, 2, 2, 2, 3, 3, 2, 3, 2, 2, 1)",1
69,"(3, 3, 2, 3, 3, 3, 2, 3, 3, 3, 3, 1)",1
70,"(2, 3, 3, 3, 1, 3, 3, 1, 3, 3, 3, 3)",1
71,"(2, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 1)",2
72,"(1, 3, 3, 3, 2, 3, 3, 2, 3, 3, 3, 2)",1
73,"(3, 3, -1, 3, 3, 3, 2, 2, 3, 3, 3, 1)",1
74,"(3, 3, 3, 3, 1, 3, 3, 2, 2, 3, 3, 1)",1
75,"(1, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 1)",1
76,"(2, 3, 2, 2, 3, 3, 2, 2, 3, 3, 2, 1)",1
77,"(3, 3, 2, 3, 2, 3, 3, 2, 3, 3, 3, 3)",1
78,"(3, 3, 1, 3, -1, 2, 3, 2, 3, 3, 3, 1)",1
79,"(2, 3, 1, 2, 2, 3, 3, 2, 3, 2, 3, 1)",1
80,"(3, 3, 2, 3, 3, 3, 3, 2, 3, 3, 3, 1)",2
81,"(3, 3, 1, 3, 3, 3, 2, 3, 3, 3, 3, 1)",1
82,"(3, 3, 2, 3, 3, 3, 3, 3, 2, 3, 3, 1)",2
83,"(3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 1)",2
84,"(3, 3, 3, 3, 2, 3, 3, 2, 3, 3, 2, 2)",1
85,"(3, 3, 1, 3, 3, 2, 3, 3, 3, 3, 3, 1)",1
86,"(3, 3, 1, 3, 3, 3, 3, 3, 2, 3, 3, 1)",1
87,"(1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1)",4
88,"(1, 3, 3, 3, 2, 3, 3, 1, 3, 3, 3, 1)",2
89,"(2, 3, 1, 3, 3, 3, 3, 2, 3, 2, 3, 1)",1
90,"(3, 3, 3, 3, 2, 3, 3, 1, 3, 3, 2, 1)",1
91,"(3, 3, 2, 3, 2, 3, 3, 1, 3, 3, 3, 2)",1
92,"(3, 3, 1, 3, 2, 3, 3, 2, 3, 2, 3, 2)",1
93,"(1, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 1)",1
94,"(3, 3, 3, 3, 2, 3, 3, 2, 3, 3, 3, 3)",1
95,"(3, 3, 1, 3, 3, 3, 3, 3, 3, 2, 2, 1)",1
96,"(2, 3, -1, 2, 2, 3, 3, 2, 3, 2, 3, 1)",1
97,"(-1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1)",7
98,"(2, 3, 3, 3, 2, 3, 3, 2, 2, 3, 3, 1)",1
99,"(3, 3, 2, 3, 2, 3, 2, 1, 3, 3, 3, 2)",1
100,"(2, 3, 1, 2, 3, 3, 3, 2, 3, 2, 3, 1)",2
101,"(1, 3, 1, 2, 2, 3, 3, 2, 3, 2, 3, 2)",1
102,"(3, 3, 1, 3, 1, 2, 3, 2, 3, 3, 3, 1)",2
103,"(2, 3, -1, 2, 1, 2, 3, 2, 3, 3, 3, 1)",1
104,"(3, 3, 2, 3, 3, 2, 3, 3, 3, 3, 3, 1)",1
105,"(3, 3, 2, 3, 2, 3, 2, 2, 3, 3, 3, 1)",1
106,"(3, 3, -1, 3, 3, 3, 2, 3, 3, 3, 3, 1)",1
107,"(3, 3, 3, 3, 2, 3, 3, 1, 3, 3, 3, 3)",1
108,"(3, 3, 1, 3, 2, 3, 2, 2, 3, 3, 3, 1)",2
109,"(-1, 3, 3, 3, 2, 3, 3, 2, 3, 3, 3, 1)",4
110,"(2, 3, 3, 3, 1, 3, 3, 1, 2, 3, 3, 2)",1
111,"(3, 3, -1, 3, 3, 3, 3, 3, 3, 2, 3, 1)",6
112,"(3, 3, 2, 3, 1, 2, 3, 2, 3, 3, 3, 1)",2
113,"(3, 3, 3, 3, 1, 3, 3, 1, 3, 3, 3, 3)",1
114,"(1, 3, 3, 3, 2, 3, 3, 2, 3, 3, 3, 1)",2
115,"(1, 3, 2, 2, 2, 3, 3, 2, 3, 2, 2, 1)",1
116,"(1, 3, 2, 2, 2, 3, 3, 2, 3, 2, 3, 1)",2
117,"(2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 1)",2
118,"(1, 3, 1, 2, 3, 3, 3, 2, 3, 3, 3, 1)",1
119,"(3, 3, 3, 3, 1, 3, 3, 1, 3, 3, 3, 2)",1
120,"(3, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 1)",2
121,"(3, 3, 2, 3, 2, 3, 3, 2, 3, 3, 2, 1)",1
122,"(2, 3, 1, 2, 2, 3, 3, 2, 3, 2, 3, 2)",1
123,"(3, 3, -1, 3, 2, 3, 3, 3, 3, 2, 3, 1)",1
124,"(2, 3, 2, 3, 2, 3, 3, 2, 3, 2, 3, 2)",1
125,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1)",1
126,"(1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 1)",1
127,"(2, 3, 1, 2, 3, 3, 3, 3, 3, 2, 3, 1)",1
128,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 1)",4
129,"(2, 3, 3, 3, 1, 3, 3, 2, 3, 3, 2, 2)",1
130,"(1, 3, 3, 3, 2, 3, 3, 1, 3, 3, 3, 2)",1
131,"(3, 3, 2, 3, 2, 3, 3, 1, 2, 3, 3, 1)",1
132,"(1, 3, 2, 2, 3, 3, 3, 2, 3, 2, 3, 1)",1
133,"(3, 3, 1, 3, 2, 2, 3, 3, 3, 3, 3, 1)",2
134,"(3, 3, 1, 3, 3, 3, 2, 2, 3, 3, 3, 1)",1
135,"(2, 3, 3, 3, 2, 3, 3, 2, 3, 3, 2, 1)",1
136,"(2, 3, 1, 2, 1, 3, 3, 2, 3, 3, 2, 1)",1
137,"(2, 3, 3, 3, 2, 3, 3, 2, 3, 3, 3, 1)",1
138,"(-1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1)",9
139,"(3, 3, -1, 3, 3, 3, 2, 2, 3, 3, 3, 1)",1
140,"(1, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 1)",1
141,"(3, 3, 2, 3, 3, 3, 3, 2, 2, 3, 3, 1)",1
142,"(-1, 3, 2, 2, 3, 3, 3, 3, 3, 2, 3, 1)",1
143,"(3, 3, 1, 3, 1, 2, 3, 1, 3, 3, 3, 1)",1
144,"(2, 3, 1, 2, 2, 3, 3, 2, 3, 2, 3, 1)",2
145,"(3, 3, 1, 3, 1, 3, 3, 1, 3, 3, 3, 2)",1
146,"(3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 2, 1)",2
147,"(3, 3, -1, 3, 2, 2, 3, 3, 3, 3, 3, 1)",1
148,"(1, 3, 2, 2, 2, 3, 3, 2, 3, 3, 3, 1)",2
149,"(1, 3, 1, 2, 2, 3, 3, 2, 3, 3, 3, 1)",1
150,"(1, 3, 3, 3, 1, 3, 3, 1, 3, 3, 3, 2)",1
151,"(3, 3, 1, 3, 2, 3, 3, 2, 3, 2, 2, 1)",1
152,"(2, 3, 1, 2, 2, 3, 3, 3, 3, 2, 3, 1)",1
153,"(3, 3, 1, 3, 2, 3, 3, 3, 3, 2, 2, 1)",1
154,"(3, 3, 3, 3, 1, 3, 3, 2, 3, 3, 2, 1)",1
155,"(3, 3, -1, 3, 3, 3, 3, 3, 3, 3, 3, 1)",1
156,"(1, 3, 1, 2, 1, 2, 3, 2, 3, 3, 3, 1)",1
157,"(3, 3, 2, 3, 3, 3, 3, 2, 3, 2, 2, 1)",1
158,"(-1, 3, 2, 2, 3, 3, 3, 2, 3, 2, 3, 1)",2
159,"(1, 3, 2, 2, 3, 3, 3, 3, 3, 3, 3, 1)",1
160,"(1, 3, 1, 2, 3, 3, 3, 3, 3, 2, 3, 1)",2
161,"(3, 3, 1, 3, 2, 3, 3, 2, 3, 2, 3, 2)",1
162,"(1, 3, 2, 3, 2, 3, 3, 3, 2, 3, 3, 1)",1
163,"(3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 2, 1)",1
164,"(3, 3, 1, 3, 3, 3, 3, 3, 3, 2, 3, 1)",6
165,"(2, 3, 3, 3, 2, 3, 3, 2, 2, 3, 3, 2)",1
166,"(3, 3, 3, 3, 1, 3, 3, 1, 3, 3, 2, 1)",1
167,"(2, 3, 1, 2, 3, 3, 3, 3, 3, 2, 3, 1)",1
168,"(3, 3, 1, 3, 1, 2, 3, 1, 3, 3, 3, 2)",1
169,"(1, 3, 2, 3, 2, 3, 3, 2, 3, 3, 2, 1)",1
170,"(1, 3, 1, 2, 2, 3, 3, 3, 3, 2, 3, 1)",1
171,"(2, 3, 3, 3, 2, 3, 3, 2, 2, 3, 3, 1)",1
172,"(3, 3, -1, 3, 1, 2, 3, 2, 3, 3, 3, 1)",1
173,"(1, 3, 1, 2, 2, 3, 3, 2, 3, 2, 3, 1)",1
174,"(2, 3, -1, 2, 3, 3, 3, 3, 3, 2, 3, 1)",1
175,"(2, 3, 3, 3, 3, 3, 3, 2, 3, 3, 2, 1)",1
176,"(3, 3, 1, 3, 2, 3, 3, 2, 3, 3, 3, 1)",1
177,"(3, 3, -1, 3, 3, 3, 3, 3, 3, 2, 3, 1)",8
178,"(3, 3, 1, 3, 3, 2, 3, 3, 3, 3, 3, 1)",2
179,"(3, 3, -1, 3, 3, 3, 3, 2, 3, 2, 3, 1)",1
180,"(3, 3, 2, 3, 1, 2, 3, 2, 2, 3, 3, 1)",1
181,"(3, 3, 3, 3, 2, 3, 3, 1, 3, 3, 3, 3)",1
182,"(1, 3, 2, 2, 3, 3, 2, 3, 3, 3, 3, 1)",1
183,"(3, 3, 3, 3, 2, 3, 3, 2, 3, 3, 2, 1)",1
184,"(3, 3, 3, 3, 2, 3, 3, 1, 2, 3, 3, 2)",1
185,"(3, 3, 3, 3, 2, 3, 3, 2, 3, 3, 3, 3)",1
186,"(3, 3, 2, 3, 3, 3, 3, 3, 3, 2, 2, 1)",2
187,"(-1, 3, 2, 2, 1, 3, 3, 2, 3, 3, 3, 1)",1
188,"(3, 3, 3, 3, 1, 3, 3, 1, 3, 3, 3, 2)",2
189,"(3, 3, 2, 3, -1, 2, 3, 1, 3, 3, 3, 2)",1
190,"(2, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 1)",1
191,"(3, 3, 1, 3, 2, 3, 2, 1, 3, 3, 3, 1)",1
192,"(3, 3, 2, 3, 2, 3, 3, 3, 2, 3, 3, 1)",1
193,"(3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 1)",3
194,"(1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1)",1
195,"(3, 3, 2, 3, 1, 3, 3, 2, 3, 3, 3, 3)",1
196,"(3, 3, -1, 3, 2, 3, 3, 2, 3, 2, 3, 1)",2
197,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 1)",1
198,"(1, 3, 1, 2, 3, 3, 3, 3, 3, 3, 3, 1)",1
199,"(2, 3, 1, 2, 1, 2, 3, 2, 2, 3, 3, 1)",1
200,"(3, 3, 1, 3, 2, 2, 3, 3, 3, 3, 3, 1)",2
201,"(3, 3, 1, 3, 3, 3, 2, 2, 3, 3, 3, 1)",1
202,"(-1, 3, 2, 2, 2, 3, 3, 3, 3, 3, 3, 1)",1
203,"(3, 3, 2, 3, 2, 3, 3, 2, 3, 2, 2, 1)",1
