,0
"(1, 7, 9, 8, 1, 9, 4, 7, 8, 3, 4, 3)",1
"(1, 7, 9, 8, -6, 9, -6, 3, 8, 8, 9, 3)",1
"(1, 7, 9, 8, 1, 9, -5, 8, 9, 9, 7, 3)",1
"(1, 7, 9, 8, 7, 9, -6, 6, 5, 6, 9, 3)",1
"(1, 7, 9, 9, 4, 8, 4, 5, 9, 3, 5, 5)",1
"(1, 7, 3, 6, -2, 6, -6, 4, 7, 3, 9, 3)",1
"(1, 7, 7, 7, 9, 8, 4, 9, 4, 3, 9, 4)",1
"(1, 7, 9, 8, 4, 9, 8, 8, 3, 3, 9, 3)",1
"(1, 7, 9, 8, 2, 8, 1, 7, 3, 3, 9, 3)",1
"(1, 7, 7, 7, 5, 9, -6, 3, 9, 9, 9, 3)",1
"(1, 7, 3, 6, 6, 9, 5, 3, 9, 5, 9, 3)",1
"(1, 7, 1, 6, -5, 6, 3, 6, 9, 3, 9, 3)",1
"(1, 7, 2, 6, -6, 6, 5, 5, 8, 3, 9, 3)",1
"(1, 7, 9, 9, -5, 8, 8, 9, 9, 3, 9, 9)",1
"(1, 7, 9, 8, -5, 9, -6, 6, 8, 5, 5, 3)",1
"(1, 7, 9, 8, 1, 9, 9, 9, 5, 3, 8, 3)",1
"(1, 7, -1, 6, 9, 9, 6, 9, 9, 3, 9, 3)",1
"(1, 7, 9, 8, 2, 9, 1, 5, 7, 3, 6, 3)",1
"(1, 7, 8, 7, 5, 9, 1, 4, 9, 3, 9, 9)",1
"(1, 7, 9, 8, 7, 8, -6, 9, 9, 8, 8, 3)",1
"(1, 7, 4, 6, 3, 6, 2, 4, 9, 3, 9, 6)",1
"(1, 7, 9, 8, 9, 9, -4, 9, 9, 4, 3, 3)",1
"(1, 7, 9, 8, 1, 9, -6, 3, 8, 4, 5, 4)",1
"(1, 7, 9, 9, -6, 8, -1, 4, 4, 4, 9, 3)",1
"(1, 7, 9, 8, 4, 9, 9, 9, 9, 3, 9, 9)",1
"(1, 7, 1, 6, 6, 9, 1, 4, 9, 3, 9, 4)",1
"(1, 7, 9, 8, -6, 8, 4, 4, 9, 5, 4, 3)",1
"(1, 7, 4, 6, 6, 9, 5, 3, 9, 6, 9, 4)",1
"(1, 7, 9, 9, -1, 8, 2, 7, 9, 9, 9, 3)",1
"(1, 7, 9, 9, 5, 9, -1, 4, 9, 3, 9, 9)",1
