,0
"(-5, 2, 4, 3, 5, 6, 3, 2, 4, 5, 5, -3)",1
"(-5, 3, 8, 6, 8, 5, 5, 8, 2, 5, 6, -3)",1
"(-6, 1, 9, 7, 2, 3, 7, 5, 1, 5, 5, -4)",1
"(-6, 1, 2, 2, 3, 8, 4, -2, 8, 2, 3, 3)",1
"(-6, 1, -2, -1, -3, 2, 9, 6, 2, -1, 8, 1)",1
"(-6, 1, -4, -1, -4, -1, 7, 3, 9, -1, 9, 9)",1
"(-4, 3, -1, 2, 8, 4, 2, 7, 5, 7, 9, -2)",1
"(-6, 1, 9, 7, -5, 3, 9, 2, 8, 9, 3, -4)",1
"(-4, 3, 9, 7, -3, 6, 9, 2, 3, 7, 8, -1)",1
"(-6, 2, 9, 7, 7, 6, 4, 5, -2, 6, 9, -3)",1
"(-6, 1, 2, 2, 1, 2, 6, 5, 2, 4, 5, -4)",1
"(-6, 1, 9, 7, 5, 9, 3, -2, 8, 4, -4, -4)",1
"(-6, 1, 9, 7, 7, 3, 3, 7, 2, 4, 4, -4)",1
"(-6, 1, 1, 1, 1, 6, 9, 5, 2, 1, 4, -3)",1
"(-5, 3, 1, 2, -6, 2, 5, -2, 9, 6, 9, 4)",1
"(-6, 2, -2, 1, -2, 2, 4, 1, 3, 1, 4, -3)",1
"(-6, 1, 9, 7, 4, 5, 9, 9, -6, 3, 9, -4)",1
"(-6, 1, -6, -1, -1, 3, 9, 6, 9, -1, 3, 1)",1
"(-6, 1, 4, 2, 2, 8, 3, -4, 8, 5, 2, -2)",1
"(-5, 2, -6, 1, -4, 1, 5, 1, 8, 2, 6, -1)",1
"(-2, 5, 9, 7, 9, 8, 8, 9, 8, 7, 5, 1)",1
"(-2, 6, 3, 5, 5, 9, 9, 5, 9, 5, 9, 6)",1
"(-4, 4, 5, 5, 7, 7, 9, 9, 7, 5, 4, -1)",1
"(-6, 1, -5, -1, 9, -1, -1, 9, 6, 8, 9, -4)",1
"(-2, 5, 8, 7, 7, 8, 8, 7, 4, 7, 9, 1)",1
"(-6, 1, 3, 2, 3, 3, 2, 2, 9, 8, 1, -4)",1
"(-6, 2, -6, 1, 7, 9, 2, -2, 4, 1, 7, -3)",1
