,0
"(1, 7, 9, 8, -2, 9, 9, 3, 9, 9, 9, 3)",1
"(1, 7, 7, 7, 8, 8, -6, 7, 9, 9, 9, 3)",1
"(1, 7, 9, 8, -2, 8, -6, 3, 9, 9, 9, 3)",1
"(1, 7, 5, 6, 4, 7, 3, 5, 6, 3, 9, 4)",1
"(1, 7, 5, 6, 6, 9, 9, 9, 6, 4, 9, 3)",1
"(1, 7, 5, 6, 9, 9, 6, 9, 9, 3, 6, 3)",1
"(1, 7, 9, 8, 2, 9, 1, 5, 9, 8, 8, 3)",1
"(1, 7, 8, 7, 7, 9, -6, 6, 3, 3, 9, 3)",1
"(1, 7, 4, 6, -6, 6, 9, 9, 8, 5, 9, 3)",1
"(1, 7, 9, 9, 3, 8, 1, 6, 4, 4, 9, 3)",1
"(1, 7, 9, 8, 9, 9, -6, 9, 9, 6, 5, 3)",1
"(1, 7, 7, 7, 4, 8, 1, 4, 4, 3, 9, 3)",1
"(1, 7, 9, 8, -6, 8, 9, 9, 8, 4, 5, 4)",1
"(1, 7, 6, 7, 4, 7, -1, 5, 9, 3, 8, 7)",1
"(1, 7, 5, 6, -3, 7, 9, 9, 8, 4, 7, 3)",1
"(1, 7, 9, 8, 8, 9, -2, 7, 4, 3, 9, 4)",1
"(1, 7, 8, 8, -6, 8, -6, 5, 9, 3, 3, 3)",1
"(1, 7, 9, 8, 9, 9, -1, 9, 9, 3, 3, 3)",1
"(1, 7, 9, 8, -6, 8, 8, 7, 7, 3, 9, 6)",1
"(1, 7, -1, 6, -6, 6, -3, 7, 9, 3, 9, 3)",1
"(1, 7, 9, 8, -2, 9, 9, 4, 9, 9, 9, 3)",1
"(1, 7, 5, 6, -5, 6, -6, 3, 9, 3, 9, 7)",1
"(1, 7, 8, 8, 4, 9, 6, 6, 6, 3, 9, 6)",1
"(1, 7, 7, 7, -6, 7, -1, 4, 8, 3, 8, 6)",1
"(1, 7, 9, 8, 9, 9, -6, 9, 9, 3, 3, 3)",1
"(1, 7, 6, 7, -6, 7, 1, 8, 8, 6, 8, 3)",1
"(1, 7, 5, 6, 3, 7, 2, 5, 9, 5, 6, 3)",1
"(1, 7, 9, 8, -5, 8, -1, 3, 9, 4, 9, 7)",1
"(1, 7, 4, 6, 9, 8, 5, 9, 9, 3, 6, 3)",1
"(1, 7, 1, 6, 7, 8, -6, 5, 9, 3, 9, 4)",1
