,0
"(1, 7, -1, 6, 3, 6, -6, 5, 9, 3, 9, 3)",1
"(1, 7, 9, 8, 4, 9, 2, 3, 9, 5, 5, 3)",1
"(1, 7, 2, 6, 1, 6, 4, 4, 9, 4, 9, 3)",1
"(1, 7, 8, 8, 7, 8, -6, 9, 4, 4, 9, 3)",1
"(1, 7, 8, 8, -6, 8, -6, 4, 6, 5, 8, 3)",1
"(1, 7, 9, 8, 1, 9, 3, 3, 9, 5, 8, 7)",1
"(1, 7, 9, 8, 5, 8, 4, 8, 9, 3, 8, 8)",1
"(1, 7, 1, 6, 3, 6, 5, 5, 9, 3, 9, 4)",1
"(1, 7, 9, 8, -6, 9, -5, 9, 3, 3, 9, 3)",1
"(1, 7, 9, 8, 9, 9, -6, 8, 9, 9, 9, 3)",1
"(1, 7, 9, 8, -6, 9, -6, 3, 9, 9, 9, 3)",1
"(1, 7, 8, 8, 4, 7, 5, 5, 6, 6, 9, 3)",1
"(1, 7, 8, 8, -6, 8, -5, 8, 9, 3, 3, 3)",1
"(1, 7, 9, 8, 4, 9, 8, 9, 5, 3, 9, 6)",1
"(1, 7, 4, 6, 7, 9, 2, 4, 9, 3, 5, 3)",1
"(1, 7, 8, 8, 1, 8, 9, 9, 9, 3, 4, 4)",1
"(1, 7, 2, 6, 5, 7, -6, 4, 9, 4, 9, 3)",1
"(1, 7, 9, 8, 5, 9, 3, 5, 9, 3, 3, 3)",1
"(1, 7, 9, 8, 4, 9, 9, 4, 9, 9, 8, 3)",1
"(1, 7, 9, 9, 5, 9, 1, 3, 6, 3, 9, 6)",1
"(1, 7, 8, 8, -4, 8, -6, 8, 9, 3, 7, 8)",1
"(1, 7, 9, 8, 8, 9, -6, 9, 9, 3, 9, 9)",1
"(1, 7, 9, 8, -5, 8, 4, 3, 9, 4, 6, 5)",1
"(1, 7, 5, 6, 7, 6, -6, 9, 9, 8, 9, 3)",1
"(1, 7, 7, 7, -6, 7, 5, 8, 9, 3, 9, 9)",1
"(1, 7, 9, 8, -6, 9, -6, 9, 3, 3, 9, 4)",1
"(1, 7, 2, 6, -6, 6, 1, 6, 9, 4, 8, 3)",1
"(1, 7, 9, 8, -6, 9, -6, 4, 4, 3, 9, 5)",1
"(1, 7, -1, 6, 9, 6, -6, 9, 9, 4, 9, 3)",1
"(1, 7, 5, 6, 6, 9, -6, 3, 9, 8, 9, 3)",1
