,0
"(1, 7, 5, 6, -1, 6, -2, 9, 8, 3, 6, 3)",1
"(1, 7, 1, 6, 5, 6, 6, 9, 9, 4, 9, 3)",1
"(1, 7, 2, 6, 3, 6, 9, 9, 9, 3, 8, 4)",1
"(1, 7, 9, 9, 9, 8, -6, 9, 9, 3, 9, 8)",1
"(1, 7, 1, 6, -6, 6, 1, 5, 9, 3, 9, 3)",1
"(1, 7, 9, 8, -6, 8, -6, 9, 8, 3, 5, 4)",1
"(1, 7, 9, 9, -6, 8, 1, 5, 9, 3, 3, 3)",1
"(1, 7, 3, 6, 2, 6, -5, 3, 9, 4, 9, 5)",1
"(1, 7, 1, 6, -6, 6, -6, 9, 9, 4, 9, 3)",1
"(1, 7, 9, 8, 9, 9, -6, 9, 9, 3, 3, 3)",1
"(1, 7, 9, 8, 6, 9, -5, 5, 8, 8, 9, 3)",1
"(1, 7, 2, 6, 3, 6, 4, 8, 9, 3, 8, 3)",1
"(1, 7, 9, 8, -6, 9, -6, 3, 9, 3, 3, 3)",1
"(1, 7, 6, 7, 2, 7, 8, 9, 6, 3, 8, 3)",1
"(1, 7, 9, 8, -6, 9, -6, 4, 9, 3, 9, 9)",1
"(1, 7, 5, 6, -6, 6, 5, 9, 5, 3, 9, 4)",1
"(1, 7, 3, 6, 1, 6, -6, 6, 8, 3, 9, 4)",1
"(1, 7, 8, 7, 6, 8, -6, 6, 5, 5, 9, 3)",1
"(1, 7, 2, 6, 5, 6, -6, 6, 9, 4, 8, 3)",1
"(1, 7, 9, 8, -6, 9, -6, 3, 9, 9, 9, 3)",1
"(1, 7, 9, 7, 5, 9, 1, 7, 2, 3, 9, 3)",1
"(1, 7, 9, 8, 7, 9, -6, 6, 9, 9, 8, 3)",1
"(1, 7, 2, 6, -2, 6, 3, 3, 9, 4, 9, 5)",1
"(1, 7, 9, 8, 9, 9, -6, 9, 6, 4, 7, 3)",1
"(1, 7, 1, 6, 5, 6, 3, 8, 9, 4, 9, 3)",1
"(1, 7, 1, 6, 4, 7, 9, 9, 9, 3, 9, 4)",1
"(1, 7, 1, 6, 8, 7, 5, 9, 9, 3, 9, 3)",1
"(1, 7, 9, 8, 3, 9, -6, 5, 3, 3, 9, 3)",1
"(1, 7, 9, 8, 7, 9, 1, 6, 9, 4, 4, 3)",1
"(1, 7, 9, 8, -6, 8, -6, 4, 9, 9, 9, 3)",1
