,0
"(-5, 2, -6, 1, 6, 9, 3, -1, 9, 1, 9, 4)",1
"(-6, 1, 9, 3, 1, 7, 9, 3, -4, 7, 8, -4)",1
"(-6, 1, -1, -1, 1, 4, 3, -1, 3, -1, 8, 3)",1
"(-4, 3, 9, 7, 1, 8, 5, -2, 9, 7, 8, 5)",1
"(-6, 1, 1, 1, 5, 9, 8, 4, 1, 1, 6, -2)",1
"(-6, 1, 9, 9, 9, 9, 9, 9, 9, 1, -6, -4)",1
"(-6, 1, 5, 2, 1, 8, 3, -4, 9, 6, 9, 8)",1
"(-6, 1, 6, 4, 2, 9, 8, 1, 8, 3, -3, -3)",1
"(-6, 1, 8, 3, -6, 6, 9, -3, 2, 9, 5, -4)",1
"(-6, 1, 6, 4, -4, 4, 4, -4, -2, 4, 7, -4)",1
"(-4, 3, -1, 2, 6, 9, 4, 1, 9, 2, 9, 7)",1
"(-1, 7, 7, 7, 5, 9, 8, 4, 8, 7, 9, 3)",1
"(-6, 1, -6, -1, 7, 9, -1, -3, 4, 5, 9, -4)",1
"(-6, 1, -1, -1, -5, 1, 9, 5, -1, 1, 7, -2)",1
"(-5, 2, -4, 1, -2, 2, 7, 4, 9, 1, 8, 6)",1
"(-6, 1, 1, 1, 3, 7, 3, -2, 3, 2, 3, -4)",1
"(-6, 1, 4, 2, 4, 7, 9, 6, -2, 3, 5, -4)",1
"(-2, 6, 9, 7, 5, 9, 9, 5, 5, 8, 9, 1)",1
"(-6, 1, -6, -1, -4, -1, 9, 6, 7, 1, 9, 3)",1
"(-6, 1, 9, 7, 3, 9, 3, -4, 5, 9, 9, -2)",1
"(-6, 1, -6, -1, 8, -1, 2, 9, 8, 9, 9, -4)",1
"(-6, 1, -1, -1, 9, 8, 3, 4, -4, 1, 7, -4)",1
"(-6, 2, -5, 1, 3, 6, 5, 1, 7, 1, 4, -2)",1
"(-6, 1, -6, -1, -1, -1, 9, 9, 9, 9, 8, -4)",1
"(-6, 1, -3, -1, 7, 9, -1, -4, -1, 3, 9, -4)",1
"(-6, 1, 6, 4, -4, 4, 4, -4, 3, 4, 8, 3)",1
"(-6, 1, 6, 1, -6, 6, 9, -3, 9, 9, -3, -4)",1
"(-6, 1, 9, 7, 9, 8, 8, 9, 1, 4, 4, -4)",1
