,0
"(1, 7, 9, 9, -6, 7, 6, 6, 9, 3, 5, 3)",1
"(1, 7, 2, 6, 3, 6, 3, 7, 8, 3, 9, 3)",1
"(1, 7, 9, 8, -1, 9, 9, 8, 9, 3, 3, 3)",1
"(1, 7, 7, 7, 9, 9, 4, 9, 4, 3, 9, 3)",1
"(1, 7, 6, 7, -1, 7, 9, 9, 6, 3, 8, 4)",1
"(1, 7, 9, 9, 5, 8, -6, 7, 9, 9, 9, 3)",1
"(1, 7, 9, 8, 5, 8, -6, 9, 9, 5, 5, 3)",1
"(1, 7, 9, 8, -6, 9, 3, 4, 9, 3, 5, 6)",1
"(1, 7, 7, 7, 9, 9, 9, 7, 9, 9, 9, 3)",1
"(1, 7, 4, 6, 7, 8, -2, 5, 9, 3, 6, 3)",1
"(1, 7, 9, 8, -5, 9, -6, 7, 9, 3, 3, 5)",1
"(1, 7, 9, 9, 9, 8, 2, 9, 9, 9, 9, 3)",1
"(1, 7, 3, 6, 9, 9, -5, 6, 9, 4, 7, 3)",1
"(1, 7, 9, 7, -6, 9, 7, 9, 2, 3, 9, 3)",1
"(1, 7, 8, 8, -6, 7, -6, 4, 9, 3, 4, 4)",1
"(1, 7, 3, 6, 9, 7, -3, 8, 7, 3, 9, 3)",1
"(1, 7, 8, 7, -4, 8, 9, 4, 9, 9, 9, 3)",1
"(1, 7, 8, 8, 4, 9, -6, 3, 9, 4, 9, 9)",1
"(1, 7, 9, 8, 2, 8, -6, 6, 9, 5, 5, 3)",1
"(1, 7, 7, 7, 4, 8, 4, 5, 6, 6, 9, 3)",1
"(1, 7, 4, 6, -2, 6, -2, 9, 9, 6, 9, 3)",1
"(1, 7, 8, 8, 9, 8, 2, 9, 8, 3, 5, 4)",1
"(1, 7, 3, 6, 1, 6, 6, 7, 8, 5, 9, 3)",1
"(1, 7, 7, 7, -6, 8, 3, 9, 9, 5, 5, 3)",1
"(1, 7, 8, 8, 2, 8, 9, 9, 9, 3, 9, 9)",1
"(1, 7, 9, 8, 4, 9, -5, 3, 6, 4, 9, 5)",1
"(1, 7, 7, 6, 4, 8, -4, 5, 6, 3, 8, 5)",1
"(1, 7, 5, 6, -6, 7, 8, 9, 5, 3, 9, 4)",1
"(1, 7, 9, 8, 9, 9, -6, 9, 9, 9, 8, 3)",1
"(1, 7, 9, 8, 7, 8, -5, 9, 4, 4, 9, 3)",1
