,0
"(-6, 1, 9, 7, 2, 9, 4, -4, 9, 3, -2, -1)",1
"(-6, 1, -3, -1, -1, 3, -1, -4, 3, 8, 9, -4)",1
"(-6, 1, 9, 4, -1, 9, 6, -4, 2, 6, 9, 3)",1
"(-6, 1, 9, 7, -3, 5, 5, -2, 9, 3, 5, 6)",1
"(-6, 1, 8, 3, -1, 7, 9, 2, 9, 9, -3, -4)",1
"(-5, 2, 5, 3, 2, 8, 9, 3, 4, 4, 4, -1)",1
"(-6, 1, -6, -1, 3, -1, 1, 4, 9, -1, -1, -4)",1
"(-6, 1, 9, 3, 1, 7, 9, 3, 9, 8, -5, -4)",1
"(-4, 4, 9, 7, 3, 9, 9, 2, 7, 6, 6, 3)",1
"(-6, 1, 1, 1, -1, 4, 9, 5, 9, 1, 4, 5)",1
"(-3, 5, -2, 3, 3, 6, 6, 2, 6, 4, 9, 1)",1
"(-6, 1, 9, 8, 8, 3, 3, 8, 7, 3, -3, -4)",1
"(-6, 1, 6, 4, 3, 9, 3, -4, 9, 9, 3, -3)",1
"(-4, 4, -4, 3, -1, 4, 7, 4, 7, 3, 9, -1)",1
"(-6, 2, 6, 4, 3, 4, 4, 3, 3, 8, 7, -4)",1
"(-6, 1, -2, -1, 9, 5, 3, 8, -1, -1, 5, -4)",1
"(-6, 1, 9, 7, -3, 4, 9, 3, -1, 3, 9, 1)",1
"(-3, 5, 5, 5, 3, 6, 5, 1, 6, 6, 8, 1)",1
"(-6, 1, -2, -1, 2, 5, 1, -3, 9, 6, 2, -4)",1
"(-6, 1, 7, 5, 2, 9, 4, -4, 1, 3, 9, 2)",1
"(-6, 1, 5, 3, 6, 4, 4, 6, -3, 3, 6, -4)",1
"(-4, 4, -3, 2, 3, 4, 4, 2, 9, 3, 3, -2)",1
"(-6, 1, 9, 8, -4, 3, 9, 2, 9, 3, 9, 9)",1
"(-6, 1, 2, 1, -4, 2, 4, -1, 7, 2, -3, -4)",1
"(-6, 1, 8, 5, -3, 4, 4, -3, 9, 4, 5, 6)",1
"(-4, 4, 5, 4, 3, 8, 7, 2, 2, 4, 9, 1)",1
"(-6, 1, 6, 4, 3, 9, 9, 3, 8, 3, 7, 7)",1
"(-3, 5, -1, 4, 4, 5, 5, 5, 6, 4, 9, 1)",1
"(-6, 1, 6, 3, 8, 5, 4, 8, 9, 8, -2, -4)",1
