,0
"(4, 7, 2, 6, 3, 7, 6, 3, 9, 9, 9, 3)",1
"(-1, 7, 9, 8, 5, 9, 9, 6, 9, 9, 9, 3)",1
"(4, 7, 7, 7, 5, 7, 9, 6, 9, 8, 5, 3)",1
"(2, 7, 9, 8, 9, 9, 9, 9, 7, 9, 9, 3)",1
"(9, 9, -2, 8, 9, 9, 7, 6, 9, 6, 9, 3)",1
"(8, 9, 3, 8, 5, 8, 6, 3, 8, 7, 8, 3)",1
"(5, 7, 1, 6, 6, 9, 7, 3, 9, 7, 8, 3)",1
"(8, 9, 1, 8, 7, 9, 6, 4, 9, 7, 8, 3)",1
"(1, 7, 8, 8, 3, 8, 9, 3, 9, 9, 9, 4)",1
"(9, 9, 9, 9, 9, 9, 9, 9, 8, 9, 6, 3)",1
"(8, 9, 9, 9, 9, 9, 9, 9, 7, 8, 6, 3)",1
"(9, 9, 1, 8, 7, 6, 9, 9, 9, 8, 9, 3)",1
"(9, 9, -2, 8, 9, 9, 7, 7, 9, 6, 9, 3)",1
"(9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 4, 3)",1
"(1, 7, 9, 8, 3, 9, 9, 3, 9, 9, 9, 3)",1
"(9, 9, 6, 9, 7, 7, 9, 9, 9, 7, 4, 3)",1
"(9, 9, 2, 8, 6, 9, 6, 3, 9, 7, 8, 4)",1
"(5, 7, 8, 8, 3, 9, 9, 3, 5, 8, 9, 4)",1
"(8, 9, 8, 9, 6, 9, 8, 4, 5, 9, 9, 3)",1
"(3, 7, 3, 6, 2, 6, 8, 4, 9, 7, 9, 3)",1
"(9, 9, -1, 8, 9, 9, 9, 9, 9, 6, 9, 3)",1
"(9, 9, -2, 8, 9, 8, 7, 7, 9, 6, 9, 3)",1
"(9, 9, 8, 9, 5, 9, 8, 3, 6, 9, 9, 4)",1
"(3, 7, 5, 6, 4, 7, 7, 3, 7, 7, 9, 3)",1
"(9, 9, 4, 8, 2, 6, 8, 4, 7, 7, 8, 4)",1
"(9, 9, -2, 8, 8, 9, 9, 9, 9, 6, 9, 3)",1
"(7, 8, -2, 7, 5, 6, 7, 6, 9, 7, 9, 3)",1
"(9, 9, -2, 8, 7, 8, 8, 7, 9, 6, 9, 3)",1
"(6, 8, 9, 8, 4, 9, 9, 5, 9, 9, 5, 3)",1
"(2, 7, 9, 8, 4, 9, 9, 3, 9, 9, 9, 5)",1
