,0
"(9, 9, 9, 9, 9, 9, 9, 9, 4, 9, 9, 3)",2
"(3, 7, 2, 6, 9, 9, 9, 9, 9, 6, 8, 3)",1
"(1, 7, 2, 6, 9, 9, 7, 7, 9, 6, 9, 3)",1
"(-2, 7, 9, 8, 9, 9, 9, 9, 9, 9, 9, 3)",1
"(5, 8, 2, 6, 7, 7, 9, 9, 9, 6, 7, 3)",1
"(8, 9, -2, 8, 9, 7, 8, 9, 9, 6, 9, 3)",1
"(-2, 7, 9, 8, 8, 9, 9, 8, 9, 9, 9, 3)",1
"(8, 9, 7, 9, 1, 7, 9, 3, 8, 9, 9, 6)",1
"(9, 9, 4, 8, 6, 7, 7, 6, 8, 7, 7, 3)",1
"(9, 9, 1, 8, 6, 7, 9, 8, 8, 6, 9, 3)",1
"(4, 7, 4, 6, 6, 7, 7, 6, 6, 6, 9, 3)",1
"(-1, 7, 4, 6, 9, 9, 7, 7, 9, 6, 9, 3)",1
"(5, 8, 4, 6, 7, 6, 8, 9, 6, 8, 9, 3)",1
"(9, 9, -1, 8, 9, 9, 9, 9, 8, 6, 9, 3)",1
"(4, 7, 2, 6, 8, 7, 8, 9, 8, 6, 9, 3)",1
"(9, 9, 8, 9, 9, 8, 8, 9, 5, 9, 9, 3)",1
"(8, 9, 5, 8, 6, 6, 9, 9, 9, 9, 7, 3)",1
"(9, 9, 3, 8, 2, 6, 9, 4, 9, 9, 8, 3)",1
"(7, 8, 9, 9, 6, 9, 9, 6, 9, 9, 4, 3)",1
"(8, 9, -2, 8, 7, 9, 7, 5, 9, 6, 9, 3)",1
"(9, 9, 3, 8, 4, 7, 9, 6, 9, 6, 9, 7)",1
"(9, 9, 3, 8, 9, 9, 9, 9, 7, 6, 8, 3)",1
"(6, 8, 9, 9, 9, 9, 9, 9, 4, 9, 9, 3)",1
"(-2, 7, 9, 9, 7, 9, 9, 7, 9, 8, 9, 3)",1
"(9, 9, -2, 8, 9, 9, 9, 9, 9, 6, 9, 3)",2
"(9, 9, 8, 9, 9, 9, 9, 9, 9, 8, 4, 3)",1
"(9, 9, 8, 9, 5, 9, 8, 3, 9, 9, 7, 4)",1
"(8, 9, 3, 8, 6, 6, 7, 6, 9, 8, 7, 3)",1
