,0
"(3, 7, 4, 6, 1, 6, 9, 4, 9, 9, 9, 3)",1
"(5, 8, -2, 6, 9, 8, 7, 9, 9, 6, 9, 3)",1
"(3, 7, 9, 8, 4, 9, 9, 4, 9, 9, 6, 3)",1
"(5, 8, 9, 8, 2, 8, 9, 3, 7, 9, 9, 4)",1
"(-1, 7, 9, 8, 9, 9, 9, 9, 9, 9, 9, 3)",1
"(9, 9, 6, 9, 5, 9, 7, 3, 9, 7, 6, 4)",1
"(9, 9, 4, 8, 5, 7, 9, 8, 5, 6, 9, 3)",1
"(8, 9, 1, 8, 6, 7, 6, 5, 9, 8, 9, 3)",1
"(6, 8, 2, 7, 8, 8, 9, 9, 9, 6, 8, 3)",1
"(9, 9, 4, 8, -1, 6, 9, 4, 9, 9, 8, 3)",1
"(9, 9, 2, 8, 5, 8, 7, 4, 9, 6, 7, 3)",1
"(-1, 7, 4, 6, 7, 7, 9, 9, 9, 7, 9, 3)",1
"(3, 7, 9, 8, 6, 9, 9, 7, 6, 8, 9, 3)",1
"(9, 9, 4, 8, 9, 9, 9, 9, 7, 6, 7, 3)",1
"(9, 9, 6, 9, 6, 9, 9, 5, 9, 7, 9, 9)",1
"(7, 8, 9, 9, 9, 9, 9, 9, 4, 9, 9, 3)",1
"(5, 8, 9, 8, 3, 9, 8, 3, 9, 9, 8, 7)",1
"(7, 8, 8, 9, 6, 9, 9, 6, 3, 8, 9, 3)",1
"(9, 9, 4, 8, -1, 6, 9, 3, 9, 9, 9, 4)",1
"(9, 9, 6, 9, 4, 7, 8, 4, 9, 7, 4, 3)",1
"(9, 9, 9, 9, 3, 9, 9, 3, 9, 9, 9, 9)",1
"(1, 7, 9, 8, 4, 9, 9, 4, 9, 9, 8, 3)",1
"(9, 9, 3, 8, 1, 6, 9, 4, 9, 9, 9, 5)",1
"(9, 9, -1, 8, 3, 7, 7, 4, 9, 7, 9, 3)",1
"(8, 9, 3, 7, 4, 7, 7, 5, 8, 6, 7, 3)",1
"(9, 9, 8, 9, 9, 9, 8, 9, 4, 9, 9, 3)",1
"(-1, 7, 5, 6, 5, 8, 7, 4, 9, 6, 9, 3)",1
"(5, 8, 8, 8, 4, 9, 8, 3, 6, 9, 9, 4)",1
"(-2, 7, 8, 8, 6, 9, 9, 5, 9, 8, 9, 3)",1
"(8, 9, 6, 8, 1, 7, 9, 3, 9, 9, 9, 6)",1
