,0
"(-6, 1, -6, -1, 9, 2, -1, 7, 7, 6, 7, -4)",1
"(-6, 1, 9, 7, 3, 9, 9, 3, 9, 3, -1, 2)",1
"(-6, 1, 9, 7, 8, 9, 3, 1, 3, 9, 8, -4)",1
"(-6, 1, -5, -1, 9, -1, -1, 9, 1, 3, 9, -4)",1
"(-6, 1, 4, 2, 4, 9, 9, 4, 8, 3, 3, 3)",1
"(-6, 1, 9, 8, -4, 3, 4, -4, 6, 3, 8, 6)",1
"(-4, 4, 2, 3, -1, 3, 5, 1, 2, 4, 9, -1)",1
"(-6, 1, -1, 1, 5, 9, 1, -4, 9, 8, 6, -1)",1
"(-4, 4, 5, 4, -1, 5, 4, -2, 8, 8, 9, 3)",1
"(-6, 1, 2, 1, 1, 2, 2, 2, 8, 2, -4, -4)",1
"(-3, 4, -1, 3, 7, 9, 3, 1, 6, 4, 8, -1)",1
"(-6, 2, 9, 7, 3, 9, 4, -4, 9, 5, 6, 5)",1
"(-5, 2, 9, 7, 6, 5, 7, 8, 6, 6, 3, -3)",1
"(-6, 2, 9, 7, 1, 5, 5, 1, -4, 4, 9, -4)",1
"(-6, 1, 9, 2, 9, 9, 9, 9, 1, 8, 3, -4)",1
"(-6, 1, 3, 2, -1, 6, 5, -1, 8, 2, -2, -2)",1
"(-6, 1, 7, 5, -6, 3, 4, -4, 9, 6, 2, 1)",1
"(-5, 3, 3, 3, 2, 5, 5, 2, -2, 3, 9, -3)",1
"(-6, 1, 2, 2, 1, 6, 7, 2, 8, 2, 4, 4)",1
"(-6, 1, 8, 5, 3, 9, 4, -4, 8, 7, -2, -4)",1
"(-6, 1, 5, 3, 3, 9, 7, 1, 9, 3, 5, 7)",1
"(-6, 1, 9, 7, 2, 7, 3, -3, 9, 6, -3, -4)",1
"(-6, 1, 2, 1, 2, 6, 1, -3, 4, 9, 8, -4)",1
"(-4, 3, 6, 5, 9, 6, 5, 8, 1, 5, 8, -2)",1
"(-4, 4, -1, 3, 4, 3, 7, 8, 6, 3, 7, -1)",1
