,0
"(-6, 2, 8, 5, 3, 9, 5, -2, 3, 6, 4, -3)",1
"(-6, 1, 9, 6, 6, 5, 4, 6, -1, 4, 6, -4)",1
"(-6, 1, 8, 6, 3, 9, 9, 3, 1, 3, 4, -4)",1
"(-6, 1, 9, 9, -1, 1, 2, 1, 8, 7, 3, -4)",1
"(-4, 4, -1, 2, 5, 4, 3, 4, 9, 3, 3, -2)",1
"(-6, 2, 6, 3, 2, 8, 9, 2, -2, 4, 9, -1)",1
"(-4, 3, 1, 2, 7, 7, 7, 7, 9, 2, -1, -2)",1
"(-6, 2, 1, 2, 4, 5, 2, 1, 6, 9, 8, -3)",1
"(-6, 1, -5, -1, 4, -1, 2, 6, 8, 8, 8, -4)",1
"(-6, 1, 9, 8, 3, 2, 8, 9, 9, 2, -6, -4)",1
"(-3, 5, 8, 6, -2, 7, 8, 1, 7, 9, 9, 2)",1
"(-6, 1, 1, 1, -4, 1, 3, -3, 1, 1, 9, 2)",1
"(-6, 1, 8, 6, 9, 7, 3, 6, 9, 5, -4, -4)",1
"(-6, 1, 8, 3, 9, 6, 5, 9, -2, 6, 7, -4)",1
"(-6, 1, 2, 1, 5, 9, 2, -4, 9, 2, 3, 5)",1
"(-6, 1, 7, 4, -2, 6, 4, -4, 7, 9, 9, 1)",1
"(-6, 1, 4, 2, 5, 9, 2, -3, -3, 5, 9, -4)",1
"(-6, 1, 9, 9, 8, 9, 2, -1, 9, 8, 1, -4)",1
"(-6, 1, 2, 1, 4, 9, 2, -4, 2, 2, 4, -3)",1
"(-4, 4, 2, 3, -3, 3, 5, -1, 8, 5, 9, 4)",1
"(-6, 1, 2, 1, -5, 2, 6, -1, 8, 3, 8, 7)",1
"(2, 8, 9, 9, 9, 9, 9, 9, 9, 9, 9, 4)",1
"(-6, 1, 9, 7, -4, 3, 9, 3, 5, 3, 3, -1)",1
"(-6, 1, 2, 1, 4, 9, 2, -4, 7, 9, 9, 1)",1
"(-6, 1, 9, 9, 6, 9, 2, -3, 9, 2, -5, -4)",1
"(-3, 4, -5, 3, 2, 5, 4, 1, 9, 3, 8, -1)",1
"(-4, 3, 3, 3, 9, 6, 4, 7, 5, 3, 4, -2)",1
"(-6, 1, 9, 8, 8, 3, 5, 9, -4, 3, 8, -4)",1
"(-3, 4, 6, 5, 5, 6, 6, 5, 1, 5, 9, -1)",1
"(-3, 4, -3, 3, 6, 9, 6, 2, 9, 3, 6, 1)",1
