,0
"(-6, 1, 6, 3, 4, 7, 4, 1, 8, 9, 3, -4)",1
"(-3, 4, -6, 3, 9, 9, 9, 9, 9, 3, 9, -1)",1
"(-6, 1, 5, 3, 3, 9, 4, -4, 7, 3, 7, 6)",1
"(-6, 1, 9, 7, 5, 3, 4, 6, 9, 9, 1, -4)",1
"(-3, 4, 1, 3, 7, 9, 4, 2, 9, 3, 2, -1)",1
"(-5, 3, -4, 1, 1, 2, 2, -1, 9, 9, 9, -3)",1
"(-6, 1, 2, 2, 4, 9, 5, -1, 3, 2, 9, 5)",1
"(-6, 1, 7, 5, 3, 9, 3, -4, 9, 9, 9, 4)",1
"(-4, 3, -3, 2, 6, 5, 2, 3, 8, 7, 9, -2)",1
"(-6, 1, -4, -1, 3, 6, 1, -3, 9, -1, -4, -4)",1
"(-6, 1, 6, 3, 1, 9, 5, -4, 4, 6, 2, -4)",1
"(-4, 3, 2, 2, 4, 8, 3, -2, 7, 4, 4, -1)",1
"(-6, 2, -2, 1, 6, 9, 9, 6, 9, 1, 9, 9)",1
"(-5, 3, -4, 1, 3, 6, 8, 5, 6, 1, 5, -2)",1
"(-6, 2, 9, 7, 9, 9, 4, 3, -4, 4, 9, -4)",1
"(-6, 2, 5, 3, 4, 9, 4, -2, 4, 5, 4, -3)",1
"(-6, 1, 8, 5, 2, 9, 5, -3, 9, 5, 1, 2)",1
"(-4, 4, 1, 2, 7, 7, 7, 8, 9, 3, 1, -2)",1
"(-6, 1, 4, 2, 3, 4, 3, 2, 9, 6, -2, -4)",1
"(-5, 2, -1, 1, 6, 8, 2, 1, 4, 2, 4, -3)",1
"(-6, 1, -5, -1, -6, -1, 9, 5, 2, 2, 9, -2)",1
"(-6, 2, 5, 4, 9, 8, 4, 4, 9, 9, 3, -4)",1
"(-5, 2, -6, 1, 3, 6, 5, 2, 9, 1, 8, 3)",1
"(2, 8, 9, 8, 9, 9, 9, 9, 9, 9, 9, 4)",1
"(-3, 4, 9, 7, 3, 9, 9, 3, 5, 6, 9, 3)",1
"(-4, 4, 6, 4, 5, 5, 5, 5, 7, 5, 3, -2)",1
