,0
"(-6, 1, 1, 1, -2, 3, 1, -4, 7, 2, -2, -4)",1
"(1, 8, 4, 6, 9, 9, 9, 9, 9, 7, 9, 3)",1
"(-6, 1, -6, -1, 9, 6, 6, 9, 9, -1, -1, -4)",1
"(-6, 1, -1, -1, 4, 8, 1, -4, 3, 2, 3, -4)",1
"(-6, 1, 9, 3, 9, 9, 8, 7, -5, 8, 9, -4)",1
"(-5, 2, 9, 7, 3, 9, 5, -3, 9, 5, 5, 5)",1
"(-6, 2, -6, -1, -5, 1, 9, 5, 9, 4, 5, -4)",1
"(-6, 1, 5, 3, 7, 9, 5, 2, 5, 3, -1, -4)",1
"(-5, 2, 2, 2, 5, 9, 2, -3, 5, 3, 9, 4)",1
"(-6, 1, -4, -1, -1, -1, 3, 4, -2, 3, 9, -4)",1
"(-5, 2, -1, 1, 6, 9, 6, 2, 9, 1, 1, 1)",1
"(-6, 2, -3, -1, 6, 1, 4, 8, 3, 1, 4, -4)",1
"(-3, 5, 4, 4, 1, 5, 5, 2, 8, 5, 5, 1)",1
"(-6, 1, -1, -1, 3, 7, 3, -1, 3, 1, 1, -4)",1
"(-6, 1, 9, 9, 9, 7, 1, 2, 1, 1, 3, -4)",1
"(-4, 4, -1, 2, 8, 8, 3, 4, 5, 3, 7, -2)",1
"(-6, 1, -6, -1, -6, -1, 8, 3, 9, 3, 7, 2)",1
"(-4, 3, 9, 7, 6, 9, 5, 2, 7, 8, 5, -2)",1
"(-6, 1, 9, 7, 5, 9, 5, 1, 4, 4, 1, -4)",1
"(-6, 1, 2, 1, -5, 2, 3, -3, 2, 2, 9, 3)",1
"(-6, 1, 3, 2, -6, 2, 9, 3, 4, 9, 8, -4)",1
"(-6, 1, 3, 3, 9, 9, 9, 9, -4, 1, 8, -4)",1
"(-6, 2, 6, 3, -2, 4, 5, -2, -2, 6, 9, -4)",1
"(-6, 1, -1, -1, 2, 5, 8, 5, 7, 1, -3, -4)",1
"(-5, 3, 2, 2, 3, 7, 3, -3, 8, 9, 9, 2)",1
"(-6, 1, 6, 4, -2, 3, 5, 1, 4, 9, 7, -4)",1
"(-6, 1, 8, 6, 4, 4, 4, 4, 4, 6, 3, -4)",1
"(-5, 2, -1, 1, -1, 4, 3, -2, 9, 1, 5, 5)",1
"(-6, 1, -1, -1, -3, 2, 4, -1, 4, 1, 1, -4)",1
"(-6, 2, -6, 1, 9, 9, 1, 1, 9, 9, 9, -3)",1
"(-6, 2, 7, 5, -3, 5, 9, 3, 6, 4, 5, 3)",1
