,0
"(-6, 1, -4, -1, -2, 2, 4, 1, -1, -1, 9, -1)",1
"(-6, 1, 9, 9, 3, 2, 1, 2, 7, 1, -3, -4)",1
"(-6, 1, 9, 8, -4, 3, 3, -4, -2, 3, 9, -1)",1
"(-6, 1, 9, 7, -4, 3, 4, -4, 9, 4, -4, -3)",1
"(-6, 2, 9, 7, 3, 8, 4, -3, 3, 9, 9, -4)",1
"(-6, 1, 5, 3, -4, 4, 4, -3, 5, 3, 3, -1)",1
"(-6, 1, -6, -1, 3, 2, 9, 9, 4, -1, 5, -4)",1
"(-6, 1, 9, 7, 9, 9, 9, 9, -6, 3, 9, -4)",1
"(-3, 5, 3, 4, 1, 5, 6, 2, 9, 4, 4, 1)",1
"(-3, 5, 1, 3, -1, 4, 9, 5, 8, 4, 8, 3)",1
"(-6, 1, 7, 3, -3, 6, 9, 1, 9, 5, 7, 8)",1
"(-6, 1, 9, 6, -6, 4, 9, 1, 7, 7, -1, -4)",1
"(-6, 1, 5, 3, -5, 3, 4, -4, 2, 8, 9, -4)",1
"(-6, 1, 9, 5, 9, 9, 5, 5, 7, 9, 1, -4)",1
"(-6, 1, 4, 2, 3, 8, 7, 2, -3, 3, 7, -3)",1
"(-6, 1, 3, 2, 3, 7, 5, 1, 6, 2, -3, -4)",1
"(-3, 5, -4, 4, 5, 4, 7, 9, 8, 4, 9, 1)",1
"(-3, 4, -2, 3, 9, 9, 3, 3, 6, 4, 9, -1)",1
"(-6, 1, 9, 7, 9, 9, 4, 3, 1, 5, 6, -4)",1
"(-6, 1, 9, 7, 3, 4, 9, 8, -2, 3, 5, -4)",1
"(-6, 1, 3, 2, 2, 2, 3, 2, 9, 5, -3, -4)",1
"(-6, 1, 5, 3, -4, 4, 4, -4, 4, 3, 1, -4)",1
"(-6, 1, 9, 2, 4, 9, 9, 4, -6, 9, 9, -4)",1
"(-6, 1, 9, 7, 6, 3, 4, 6, 2, 5, 4, -4)",1
"(-6, 1, -6, -1, 4, -1, 5, 9, 5, 5, 9, -4)",1
"(-4, 3, 9, 7, -1, 7, 9, 3, 2, 5, 9, 1)",1
"(-5, 2, 8, 6, 2, 8, 9, 2, 2, 4, 7, -1)",1
"(-6, 1, 7, 5, 8, 9, 2, 2, 9, 7, -2, -4)",1
"(-3, 4, 6, 5, 1, 6, 9, 4, 9, 5, 6, 3)",1
"(-4, 3, -2, 2, -1, 3, 2, -1, 8, 8, 9, -2)",1
"(-4, 3, 4, 4, 2, 6, 5, -1, 4, 4, 5, -2)",1
