,0
"(-1, 6, 2, 5, 2, 3, 9, 7, 9, 5, 9, 4)",1
"(1, 7, 8, 9, 6, 7, 8, 7, 8, 6, 9, 3)",1
"(-1, 6, -1, 5, 9, 9, 4, 4, 9, 4, 9, 3)",1
"(-1, 6, 2, 5, 2, 3, 7, 7, 9, 4, 9, 5)",1
"(-1, 7, 6, 9, 3, 4, 4, 3, 9, 5, 9, 3)",1
"(-1, 6, 2, 5, 7, 4, 6, 9, 8, 3, 9, 4)",1
"(1, 7, 4, 6, 3, 5, 6, 3, 9, 5, 9, 4)",1
"(1, 7, 8, 8, 9, 9, 8, 8, 9, 9, 9, 3)",1
"(1, 7, 7, 8, 9, 8, 7, 8, 9, 9, 9, 3)",1
"(-1, 6, 5, 8, 3, 3, 9, 9, 9, 5, 9, 3)",1
"(-1, 6, 6, 9, 6, 5, 3, 5, 9, 4, 8, 4)",1
"(-1, 7, 5, 8, 5, 5, 7, 8, 9, 4, 7, 3)",1
"(-1, 7, 2, 6, 6, 5, 5, 6, 8, 4, 9, 3)",1
"(-1, 7, 2, 6, 4, 4, 5, 4, 9, 4, 9, 4)",1
"(-1, 6, -1, 5, 6, 5, 4, 4, 9, 4, 9, 3)",1
"(1, 7, 9, 9, 7, 9, 7, 5, 9, 9, 9, 3)",1
"(-1, 6, 4, 7, 9, 7, 6, 8, 8, 3, 9, 4)",1
"(-1, 6, -1, 5, 9, 9, 3, 4, 9, 4, 9, 4)",1
"(-1, 6, 1, 5, 2, 3, 5, 4, 9, 5, 9, 4)",1
"(1, 7, 2, 6, 9, 5, 5, 9, 9, 5, 9, 3)",1
"(-1, 6, 3, 6, 2, 3, 8, 7, 9, 5, 9, 4)",1
"(-1, 6, 1, 5, 5, 3, 4, 6, 9, 4, 9, 3)",1
"(-1, 6, 2, 5, 3, 3, 4, 4, 9, 4, 8, 4)",1
"(-1, 6, -1, 5, 9, 9, 9, 9, 9, 4, 9, 3)",1
"(1, 7, 5, 7, 3, 5, 9, 7, 9, 7, 9, 3)",1
"(-1, 7, 2, 6, 8, 5, 7, 9, 8, 4, 9, 3)",1
"(1, 7, 7, 9, 9, 9, 6, 5, 8, 5, 9, 3)",1
"(-1, 6, 2, 5, 3, 3, 4, 4, 9, 4, 9, 4)",1
"(-1, 6, 6, 9, 9, 3, 3, 9, 9, 4, 8, 4)",1
"(1, 7, 9, 9, 5, 9, 8, 3, 9, 9, 9, 3)",1
