,0
"(3, 7, 2, 6, 7, 9, 6, 4, 9, 7, 8, 3)",1
"(9, 9, 2, 8, 6, 7, 7, 6, 6, 7, 9, 3)",1
"(7, 8, 8, 9, 5, 9, 9, 5, 8, 8, 9, 7)",1
"(5, 8, -2, 6, 6, 7, 8, 6, 9, 6, 9, 3)",1
"(-2, 7, 9, 8, 9, 9, 9, 9, 9, 8, 9, 3)",1
"(5, 7, -2, 6, 6, 8, 8, 5, 9, 6, 9, 3)",1
"(1, 7, 9, 8, 7, 9, 9, 8, 9, 9, 9, 3)",1
"(9, 9, -1, 8, 9, 9, 9, 9, 9, 6, 9, 3)",1
"(1, 7, 9, 8, 8, 9, 9, 7, 9, 9, 8, 3)",1
"(4, 7, -1, 6, 9, 9, 9, 9, 9, 6, 9, 3)",1
"(4, 7, 5, 6, 8, 9, 7, 5, 5, 7, 9, 3)",1
"(9, 9, 1, 8, 6, 7, 7, 6, 9, 7, 8, 3)",1
"(4, 7, 1, 6, 9, 9, 6, 6, 9, 8, 9, 3)",1
"(-2, 7, 5, 6, 7, 7, 9, 9, 9, 6, 9, 3)",1
"(-2, 7, 8, 8, 6, 9, 9, 6, 9, 8, 9, 3)",1
"(8, 9, 7, 9, 9, 8, 8, 9, 6, 7, 7, 3)",1
"(9, 9, 7, 9, 4, 9, 8, 3, 7, 8, 9, 5)",1
"(8, 9, 9, 9, 9, 9, 9, 9, 9, 9, 4, 3)",1
"(9, 9, -2, 8, 9, 9, 9, 9, 9, 6, 9, 3)",2
"(8, 9, 1, 8, 9, 9, 6, 7, 9, 7, 9, 3)",1
"(8, 9, 2, 7, 6, 8, 6, 4, 9, 9, 9, 3)",1
"(9, 9, 3, 8, 9, 8, 7, 9, 5, 6, 9, 3)",1
"(5, 8, 3, 6, 7, 8, 7, 6, 6, 6, 9, 3)",1
"(2, 7, 8, 7, 4, 9, 8, 3, 8, 9, 9, 4)",1
"(9, 9, 6, 9, 1, 7, 9, 4, 9, 9, 7, 3)",1
"(9, 9, 4, 8, 8, 7, 9, 9, 5, 6, 9, 3)",1
"(6, 8, 3, 7, 9, 7, 6, 9, 8, 8, 9, 3)",1
"(3, 7, 9, 8, 8, 9, 9, 8, 6, 9, 9, 3)",1
"(3, 7, 1, 6, 9, 7, 7, 9, 9, 6, 9, 3)",1
