,0
"(1, 7, 9, 8, 4, 9, 8, 9, 3, 3, 9, 4)",1
"(1, 7, -1, 6, 5, 6, 5, 9, 9, 3, 9, 3)",1
"(1, 7, -1, 6, -6, 6, -5, 9, 9, 3, 9, 3)",1
"(1, 7, 8, 7, -6, 8, -4, 8, 6, 3, 9, 5)",1
"(1, 7, 9, 8, 5, 9, 4, 9, 7, 3, 4, 3)",1
"(1, 7, 9, 8, -2, 9, 9, 9, 9, 3, 8, 9)",1
"(1, 7, 9, 8, 9, 9, -6, 9, 7, 7, 9, 3)",1
"(1, 7, -1, 6, -6, 6, -6, 7, 9, 3, 9, 3)",1
"(1, 7, 9, 8, 2, 9, -6, 3, 9, 9, 9, 5)",1
"(1, 7, 9, 8, -2, 9, 9, 9, 9, 4, 4, 3)",1
"(1, 7, 6, 6, 9, 8, -6, 9, 8, 7, 9, 3)",1
"(1, 7, -1, 6, 9, 9, -6, 6, 9, 3, 9, 3)",1
"(1, 7, 7, 7, 5, 9, 9, 8, 5, 5, 9, 3)",1
"(1, 7, 2, 6, -6, 6, -1, 8, 8, 3, 9, 3)",1
"(1, 7, 1, 6, 7, 6, 3, 9, 9, 3, 9, 3)",1
"(1, 7, 2, 6, 4, 7, 9, 8, 9, 5, 9, 3)",1
"(1, 7, 8, 8, -6, 8, -3, 8, 4, 4, 9, 3)",1
"(1, 7, 9, 8, 4, 9, 8, 5, 9, 9, 9, 3)",1
"(1, 7, 9, 8, 9, 9, -2, 9, 3, 3, 9, 3)",1
"(1, 7, 2, 6, -2, 6, 9, 9, 9, 3, 9, 4)",1
"(1, 7, 7, 7, -1, 7, 9, 5, 9, 8, 9, 3)",1
"(1, 7, -1, 6, 9, 6, 1, 9, 9, 3, 9, 3)",1
"(1, 7, 9, 9, 6, 9, -6, 4, 9, 4, 4, 3)",1
"(1, 7, 9, 8, -6, 8, 4, 9, 4, 4, 9, 3)",1
"(1, 7, 9, 8, -5, 8, 3, 8, 3, 3, 9, 3)",1
"(1, 7, 9, 8, -5, 8, 6, 9, 4, 3, 8, 3)",1
"(1, 7, 4, 6, 6, 9, 5, 4, 7, 4, 9, 4)",1
"(1, 7, 6, 7, 7, 9, 4, 6, 4, 3, 9, 3)",1
"(1, 7, 1, 6, 5, 6, -5, 6, 9, 3, 9, 4)",1
"(1, 7, 9, 8, 3, 9, -6, 3, 9, 6, 9, 8)",1
