,0
"(1, 7, 8, 8, 4, 9, 3, 3, 9, 4, 9, 3)",1
"(1, 7, 8, 8, 2, 8, 9, 9, 9, 4, 9, 3)",1
"(1, 7, 5, 6, 7, 7, 5, 8, 9, 4, 9, 3)",1
"(1, 7, 4, 6, 3, 7, 9, 4, 9, 8, 9, 3)",1
"(1, 7, 9, 8, 9, 9, 3, 8, 9, 3, 9, 4)",1
"(1, 7, 9, 8, 9, 9, 9, 8, 9, 9, 8, 3)",1
"(1, 7, 9, 8, 8, 9, 7, 9, 9, 7, 8, 3)",1
"(1, 7, 6, 7, 4, 8, 9, 4, 8, 9, 9, 3)",1
"(1, 7, 4, 6, 4, 7, 9, 4, 9, 9, 9, 3)",1
"(1, 7, 4, 6, 9, 9, 3, 6, 9, 3, 9, 3)",1
"(1, 7, 5, 6, 9, 9, 9, 9, 9, 7, 8, 3)",1
"(1, 7, 4, 6, 6, 8, 8, 9, 9, 3, 9, 3)",1
"(1, 7, 5, 6, 3, 7, 9, 4, 9, 9, 9, 3)",1
"(1, 7, 3, 6, 4, 7, 5, 5, 9, 4, 9, 3)",1
"(1, 7, 4, 6, 9, 8, 4, 9, 9, 3, 9, 4)",1
"(1, 7, 5, 6, 5, 7, 5, 5, 9, 5, 8, 3)",1
"(1, 7, 9, 8, 9, 9, 2, 9, 9, 3, 9, 3)",1
"(1, 7, 8, 8, 6, 8, 3, 7, 9, 4, 9, 3)",1
"(1, 7, 9, 8, 3, 9, 6, 4, 9, 6, 9, 3)",1
"(1, 7, 9, 8, 9, 9, 9, 9, 8, 9, 9, 3)",1
"(1, 7, 5, 6, 5, 8, 2, 4, 9, 3, 9, 4)",1
"(1, 7, 5, 6, 4, 6, 7, 9, 9, 3, 9, 3)",1
"(1, 7, 9, 8, 9, 8, 8, 9, 9, 9, 9, 3)",1
"(1, 7, 3, 6, 7, 7, 4, 7, 9, 3, 9, 3)",1
"(1, 7, 4, 6, 9, 7, 9, 9, 9, 9, 9, 3)",1
"(1, 7, 7, 7, 4, 8, 8, 5, 8, 6, 9, 3)",1
"(1, 7, 7, 7, 5, 7, 4, 5, 9, 5, 9, 3)",1
"(1, 7, 9, 8, 9, 9, 8, 9, 9, 8, 9, 3)",1
"(1, 7, 4, 6, 3, 7, 6, 5, 9, 4, 9, 3)",1
"(1, 7, 6, 6, 4, 8, 9, 3, 9, 9, 9, 4)",1
