,0
"(-1, 6, 3, 6, 3, 4, 5, 4, 8, 4, 9, 4)",1
"(1, 7, 9, 9, 9, 9, 7, 7, 9, 9, 9, 3)",1
"(1, 7, 2, 6, 4, 5, 5, 5, 9, 5, 9, 3)",1
"(1, 7, 3, 6, 9, 9, 9, 9, 9, 6, 9, 3)",1
"(-1, 6, 6, 9, 9, 9, 5, 6, 7, 3, 9, 3)",1
"(1, 7, 9, 9, 8, 8, 9, 9, 8, 7, 9, 3)",1
"(-1, 6, 3, 6, 9, 8, 7, 8, 9, 3, 8, 3)",1
"(1, 7, 9, 9, 9, 8, 8, 9, 9, 9, 9, 3)",1
"(-1, 7, 5, 8, 9, 9, 4, 4, 7, 4, 9, 3)",1
"(1, 7, 9, 9, 9, 9, 9, 9, 8, 8, 9, 3)",1
"(-1, 6, 6, 9, 4, 3, 4, 4, 9, 4, 8, 4)",1
"(-1, 6, 2, 6, 3, 3, 5, 5, 9, 4, 8, 3)",1
"(-1, 6, 6, 9, 4, 3, 5, 5, 9, 4, 9, 4)",1
"(-1, 7, 2, 6, 9, 9, 9, 9, 8, 4, 9, 3)",1
"(1, 7, 9, 9, 9, 8, 9, 9, 9, 9, 8, 3)",1
"(-1, 7, 7, 9, 4, 4, 9, 9, 9, 6, 9, 3)",1
"(1, 7, 3, 6, 3, 6, 6, 4, 9, 6, 9, 3)",1
"(-1, 7, 7, 9, 4, 5, 5, 4, 8, 4, 9, 3)",1
"(-1, 6, 4, 7, 5, 3, 7, 9, 8, 4, 9, 4)",1
"(1, 7, 7, 8, 3, 6, 7, 4, 9, 6, 9, 3)",1
"(-1, 6, 1, 5, 5, 4, 3, 5, 9, 4, 9, 4)",1
"(1, 7, 7, 7, 2, 7, 9, 5, 9, 8, 9, 3)",1
"(-1, 7, 4, 7, 3, 4, 4, 3, 9, 6, 9, 3)",1
"(1, 7, 2, 6, 6, 5, 8, 9, 9, 5, 9, 3)",1
"(1, 7, 5, 7, 4, 6, 7, 6, 8, 5, 9, 3)",1
"(1, 7, 3, 6, 5, 5, 9, 8, 9, 5, 9, 3)",1
"(1, 7, 5, 6, 9, 8, 9, 9, 9, 8, 9, 3)",1
"(-1, 6, 1, 5, 8, 5, 3, 6, 9, 4, 9, 4)",1
"(-1, 6, 6, 9, 5, 4, 3, 4, 8, 4, 9, 4)",1
"(-1, 6, 4, 7, 4, 4, 9, 9, 9, 4, 7, 3)",1
