	all	dKd	Keq	Kd	Km1	Km2	Km3	kcat
0	0.153890859824	0.194962649316	0.224913171461	0.210633497578	0.20537466222	0.1902182873	0.206809582263	0.170651548621
1	0.154264062276	0.203834431588	0.216851103082	0.207164166995	0.190211555684	0.198083696246	0.213598439241	0.18258758215
2	0.140719563863	0.195537077857	0.219442965645	0.204285812703	0.202366406611	0.199657739135	0.220118821425	0.16869743327
3	0.136208152933	0.2001392411	0.22025216975	0.199210207261	0.191821103471	0.205106325158	0.217928517916	0.174351544514
4	0.141363195258	0.2017170284	0.217072805248	0.205877416179	0.203882948868	0.197257594932	0.21798915646	0.164552989059
5	0.142885606759	0.197419533688	0.21282815683	0.218252867021	0.201737852146	0.199865165456	0.216661208377	0.16869743327
6	0.148970543056	0.196438093094	0.222405971878	0.207498509668	0.210383373127	0.191430793855	0.22072228907	0.170651548621
7	0.143132307476	0.205964648797	0.216489867136	0.206337167061	0.21394610144	0.19415660483	0.208924660849	0.170651548621
8	0.148937050991	0.2009167852	0.21342486224	0.21558002058	0.212885093004	0.198408401591	0.207176020628	0.166666666667
9	0.151091367506	0.204082192966	0.217449092691	0.214947562376	0.207355125024	0.199575133287	0.216099484231	0.179448565864
10	0.156850088797	0.197341846766	0.215657771025	0.217396360103	0.205955377928	0.19493669276	0.217350792124	0.162349341122
11	0.154736861565	0.206953370019	0.219201188569	0.215494889567	0.204162161896	0.203313539587	0.211211617456	0.186965787079
12	0.140952139212	0.196303251229	0.215699437004	0.206662203499	0.200437741799	0.194515326962	0.208604333991	0.16869743327
13	0.155784778424	0.201642865532	0.215455219737	0.206130548532	0.194319152972	0.196797778929	0.214482208543	0.177804684581
14	0.143553273764	0.201928810175	0.2178081621	0.209336777117	0.198375680289	0.193878018533	0.209598585807	0.172534589272
15	0.149221263203	0.194627320124	0.219945523508	0.214303294363	0.208087994718	0.204213405772	0.216004497616	0.179448565864
16	0.145308321287	0.204339750449	0.213856554127	0.216686450449	0.197436833381	0.175923348314	0.215946270682	0.185547125427
17	0.139595105012	0.205684450969	0.219722280135	0.212424797168	0.200162164705	0.202904830406	0.21675209209	0.155112759679
18	0.15473320144	0.189277340533	0.219722280135	0.218415634246	0.203787962253	0.200903228574	0.209375300308	0.162349341122
19	0.149564948535	0.201563351381	0.219579405996	0.212179533075	0.208239407966	0.20144610144	0.215381689967	0.172534589272
20	0.139785715575	0.203064910941	0.214496196961	0.211012471763	0.195784701063	0.19429219895	0.20661623947	0.16869743327
21	0.145552277691	0.198574924386	0.218975531261	0.211062200911	0.203599484231	0.192959624764	0.211987640924	0.160047721707
22	0.151378429835	0.18860570871	0.222606481622	0.210287427052	0.211069177571	0.188409800904	0.20811229292	0.160047721707
23	0.149812699312	0.204624046884	0.218975531261	0.217675171672	0.200399642331	0.189277340533	0.204666078131	0.171876391881
24	0.14895317764	0.208555628022	0.216901948304	0.207855390696	0.20257471809	0.198293562868	0.214496181261	0.179448565864
25	0.140920806635	0.205472669193	0.214729444756	0.211427649413	0.204735584996	0.207660911805	0.219688455548	0.176106896047
26	0.152325162629	0.203118751391	0.220458461837	0.209415063423	0.212261304519	0.186790208992	0.21765485432	0.177804684581
27	0.150703049826	0.193455710024	0.215102450901	0.212760675373	0.20284336853	0.190974878646	0.212757258866	0.157639012467
28	0.147918711406	0.211869666014	0.214844115603	0.210819584865	0.217675171672	0.207495223938	0.210182116463	0.177804684581
29	0.153636984812	0.194786708971	0.21862913477	0.203436081564	0.205218574442	0.200009589848	0.201207916341	0.179448565864
30	0.146421655226	0.206059635411	0.215310555925	0.20709004547	0.213355958901	0.203939742177	0.220428688486	0.170651548621
31	0.141063216859	0.198898244274	0.216075868771	0.199904155571	0.198098021714	0.193023813777	0.218162667518	0.177804684581
32	0.151395044327	0.193797987749	0.21287264082	0.206673172191	0.205729563268	0.197468623771	0.215293247242	0.157639012467
33	0.144375683098	0.192197753326	0.218569529565	0.207691988029	0.192531607951	0.199161321118	0.205233148166	0.172534589272
34	0.133702513716	0.195572919287	0.22291856478	0.211559798953	0.207260138409	0.203154954857	0.222492612992	0.177804684581
