,0
"(1, 7, 2, 6, -5, 6, -6, 3, 9, 3, 9, 5)",1
"(1, 7, 9, 8, -1, 8, -6, 3, 7, 3, 6, 4)",1
"(1, 7, 9, 7, 8, 9, 9, 9, 8, 9, 9, 3)",1
"(1, 7, -1, 6, 6, 8, 5, 6, 9, 3, 9, 3)",1
"(1, 7, 9, 8, 1, 9, 7, 5, 8, 4, 5, 4)",1
"(1, 7, 5, 6, 6, 9, -4, 4, 9, 3, 8, 5)",1
"(1, 7, 6, 7, -3, 7, -6, 7, 8, 4, 7, 3)",1
"(1, 7, 9, 9, 3, 7, -6, 5, 9, 9, 9, 3)",1
"(1, 7, 2, 6, -6, 6, -5, 7, 9, 3, 9, 4)",1
"(1, 7, 9, 8, -1, 8, -4, 7, 5, 5, 9, 3)",1
"(1, 7, 2, 6, 7, 9, 9, 8, 9, 5, 9, 3)",1
"(1, 7, 9, 8, -6, 8, -6, 9, 9, 3, 3, 4)",1
"(1, 7, 7, 7, 6, 9, 7, 9, 9, 3, 9, 8)",1
"(1, 7, 8, 8, 3, 8, 9, 9, 9, 4, 3, 3)",1
"(1, 7, 7, 7, 6, 9, -5, 4, 5, 3, 9, 4)",1
"(1, 7, 7, 7, -6, 7, -4, 8, 6, 3, 9, 5)",1
"(1, 7, 9, 8, 1, 8, -6, 9, 9, 3, 3, 3)",1
"(1, 7, 9, 8, 4, 9, 3, 9, 3, 4, 9, 3)",1
"(1, 7, 9, 8, 5, 9, -6, 9, 9, 7, 6, 3)",1
"(1, 7, 9, 8, -6, 8, -6, 7, 3, 3, 9, 4)",1
"(1, 7, 9, 8, 6, 9, -6, 6, 9, 3, 3, 3)",1
"(1, 7, 6, 6, -6, 7, -5, 9, 9, 3, 5, 3)",1
"(1, 7, 5, 6, 5, 7, 2, 5, 7, 3, 7, 3)",1
"(1, 7, 9, 8, 4, 9, 9, 9, 9, 3, 9, 9)",1
"(1, 7, 7, 7, -6, 7, -5, 3, 8, 3, 6, 4)",1
"(1, 7, 1, 6, 9, 9, -1, 6, 9, 3, 9, 4)",1
"(1, 7, 9, 8, -5, 9, 6, 9, 9, 9, 9, 3)",1
"(1, 7, 6, 7, 6, 9, 4, 3, 9, 4, 8, 5)",1
"(1, 7, 9, 8, -6, 8, -1, 4, 4, 4, 9, 3)",1
"(1, 7, 9, 8, -6, 8, -6, 5, 9, 3, 9, 9)",1
