,0
"(1, 7, 9, 8, 8, 9, 2, 7, 9, 3, 9, 3)",1
"(1, 7, 5, 6, 8, 8, 7, 9, 9, 5, 8, 3)",1
"(1, 7, 7, 7, 6, 9, 5, 4, 8, 5, 9, 3)",1
"(1, 7, 4, 6, 3, 7, 5, 4, 9, 5, 9, 3)",1
"(1, 7, 8, 7, 5, 9, 9, 4, 9, 9, 8, 3)",1
"(1, 7, 8, 7, 9, 9, 4, 9, 8, 4, 9, 3)",1
"(1, 7, 7, 7, 3, 7, 8, 7, 9, 5, 9, 3)",1
"(1, 7, 7, 7, 8, 8, 5, 9, 8, 4, 9, 3)",1
"(1, 7, 9, 8, 9, 9, 9, 9, 8, 9, 9, 3)",1
"(1, 7, 9, 8, 7, 9, 9, 9, 9, 6, 8, 3)",1
"(1, 7, 8, 8, 9, 9, 4, 9, 9, 5, 9, 3)",1
"(1, 7, 5, 6, 2, 6, 9, 5, 9, 8, 9, 3)",1
"(1, 7, 4, 6, 3, 7, 6, 5, 9, 5, 9, 4)",1
"(1, 7, 9, 8, 9, 9, 9, 9, 9, 9, 9, 3)",1
"(1, 7, 3, 6, 9, 9, 8, 9, 9, 5, 9, 3)",1
"(1, 7, 9, 8, 8, 9, 7, 8, 9, 9, 9, 3)",1
"(1, 7, 4, 6, 3, 7, 3, 4, 9, 3, 9, 3)",1
"(1, 7, 5, 6, 5, 6, 9, 8, 9, 7, 9, 3)",1
"(1, 7, 3, 6, 5, 8, 4, 4, 9, 4, 9, 3)",1
"(1, 7, 9, 8, 8, 9, 4, 6, 9, 6, 9, 3)",1
"(1, 7, 4, 6, 3, 6, 5, 5, 9, 4, 9, 3)",1
"(1, 7, 3, 6, 8, 9, 9, 9, 9, 5, 9, 3)",1
"(1, 7, 9, 8, 9, 9, 2, 9, 9, 4, 9, 3)",1
"(1, 7, 9, 8, 9, 9, 3, 9, 9, 3, 9, 4)",1
"(1, 7, 4, 6, 7, 9, 4, 4, 9, 4, 9, 3)",1
"(1, 7, 9, 8, 9, 9, 2, 9, 9, 3, 9, 3)",1
"(1, 7, 6, 7, 7, 9, 9, 9, 9, 5, 8, 3)",1
"(1, 7, 9, 8, 6, 8, 3, 7, 9, 3, 9, 3)",1
"(1, 7, 6, 7, 9, 9, 2, 7, 9, 3, 9, 3)",1
"(1, 7, 5, 6, 4, 7, 3, 3, 9, 4, 9, 4)",1
