	v_eno1	v_eno2	v_eno3
0	8.67361737988e-19	0.0	0.0
1	-2.71050543121e-19	-1.73472347598e-18	0.0
2	0.0	0.0	1.62630325873e-19
3	0.0	-2.38524477947e-18	0.0
4	0.0	0.0	0.0
5	8.67361737988e-19	0.0	0.0
6	2.03287907341e-20	0.0	0.0
7	0.0	-4.33680868994e-19	0.0
8	0.0	4.33680868994e-19	6.77626357803e-21
9	0.0	0.0	0.0
10	0.0	0.0	0.0
11	2.71050543121e-20	1.51788304148e-18	1.24683249836e-18
12	0.0	1.73472347598e-18	0.0
13	0.0	-8.67361737988e-19	0.0
14	0.0	0.0	0.0
15	0.0	0.0	0.0
16	0.0	0.0	0.0
17	0.0	2.16840434497e-19	0.0
18	0.0	0.0	0.0
19	0.0	0.0	0.0
20	0.0	0.0	0.0
21	0.0	1.73472347598e-18	0.0
22	0.0	-4.33680868994e-19	0.0
23	0.0	0.0	0.0
24	0.0	0.0	0.0
25	0.0	0.0	0.0
26	0.0	0.0	0.0
27	0.0	0.0	0.0
28	0.0	-8.67361737988e-19	0.0
29	0.0	0.0	0.0
30	0.0	1.73472347598e-18	0.0
31	0.0	0.0	0.0
32	0.0	-3.46944695195e-18	0.0
33	0.0	0.0	0.0
34	0.0	0.0	0.0
35	0.0	-8.67361737988e-19	0.0
36	0.0	0.0	8.13151629364e-20
37	0.0	0.0	0.0
38	0.0	4.33680868994e-19	0.0
39	0.0	1.95156391047e-18	0.0
40	0.0	0.0	0.0
41	1.15196480827e-19	0.0	0.0
42	0.0	0.0	0.0
43	0.0	2.16840434497e-19	8.94466792301e-19
44	0.0	0.0	0.0
45	0.0	-1.30104260698e-18	0.0
46	0.0	0.0	0.0
47	0.0	-8.67361737988e-19	0.0
48	-5.42101086243e-19	1.95156391047e-18	0.0
49	0.0	0.0	-2.16840434497e-19
50	0.0	8.67361737988e-19	0.0
51	0.0	0.0	0.0
52	0.0	8.67361737988e-19	0.0
53	0.0	0.0	0.0
54	0.0	0.0	0.0
55	-5.0279875749e-18	0.0	0.0
56	0.0	-2.16840434497e-19	0.0
57	0.0	8.67361737988e-19	0.0
58	0.0	8.67361737988e-19	0.0
59	0.0	-8.67361737988e-19	0.0
60	0.0	0.0	0.0
61	0.0	4.33680868994e-19	0.0
62	0.0	0.0	0.0
63	-2.71050543121e-19	-8.67361737988e-19	0.0
64	0.0	0.0	1.59919820442e-18
65	0.0	0.0	0.0
66	0.0	0.0	0.0
67	0.0	0.0	0.0
68	0.0	0.0	0.0
69	0.0	-4.33680868994e-19	0.0
70	0.0	0.0	0.0
71	0.0	1.95156391047e-18	0.0
72	0.0	-8.67361737988e-19	0.0
73	0.0	2.16840434497e-19	0.0
74	0.0	0.0	0.0
75	0.0	0.0	0.0
76	0.0	-1.73472347598e-18	0.0
77	0.0	0.0	0.0
78	5.42101086243e-20	-1.73472347598e-18	0.0
79	1.89735380185e-19	0.0	0.0
80	0.0	0.0	0.0
81	0.0	0.0	0.0
82	0.0	-4.98732999343e-18	0.0
83	0.0	1.30104260698e-18	0.0
84	0.0	6.50521303491e-19	0.0
85	0.0	0.0	0.0
86	-4.33680868994e-19	-8.67361737988e-19	0.0
87	1.08420217249e-19	8.67361737988e-19	0.0
88	0.0	0.0	0.0
89	0.0	-1.51788304148e-18	0.0
90	0.0	1.73472347598e-18	0.0
91	0.0	1.73472347598e-18	0.0
92	-2.52077005103e-18	-2.16840434497e-19	0.0
93	0.0	0.0	0.0
94	0.0	0.0	0.0
95	8.13151629364e-20	0.0	0.0
96	0.0	1.73472347598e-18	1.35525271561e-19
97	0.0	0.0	0.0
98	5.42101086243e-20	0.0	0.0
99	0.0	8.67361737988e-19	0.0
