frame	deltaG
1	-45.2181
2	-61.6985
3	-65.64
4	-48.4771
5	-45.8834
6	-59.2893
7	-52.3998
8	-53.1478
9	-35.2909
10	-43.5808
11	-44.2642
12	-50.3845
13	-38.1955
14	-57.155
15	-57.9557
16	-60.8163
17	-32.2217
18	-53.3147
19	-41.6226
20	-71.0225
21	-48.8785
22	-72.117
23	-50.7832
24	-63.3301
25	-44.0247
26	-61.1688
27	-28.4143
28	-45.5219
29	-28.8667
30	-50.2017
31	-49.1438
32	-41.5938
33	-32.3975
34	-52.5413
35	-59.1423
36	-6.5577
37	-34.0904
38	-28.4876
39	-36.4968
40	-34.9933
41	-37.4069
42	-26.5258
43	-45.6916
44	-55.1295
45	-15.5523
46	-40.3275
47	-45.5004
48	-24.0977
49	-6.0993
50	-22.0814
51	-23.5103
52	-33.8431
53	-21.9786
54	-20.3709
55	-16.8386
56	-28.0374
57	-48.6278
58	-23.0788
59	-43.1731
60	-62.2971
61	-48.5075
62	-33.1958
63	-42.4651
64	-48.9383
65	-52.7692
66	-54.6477
67	-62.7831
68	-35.5966
69	-53.6561
70	-39.4991
71	-44.1835
72	-62.6124
73	-61.318
74	-56.2259
75	-58.2516
76	-48.9471
77	-53.4018
78	-58.114
79	-49.0131
80	-53.223
81	-40.1252
82	-52.2926
83	-53.0602
84	-36.5955
85	-32.2534
86	-55.4083
87	-44.7318
88	-41.4506
89	-41.2627
90	-29.9867
91	-36.7907
92	-48.3248
93	-48.6434
94	-62.5903
95	-64.7385
96	-72.0495
97	-59.124
98	-59.8096
99	-67.5387
100	-66.7282
101	-51.3831
102	-42.4975
103	-48.857
104	-56.2737
105	-72.3602
106	-59.718
107	-74.5587
108	-65.5252
109	-59.2342
110	-49.8426
111	-57.4778
112	-64.0629
113	-66.0905
114	-68.4599
115	-78.1129
116	-75.6933
117	-76.3255
118	-72.2944
119	-73.6622
120	-77.9871
121	-70.6725
122	-78.2246
123	-80.2439
124	-78.6243
125	-68.8461
126	-79.73
127	-69.9897
128	-71.2765
129	-77.842
130	-79.676
131	-71.1479
132	-58.6457
133	-71.0921
134	-77.8676
135	-77.1018
136	-77.0576
137	-84.7655
138	-73.5829
139	-84.7363
140	-52.4919092857
141	17.1989583506
