frame	deltaG
1	-32.2707
2	-44.7027
3	-37.0834
4	-37.6269
5	-37.1783
6	-39.1323
7	-59.0326
8	-40.2879
9	-26.194
10	-45.0464
11	-47.2383
12	-42.2254
13	-34.1658
14	-25.5133
15	-43.8685
16	-41.9942
17	-63.2327
18	-28.8339
19	-44.3682
20	-33.7302
21	-64.4072
22	-52.0966
23	-44.4381
24	-38.1904
25	-52.0461
26	-50.3256
27	-43.7542
28	-46.8178
29	-48.9667
30	-42.6372
31	-42.3426
32	-46.4874
33	-58.9829
34	-62.3104
35	-60.8219
36	-32.1526
37	-53.4202
38	-48.1363
39	-51.6797
40	-61.7568
41	-55.3096
42	-51.7424
43	-54.7245
44	-46.0087
45	-49.3266
46	-46.1867
47	-47.6247
48	-44.5097
49	-47.539
50	-47.7772
51	-36.8235
52	-61.5615
53	-62.3222
54	-55.4609
55	-62.5161
56	-64.7382
57	-56.3266
58	-53.6028
59	-58.5383
60	-71.3743
61	-49.2031
62	-62.5438
63	-62.7575
64	-58.8399
65	-48.0946
66	-55.1451
67	-55.2486
68	-47.5262
69	-61.4574
70	-42.2466
71	-51.769
72	-56.3761
73	-63.313
74	-61.5853
75	-71.5593
76	-64.9195
77	-61.0247
78	-49.3112
79	-56.1681
80	-50.6798
81	-51.1951
82	-62.5814
83	-66.1069
84	-77.6809
85	-59.8474
86	-61.265
87	-73.6767
88	-58.5538
89	-48.8084
90	-43.1496
91	-59.2124
92	-48.9501
93	-49.7865
94	-59.4084
95	-44.1261
96	-38.5872
97	-68.555
98	-66.9272
99	-66.2067
100	-50.2223
101	-73.7859
102	-67.5878
103	-78.789
104	-73.513
105	-72.2478
106	-65.4494
107	-64.5107
108	-68.7794
109	-74.1098
110	-63.5001
111	-72.6914
112	-75.5883
113	-50.3407
114	-65.3809
115	-66.3746
116	-55.1301
117	-59.1205
118	-63.9546
119	-49.1004
120	-81.5964
121	-72.895
122	-97.4796
123	-94.0401
124	-69.6669
125	-82.9539
126	-82.3641
127	-87.8505
128	-76.2852
129	-82.6234
130	-63.7049
131	-70.5536
132	-64.9036
133	-75.9408
134	-76.3453
135	-73.1245
136	-75.5196
137	-94.5376
138	-65.5196
139	-67.2852
140	-71.459
141	-57.5052071429
143	14.1929719385
