	all	dKd	Keq	Km	kcat
31	0.172226038422	0.323595574115	0.235296165891	0.244119185896	0.340169219588
32	0.167836227985	0.283368340352	0.231162276771	0.264746249598	0.369462448105
33	0.16161512978	0.30920850466	0.233137331427	0.193703077003	0.351525387565
34	0.162964289013	0.324218235956	0.235289348943	0.258100301317	0.373856764651
35	0.192286656976	0.318260005234	0.20260980148	0.237332838408	0.369462448105
36	0.151818499089	0.300615993787	0.21341686983	0.251440831685	0.343359416315
37	0.165918039649	0.310412624479	0.236506839341	0.237990637675	0.384631474649
38	0.174057589508	0.296025555023	0.193740713529	0.25559782215	0.362300097564
39	0.214062896332	0.331962044476	0.202079689624	0.228687291869	0.362922759404
40	0.162694512852	0.315229103755	0.223091032244	0.254523079286	0.364286174471
41	0.163589186636	0.313602821205	0.221042586963	0.209375015164	0.362300097564
42	0.197236890098	0.340750677567	0.188151321344	0.238179851215	0.36549029429
43	0.141991950105	0.322391454296	0.2275155304	0.240398877313	0.359891857926
44	0.161762404976	0.303610068295	0.209361821096	0.246363661666	0.359891857926
45	0.186621475348	0.308889914164	0.212593221684	0.262796999662	0.363082054652
46	0.137444950983	0.310253329231	0.21048020788	0.238470212963	0.354293421561
47	0.161719845323	0.314647645776	0.232754172407	0.252121393278	0.35549754138
48	0.196955642103	0.282946177621	0.217852390237	0.265368911439	0.362300097564
49	0.207889647349	0.297492542325	0.185973787634	0.249258632558	0.331736003964
50	0.154018596456	0.312661568869	0.21055410911	0.232103529107	0.367476371198
51	0.209668579787	0.294461640846	0.217270932258	0.254193203221	0.350321267746
52	0.191846923288	0.279848530878	0.225077109151	0.245023611261	0.351525387565
53	0.128272859923	0.327989890661	0.229208558214	0.271749304892	0.343940874293
54	0.197236890098	0.304032231026	0.227619102635	0.25684314583	0.364286174471
55	0.173367919086	0.308200507059	0.209438162384	0.262137510851	0.36549029429
56	0.218941743982	0.327408432682	0.239065380539	0.275742623218	0.34713107102
57	0.156028858974	0.313443525957	0.220555855709	0.243722564567	0.348335190839
58	0.162397086868	0.308889914164	0.241340129649	0.237065594035	0.331962044476
59	0.185906263523	0.341954797386	0.215516174038	0.246449394701	0.371870687743
60	0.179124502126	0.306440470664	0.226281228971	0.248142685833	0.331962044476
61	0.188748466991	0.29862991688	0.201818511686	0.26257095915	0.345767655953
62	0.195442785522	0.292316268691	0.193740713529	0.238643217808	0.356542365951
63	0.162409252427	0.286717832326	0.237492133656	0.254529632916	0.357905781018
64	0.203191522777	0.311616744298	0.225077109151	0.273375587442	0.35549754138
65	0.176449018114	0.314647645776	0.235093226724	0.260169273143	0.368680491017
66	0.194695675461	0.301146105644	0.190972679533	0.265565033658	0.343940874293
67	0.182896156831	0.325581651023	0.227349418204	0.24075867167	0.367476371198
68	0.165581758132	0.322813617027	0.210935067979	0.246186527218	0.368680491017
69	0.159403012361	0.326363608111	0.239494360218	0.262760172691	0.367476371198
70	0.193394340241	0.30699638724	0.23851628091	0.264545750489	0.372652644832
71	0.181796628602	0.308267252323	0.209783983827	0.267777151077	0.361095977745
72	0.189122780499	0.308982464148	0.217585145863	0.24377828758	0.341373339407
73	0.183468884439	0.305077055597	0.215952046365	0.229875749229	0.361095977745
74	0.172277786494	0.296221677242	0.226177656735	0.234892727615	0.359891857926
75	0.160411009961	0.310094033983	0.235388452558	0.216888921811	0.367476371198
76	0.192287435823	0.309471372142	0.224637107221	0.232283988867	0.364286174471
77	0.182424059868	0.304454393757	0.205043845839	0.260827131451	0.371870687743
78	0.117946025646	0.314647645776	0.193401445716	0.259050886359	0.370666567924
79	0.170482057021	0.331802749228	0.207029922746	0.251466373087	0.342736754474
80	0.192715955388	0.318419300482	0.210244512302	0.257583899057	0.348335190839
81	0.161455834532	0.315429602865	0.226846800612	0.268940067035	0.361095977745
82	0.181482807532	0.323595574115	0.183046458391	0.248435471609	0.34713107102
83	0.176198192237	0.315229103755	0.213225216231	0.228872128519	0.357905781018
84	0.159378350948	0.314384778293	0.180686589003	0.26806582328	0.350321267746
85	0.185558270264	0.310875991071	0.181987924223	0.25784676654	0.369462448105
86	0.17410752374	0.314647645776	0.2366571409	0.256875504181	0.351525387565
87	0.196521678274	0.327408432682	0.22483322944	0.235928219479	0.349117147927
88	0.186350240395	0.306903837256	0.219797263283	0.260511228301	0.351525387565
89	0.189276550284	0.322232159048	0.197527767375	0.228548872606	0.357905781018
90	0.18564339604	0.298433794661	0.236484136056	0.276987946899	0.351525387565
91	0.154653278348	0.321028039229	0.200717964102	0.259092090221	0.359732562678
92	0.181089784247	0.305699717437	0.211527811527	0.254107470186	0.353511464473
93	0.168948941128	0.311035286319	0.18425057821	0.256289669312	0.352148049406
94	0.178342545038	0.323595574115	0.210035019505	0.229376698973	0.364286174471
95	0.201823178975	0.311616744298	0.237097142831	0.249394563144	0.361877934833
96	0.144175994333	0.329975967568	0.207181252473	0.276102417576	0.3393872625
97	0.134829599564	0.31920125757	0.211601373739	0.23440819651	0.361095977745
98	0.148372343558	0.314806941024	0.227441968188	0.272275039858	0.356701661199
99	0.177392299013	0.313284230709	0.194739056063	0.253189582512	0.37506088447
