	all	dKd	Keq	Km	kcat
0	0.178595165102	0.339360226289	0.208941292066	0.271883335889	0.367663715083
1	0.166458085372	0.349948745354	0.233437728435	0.266538970762	0.377391801892
2	0.169794142255	0.340244259491	0.208992756902	0.262994989082	0.379442265311
3	0.172533685013	0.327373746748	0.234931029686	0.26411100816	0.390140801813
4	0.192046957141	0.342157467555	0.222551457515	0.276320146548	0.390072621635
5	0.186156239431	0.322223452317	0.216459630587	0.263411580423	0.382962384299
6	0.176317344748	0.345454177761	0.219418121872	0.23322156524	0.388359240588
7	0.200065886115	0.355019544667	0.198664270894	0.263791569478	0.386007192983
8	0.187904688575	0.348391793184	0.240060104525	0.253716769638	0.389593062947
9	0.195066030905	0.340610518274	0.211203238063	0.251403031006	0.39779173237
10	0.192294172129	0.327815422029	0.250602332029	0.275437905571	0.374654745898
11	0.152924107559	0.345198579709	0.151928080092	0.282426608703	0.381512030448
12	0.20204577376	0.333867003835	0.228259982019	0.269326338342	0.385404010487
13	0.178104932423	0.329444328641	0.243383735425	0.269737360046	0.381449769088
14	0.162666779563	0.33515359128	0.233275841453	0.27834097166	0.389188086747
15	0.200184495971	0.338173419905	0.229252280561	0.261662401464	0.387082405832
16	0.158992271522	0.354500724555	0.221235043676	0.284078684057	0.387321703488
17	0.169350893308	0.337327389793	0.227622872515	0.283881349074	0.390140801813
18	0.185510882774	0.32917714094	0.246604804687	0.279429113642	0.380560927008
19	0.169125057987	0.349369136988	0.223341670622	0.275947831735	0.360501440961
20	0.17411166261	0.320326389508	0.215262755134	0.267238633168	0.392418669991
21	0.186666059451	0.360319793486	0.215400657302	0.275413223841	0.383274476364
22	0.210422030053	0.345368913174	0.189159711026	0.291467316403	0.390403566677
23	0.186869269102	0.323413609813	0.228160548542	0.26475791667	0.384530052554
24	0.171869401117	0.337368862716	0.196074114353	0.27343090565	0.386307741032
25	0.168635959746	0.353138640691	0.209329822974	0.248358061814	0.360843405631
26	0.202807023223	0.323975298875	0.202801223887	0.271534884651	0.376891139352
27	0.196716911904	0.326456339686	0.196682330019	0.277015701161	0.389263978913
28	0.188102477968	0.336096048915	0.224722317341	0.275308340811	0.384670936689
29	0.194926682811	0.321622566913	0.238353551537	0.276327413893	0.387493617907
30	0.170256055852	0.338544210028	0.184435748483	0.276026239682	0.396674727703
31	0.169663525469	0.345588425944	0.234154332928	0.280235522894	0.374851861648
32	0.170801198845	0.324116253435	0.246810736559	0.272962960027	0.382215608467
33	0.163887426632	0.332711151311	0.224902040047	0.238345793015	0.383681839592
34	0.20652665888	0.344311810029	0.233234024003	0.263491283711	0.39994497721
35	0.192790939638	0.343781206254	0.210428488043	0.247860254098	0.402774621017
36	0.166007762288	0.331268803582	0.205858113472	0.255259554515	0.367851601222
37	0.165098108601	0.342254621768	0.236261698384	0.257420069958	0.39449001173
38	0.188999946489	0.330832078301	0.183172187735	0.267161973424	0.393889737338
39	0.211941179205	0.337654195127	0.209646570541	0.265100159236	0.388371509175
40	0.185653350943	0.343082436545	0.22388265032	0.272445447738	0.388257543826
41	0.184378096164	0.331233399678	0.222582823887	0.243727144424	0.384234311627
42	0.196271579596	0.336357301759	0.186207657597	0.281849884501	0.390026483415
43	0.174067689763	0.335192118159	0.238490724527	0.257295330683	0.394444075916
44	0.179577988888	0.322682742161	0.226128578536	0.265749490653	0.389844918716
45	0.205469778569	0.340099152401	0.206080460846	0.260898334884	0.411573865348
46	0.138059433453	0.331493200343	0.22255729473	0.251951464771	0.381757863468
47	0.176854739551	0.326813391818	0.227121328569	0.272876048861	0.39708976817
48	0.194219013292	0.333401768692	0.221118318279	0.279555431649	0.3900165538
49	0.211258833207	0.328907424676	0.188318592479	0.277863986924	0.359907727957
50	0.171692086028	0.34081031571	0.218460175674	0.267164001173	0.369279352634
51	0.204517856415	0.32732175462	0.230559069178	0.266818297177	0.377743103872
52	0.180895495833	0.322736198611	0.230847480285	0.264913773306	0.388322029667
53	0.149927037084	0.339546240239	0.23096244822	0.274294245489	0.364969676008
54	0.18204522339	0.328681002178	0.21740000852	0.277706516166	0.379683777793
55	0.174649688869	0.348413609813	0.222778842232	0.278047501478	0.402732366411
56	0.209444383555	0.348696756775	0.23228689018	0.278643630882	0.372042729937
57	0.1751482806	0.342908220448	0.23257410906	0.263188344427	0.383820735955
58	0.177366429453	0.339396036371	0.236433222976	0.265162581398	0.371596381729
59	0.190254166634	0.347819802881	0.23365410163	0.264533410735	0.398419137579
60	0.167578612784	0.331447765871	0.222547021802	0.279729822809	0.367537548959
61	0.2074930268	0.345118869208	0.20875933289	0.288053406576	0.375985679504
62	0.187562549984	0.330854099531	0.220388034447	0.261271470221	0.380678439896
63	0.156303076226	0.327439449756	0.238969647273	0.259194160653	0.384792752189
64	0.206541261794	0.332418135935	0.224896079425	0.287013176116	0.366538859201
65	0.18328895294	0.334127094406	0.226169887897	0.269128928341	0.388448424169
66	0.194870474657	0.343578453545	0.202682758932	0.287396026374	0.379783337323
67	0.176857595963	0.332129838738	0.219809867621	0.271903796187	0.391134714042
68	0.178476853742	0.355047610435	0.2159227794	0.266831786816	0.391892005469
69	0.198175439886	0.346080085736	0.241362255401	0.26460514541	0.401380851803
70	0.19778999994	0.325062953646	0.245788079751	0.28055147856	0.400777506946
71	0.184273882162	0.34414848722	0.218467923513	0.270580495768	0.396063294841
72	0.1885300597	0.332705094446	0.24243688031	0.267825509644	0.377069432879
73	0.178926064645	0.342804426336	0.215699764628	0.247441509379	0.383343295234
74	0.168430665959	0.322573776624	0.232162225203	0.269173448588	0.388218375311
75	0.15674705921	0.348383869604	0.229504855999	0.25055609733	0.393393296785
76	0.190541988874	0.334119529109	0.238848059891	0.279113801939	0.383311122127
77	0.1748992115	0.329448529295	0.221052496107	0.264964580529	0.395843295705
78	0.13221889432	0.338459638911	0.197568853066	0.279389810968	0.390520262695
79	0.186771797163	0.354274254288	0.218219906993	0.276776212571	0.381081202251
80	0.168563320162	0.338179565753	0.216470520139	0.271274259907	0.381751313896
81	0.163917680266	0.33534140285	0.233609125403	0.287678239137	0.387082405832
82	0.209372170151	0.345747936831	0.202407263029	0.260130699045	0.370258946637
83	0.177214982036	0.34018199471	0.227269054815	0.228403989734	0.396601078218
84	0.18596087612	0.337632235938	0.197734524092	0.266139100739	0.376774897012
85	0.19778999994	0.338294776864	0.19863387194	0.259661869007	0.401582349075
86	0.163559308299	0.345907764672	0.257688811857	0.2761178009	0.376765905496
87	0.215979523906	0.347210883423	0.222011860653	0.262023648936	0.378088121965
88	0.188970219558	0.354331030645	0.236371592559	0.283759745273	0.361083093921
89	0.186100207451	0.340065331713	0.203012087334	0.261405777894	0.390559007527
90	0.173666945479	0.336030618566	0.254350059086	0.2850992704	0.385276233005
91	0.167110438373	0.338537979716	0.230616309611	0.27795115285	0.393889597498
92	0.169916371684	0.329170525178	0.226045177209	0.263072680173	0.378442139839
93	0.180936821709	0.339526810437	0.190936531617	0.292113809183	0.3840803718
94	0.180610838331	0.352439118207	0.23334286928	0.257265841533	0.384530052554
95	0.199319072076	0.33349276487	0.23768419186	0.270498361522	0.393126422965
96	0.161887570577	0.354244100426	0.209036248571	0.272167421879	0.373417651982
97	0.149915210642	0.335810297554	0.217789015903	0.260157977058	0.387321703488
98	0.14753816448	0.342719431453	0.224019625444	0.291248258836	0.386686952757
99	0.196639037239	0.335825319013	0.20403474424	0.257447199625	0.404737137986
