frame	deltaG
1	-25.2411
2	-44.1351
3	-46.3119
4	-47.7131
5	-46.7263
6	-56.6176
7	-58.5624
8	-58.8132
9	-38.783
10	-58.4294
11	-52.5745
12	-50.612
13	-52.7016
14	-55.4814
15	-62.3968
16	-63.6477
17	-48.2997
18	-46.9757
19	-51.3865
20	-43.6295
21	-35.5914
22	-24.8295
23	-48.8456
24	-42.5907
25	-37.7684
26	-30.028
27	-42.6754
28	-33.3856
29	-43.5633
30	-51.5903
31	-46.2307
32	-36.0349
33	-37.0419
34	-49.1043
35	-50.0039
36	-42.4163
37	-42.1122
38	-35.7137
39	-53.4606
40	-49.5943
41	-53.3508
42	-52.085
43	-31.3973
44	-49.3412
45	-47.1331
46	-51.4855
47	-42.1001
48	-54.0191
49	-34.6241
50	-45.0351
51	-29.9285
52	-33.3358
53	-37.8509
54	-44.5729
55	-43.4699
56	-58.0401
57	-45.5517
58	-46.0339
59	-44.0917
60	-56.1537
61	-41.5782
62	-49.2646
63	-44.2327
64	-46.6487
65	-48.038
66	-48.6282
67	-49.352
68	-50.7361
69	-48.2501
70	-38.6915
71	-36.1945
72	-46.7354
73	-40.0044
74	-49.9652
75	-53.4231
76	-53.1826
77	-48.1879
78	-58.2337
79	-48.9943
80	-52.6447
81	-49.3797
82	-41.4689
83	-55.6399
84	-55.9986
85	-51.3656
86	-56.1412
87	-50.481
88	-50.0861
89	-46.9005
90	-51.509
91	-52.6026
92	-37.0672
93	-48.8399
94	-51.7512
95	-51.2965
96	-42.2205
97	-39.9162
98	-44.0748
99	-53.3368
100	-40.9927
101	-55.8387
102	-54.0529
103	-50.0105
104	-53.8909
105	-53.23
106	-41.2292
107	-57.2906
108	-38.1287
109	-50.6846
110	-40.7796
111	-48.5883
112	-53.7829
113	-38.8916
114	-38.2111
115	-48.3524
116	-46.4538
117	-62.5323
118	-50.2846
119	-57.4756
120	-41.8815
121	-48.5508
122	-57.6021
123	-43.0202
124	-41.1866
125	-47.8841
126	-46.3917
127	-49.1447
128	-38.852
129	-46.0879
130	-57.6085
131	-50.6611
132	-58.0128
133	-54.2637
134	-45.525
135	-56.0023
136	-47.446
137	-39.0532
138	-50.3507
139	-53.5701
140	-47.3955928571
141	7.55486954428
