frame	deltaG
1	-54.3615
2	-58.527
3	-66.7104
4	-62.9628
5	-71.8272
6	-87.2179
7	-58.3216
8	-72.542
9	-71.5012
10	-73.871
11	-66.5264
12	-55.9617
13	-64.4658
14	-66.6342
15	-72.716
16	-75.6444
17	-79.5034
18	-71.7439
19	-59.5341
20	-66.4014
21	-63.6319
22	-73.2427
23	-63.2793
24	-49.6418
25	-73.7893
26	-80.7735
27	-73.9119
28	-77.5522
29	-77.5957
30	-64.6868
31	-59.921
32	-77.4869
33	-82.4225
34	-67.5739
35	-78.3229
36	-81.3726
37	-81.1364
38	-78.8109
39	-88.0074
40	-93.1799
41	-69.6189
42	-67.3808
43	-78.2287
44	-74.9506
45	-67.0301
46	-69.0079
47	-78.9549
48	-86.8165
49	-76.4132
50	-66.958
51	-74.7811
52	-79.5873
53	-79.4744
54	-78.3706
55	-60.436
56	-84.0097
57	-84.23
58	-67.7129
59	-73.5658
60	-73.5147
61	-66.292
62	-74.9085
63	-70.4589
64	-75.1067
65	-68.4467
66	-78.7241
67	-79.7307
68	-78.2769
69	-90.816
70	-71.6545
71	-82.1109
72	-74.8461
73	-90.3746
74	-71.5306
75	-85.7644
76	-82.4479
77	-81.0258
78	-86.6185
79	-87.6443
80	-73.8161
81	-64.3676
82	-77.9508
83	-73.2238
84	-76.8437
85	-83.7906
86	-81.8008
87	-64.6085
88	-71.4596
89	-83.8715
90	-68.7254
91	-58.5777
92	-40.3878
93	-57.682
94	-86.2038
95	-77.712
96	-79.8766
97	-73.4948
98	-74.7078
99	-83.4044
100	-80.3808
101	-91.6424
102	-74.9491
103	-86.3558
104	-89.2815
105	-75.2225
106	-74.9269
107	-71.2435
108	-89.2233
109	-81.6186
110	-69.2152
111	-79.4113
112	-63.9169
113	-78.6935
114	-62.7828
115	-79.5825
116	-70.2352
117	-62.5598
118	-51.1302
119	-56.8583
120	-49.7355
121	-62.0548
122	-78.1559
123	-67.3842
124	-67.1004
125	-77.9833
126	-69.8997
127	-63.4621
128	-40.7893
129	-62.039
130	-71.5567
131	-58.3404
132	-49.0693
133	-44.2863
134	-54.5412
135	-47.3782
136	-50.497
137	-63.3403
138	-59.0875
139	-74.3361
140	-45.2117
141	-71.6365564286
143	11.1083439087
