frame	deltaG
1	-42.2114
2	-56.4126
3	-54.6257
4	-63.2796
5	-67.5156
6	-58.5079
7	-60.2369
8	-52.2646
9	-59.3449
10	-60.166
11	-60.9241
12	-44.4983
13	-56.6142
14	-67.3144
15	-48.1893
16	-59.0578
17	-63.2865
18	-57.1931
19	-54.6129
20	-51.8143
21	-60.4475
22	-69.5027
23	-52.5659
24	-56.3399
25	-50.0202
26	-52.0336
27	-48.6713
28	-68.0053
29	-45.1185
30	-51.5782
31	-60.0255
32	-49.5597
33	-64.4971
34	-51.9629
35	-66.7505
36	-52.3127
37	-59.2268
38	-50.444
39	-57.0028
40	-63.4659
41	-60.8773
42	-54.4005
43	-64.1211
44	-67.5052
45	-60.0039
46	-62.7709
47	-59.3879
48	-52.7747
49	-59.1462
50	-57.8076
51	-66.1223
52	-55.1215
53	-62.7754
54	-64.5122
55	-62.0066
56	-64.8846
57	-58.497
58	-63.1609
59	-63.1035
60	-53.7522
61	-59.4804
62	-63.7044
63	-60.6586
64	-65.1018
65	-68.9493
66	-76.543
67	-70.006
68	-60.0637
69	-62.2016
70	-52.2518
71	-58.8470457143
73	6.68459619427
