frame	deltaG
1	-36.2621
2	-60.4621
3	-51.891
4	-45.8864
5	-46.2192
6	-49.4788
7	-57.0987
8	-47.9613
9	-51.5839
10	-36.5988
11	-37.0567
12	-60.3514
13	-48.5784
14	-47.6867
15	-46.6905
16	-62.2037
17	-50.1079
18	-61.9028
19	-48.2039
20	-49.0349
21	-50.0943
22	-58.168
23	-55.3889
24	-56.9049
25	-57.2873
26	-53.0132
27	-47.8536
28	-54.9627
29	-35.3428
30	-50.2526
31	-56.0176
32	-60.1231
33	-62.1528
34	-60.4341
35	-54.2813
36	-60.7901
37	-59.1238
38	-51.3825
39	-56.4592
40	-51.1216
41	-48.9259
42	-56.1908
43	-53.9667
44	-52.6853
45	-53.3088
46	-55.3555
47	-50.0335
48	-50.6749
49	-56.3799
50	-49.3171
51	-56.0059
52	-48.4737
53	-53.5033
54	-40.0148
55	-50.734
56	-53.0786
57	-56.5015
58	-53.5815
59	-50.6367
60	-44.9805
61	-51.7184
62	-44.7043
63	-36.5323
64	-38.7479
65	-51.2959
66	-50.0748
67	-55.0198
68	-49.1142
69	-55.7332
70	-35.87
71	-51.2796185714
73	6.74043866618
