frame	deltaG
1	9.4834
2	-13.8355
3	-9.9226
4	-11.9863
5	-9.6658
6	-21.8678
7	-12.617
8	-7.3077
9	-9.7693
10	-7.1095
11	-11.4606
12	-17.1917
13	-5.4606
14	-13.8466
15	-14.1036
16	-23.0756
17	-28.9421
18	-21.7078
19	-23.4366
20	-28.7002
21	-16.6888
22	-23.3629
23	-21.4326
24	-34.3014
25	-18.1618
26	-25.6263
27	-16.2686
28	-17.4489
29	-26.7264
30	-25.3013
31	-24.5066
32	-18.2105
33	-21.1214
34	-26.6681
35	-33.6187
36	-27.3941
37	-29.9976
38	-23.3729
39	-23.0619
40	-29.2254
41	-15.4753
42	-18.6918
43	-32.6282
44	-23.6504
45	-22.8561
46	-28.0947
47	-25.3983
48	-28.3878
49	-30.76
50	-21.3142
51	-16.9118
52	-23.8536
53	-28.2105
54	-28.4508
55	-25.0735
56	-32.3809
57	-30.7216
58	-22.423
59	-18.0375
60	-19.0506
61	-22.4559
62	-21.4344
63	-27.4993
64	-17.7678
65	-14.5694
66	-25.0085
67	-33.1543
68	-21.8943
69	-17.9318
70	-20.1563
71	-16.069
72	-25.865
73	-21.4556
74	-32.5171
75	-29.0217
76	-22.7344
77	-31.6028
78	-18.9454
79	-22.2563
80	-17.0651
81	-12.5176
82	-8.953
83	-30.7922
84	-25.4167
85	-20.5874
86	-23.7991
87	-25.2321
88	-18.5145
89	-18.8387
90	-22.0045
91	-21.9239
92	-25.4017
93	-26.8747
94	-22.8619
95	-22.0181
96	-29.6439
97	-8.0659
98	-19.4889
99	-19.0498
100	-15.1898
101	-34.7066
102	-23.01
103	-27.9723
104	-24.8079
105	-31.2844
106	-29.4313
107	-28.8247
108	-25.8535
109	-33.301
110	-34.2965
111	-35.4755
112	-24.5733
113	-35.4487
114	-38.9918
115	-32.095
116	-28.2013
117	-25.3927
118	-32.2211
119	-34.8218
120	-31.4213
121	-25.9221
122	-29.9396
123	-31.8124
124	-29.1742
125	-34.9767
126	-24.7413
127	-34.3743
128	-35.2166
129	-27.1905
130	-29.0268
131	-31.8244
132	-37.1653
133	-41.9444
134	-39.2308
135	-35.6291
136	-35.746
137	-37.669
138	-32.187
139	-28.4431
140	-24.3396092857
141	8.20641010613
